Question,Answer,Difficulty,Type,Verb,Tense,Person,Has_Audio,Has_Image,Anki_Tags
"〰 Resulta divertido que 〰vosotros _____ (felices)","parezcáis","Elementary","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_form irregular_verb low_irregularity parecer subjuntivo_presente vosotros "
"〰 Resulta divertido que 〰ellos/ellas/ustedes _____ (felices)","parezcan","Elementary","fill_in_blank","parecer","None","None","No","No"," ellos_ellas_ustedes ends_in_er irregular_form irregular_verb low_irregularity parecer subjuntivo_presente "
"↫ Fue sorprendente que ↫yo _____ (feliz)","pareciera | pareciese","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_pasado yo "
"↫ Fue sorprendente que ↫tú/vos _____ (feliz)","parecieras | parecieses","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_pasado tú_vos "
"↫ Fue sorprendente que ↫él/ella/usted _____ (feliz)","pareciera | pareciese","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_pasado él_ella_usted "
"↫ Fue sorprendente que ↫nosotros _____ (felices)","pareciéramos | pareciésemos","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity nosotros parecer regular_form subjuntivo_pasado "
"↫ Fue sorprendente que ↫vosotros _____ (felices)","parecierais | parecieseis","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_pasado vosotros "
"↫ Fue sorprendente que ↫ellos/ellas/ustedes _____ (felices)","parecieran | pareciesen","Advanced","fill_in_blank","parecer","None","None","No","No"," ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_pasado "
"Hombre, por favor,¡ _____ (feliz), ya !(tú)","parece","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_verb low_irregularity parecer regular_form tú tú_vos "
"Hombre, por favor,¡ _____ (feliz), ya !(vos)","parecé","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_verb low_irregularity parecer regular_form tú_vos vos "
"Mujer, por favor,¡ no _____ (infeliz) !(tú/vos)","parezcas","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_form irregular_verb low_irregularity negative_imperativo parecer tú_vos "
"Señora, por favor,¡ (que) _____ (feliz), ya !(él/ella/usted)","parezca","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_form irregular_verb low_irregularity parecer él_ella_usted "
"Vámonos equipo, por favor,¡ (que) _____ (felices), ya !(nosotros)","parezcamos","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_form irregular_verb low_irregularity nosotros parecer "
"Tú y tú, por favor,¡ _____ (felices), ya !(vosotros)","pareced","Intermediate","fill_in_blank","parecer","None","None","No","No"," ends_in_er imperativo irregular_verb low_irregularity parecer regular_form vosotros "
"Señores, por favor,¡ (que) _____ (felices), ya ! (ellos/ellas/ustedes)","parezcan","Intermediate","fill_in_blank","parecer","None","None","No","No"," ellos_ellas_ustedes ends_in_er imperativo irregular_form irregular_verb low_irregularity parecer "
"↬ Si en un dudoso futuro ↬yo lo _____, ¡suerte!","pareciere","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_futuro yo "
"↬ Si en un dudoso futuro ↬tú/vos lo _____, ¡suerte!","parecieres","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_futuro tú_vos "
"↬ Si en un dudoso futuro ↬él/ella/usted lo _____, ¡suerte!","pareciere","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_futuro él_ella_usted "
"↬ Si en un dudoso futuro ↬nosotros lo _____, ¡suerte!","pareciéremos","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity nosotros parecer regular_form subjuntivo_futuro "
"↬ Si en un dudoso futuro ↬vosotros lo _____, ¡suerte!","pareciereis","Advanced","fill_in_blank","parecer","None","None","No","No"," ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_futuro vosotros "
"↬ Si en un dudoso futuro ↬ellos/ellas/ustedes lo _____, ¡suerte!","parecieren","Advanced","fill_in_blank","parecer","None","None","No","No"," ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity parecer regular_form subjuntivo_futuro "
"El verbo enél siguees _____","seguir","Intermediate","fill_in_blank","None","None","None","No","No"," ends_in_ir high_irregularity infinitivo irregular_verb regular_form seguir "
"Mientras estoy estudiando…ella está _____ (una serie)","siguiendo","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir gerundio high_irregularity irregular_form irregular_verb seguir "
"Hugo ha _____ (esta serie)","seguido","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb participio regular_form seguir "
"⊙ Ahora mismo, ⊙yo _____ (hablando)","sigo","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb presente seguir yo "
"⊙ Ahora mismo, ⊙tú _____ (hablando)","sigues","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb presente seguir tú tú_vos "
"⊙ Ahora mismo, ⊙vos _____ (hablando)","seguís","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb presente regular_form seguir tú_vos vos "
"⊙ Ahora mismo, ⊙él/ella/usted _____ (hablando)","sigue","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb presente refrán seguir él_ella_usted "
"⊙ Ahora mismo, ⊙nosotros _____ (hablando)","seguimos","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb nosotros presente regular_form seguir "
"⊙ Ahora mismo, ⊙vosotros _____ (hablando)","seguís","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_verb presente regular_form seguir vosotros "
"⊙ Ahora mismo, ⊙ellos/ellas/ustedes _____ (hablando)","siguen","Elementary","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb presente seguir "
"⇠ En esa época, a menudo, ⇠yo _____ (hablando)","seguía","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb regular_form seguir yo "
"⇠ En esa época, a menudo, ⇠tú/vos _____ (hablando)","seguías","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb regular_form seguir tú_vos "
"⇠ En esa época, a menudo, ⇠él/ella/usted _____ (hablando)","seguía","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb regular_form seguir él_ella_usted "
"⇠ En esa época, a menudo, ⇠nosotros _____ (hablando)","seguíamos","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb nosotros regular_form seguir "
"⇠ En esa época, a menudo, ⇠vosotros _____ (hablando)","seguíais","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperfecto irregular_verb regular_form seguir vosotros "
"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes _____ (hablando)","seguían","Intermediate","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity imperfecto irregular_verb regular_form seguir "
"↧ En aquel momento ↧yo _____ (hablando)","seguí","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb regular_form seguir yo "
"↧ En aquel momento ↧tú/vos _____ (hablando)","seguiste","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb regular_form seguir tú_vos "
"↧ En aquel momento ↧él/ella/usted _____ (hablando)","siguió","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_form irregular_verb seguir él_ella_usted "
"↧ En aquel momento ↧nosotros _____ (hablando)","seguimos","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb nosotros regular_form seguir "
"↧ En aquel momento ↧vosotros _____ (hablando)","seguisteis","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity indefinido irregular_verb regular_form seguir vosotros "
"↧ En aquel momento ↧ellos/ellas/ustedes _____ (hablando)","siguieron","Intermediate","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity indefinido irregular_form irregular_verb seguir "
"→ En el futuro, →yo _____ (hablando)","seguiré","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb regular_form seguir yo "
"→ En el futuro, →tú/vos _____ (hablando)","seguirás","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb regular_form seguir tú_vos "
"→ En el futuro, →él/ella/usted _____ (hablando)","seguirá","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb regular_form seguir él_ella_usted "
"→ En el futuro, →nosotros _____ (hablando)","seguiremos","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb nosotros regular_form seguir "
"→ En el futuro, →vosotros _____ (hablando)","seguiréis","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir futuro high_irregularity irregular_verb regular_form seguir vosotros "
"→ En el futuro, →ellos/ellas/ustedes _____ (hablando)","seguirán","Intermediate","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir futuro high_irregularity irregular_verb regular_form seguir "
"… Si ocurriese esto, …yo _____ (hablando)","seguiría","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb regular_form seguir yo "
"… Si sucediera esto, …tú/vos _____ (hablando)","seguirías","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb regular_form seguir tú_vos "
"… Si acaeciera algo, …él/ella/usted _____ (hablando)","seguiría","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb regular_form seguir él_ella_usted "
"… Si pasara algo, …nosotros _____ (hablando)","seguiríamos","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb nosotros regular_form seguir "
"… Si aconteciese esto, …vosotros _____ (hablando)","seguiríais","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ends_in_ir high_irregularity irregular_verb regular_form seguir vosotros "
"… Si se produjera esto, …ellos/ellas/ustedes _____ (hablando)","seguirían","Intermediate","fill_in_blank","seguir","None","None","No","No"," condicional ellos_ellas_ustedes ends_in_ir high_irregularity irregular_verb regular_form seguir "
"〰 Resulta divertido que 〰yo _____ (hablando)","siga","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_presente yo "
"〰 Resulta divertido que 〰tú/vos _____ (hablando)","sigas","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_presente tú_vos "
"〰 Resulta divertido que 〰él/ella/usted _____ (hablando)","siga","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_presente él_ella_usted "
"〰 Resulta divertido que 〰nosotros _____ (hablando)","sigamos","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb nosotros seguir subjuntivo_presente "
"〰 Resulta divertido que 〰vosotros _____ (hablando)","sigáis","Elementary","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_presente vosotros "
"〰 Resulta divertido que 〰ellos/ellas/ustedes _____ (hablando)","sigan","Elementary","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_presente "
"↫ Fue sorprendente que ↫yo _____ (hablando)","siguiera | siguiese","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_pasado yo "
"↫ Fue sorprendente que ↫tú/vos _____ (hablando)","siguieras | siguieses","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_pasado tú_vos "
"↫ Fue sorprendente que ↫él/ella/usted _____ (hablando)","siguiera | siguiese","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_pasado él_ella_usted "
"↫ Fue sorprendente que ↫nosotros _____ (hablando)","siguiéramos | siguiésemos","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb nosotros seguir subjuntivo_pasado "
"↫ Fue sorprendente que ↫vosotros _____ (hablando)","siguierais | siguieseis","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_pasado vosotros "
"↫ Fue sorprendente que ↫ellos/ellas/ustedes _____ (hablando)","siguieran | siguiesen","Advanced","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_pasado "
"Hombre, por favor,¡ _____ (con ello), ya !(tú)","sigue","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo in_the_wild irregular_form irregular_verb refrán seguir tú tú_vos "
"Hombre, por favor,¡ _____ (con ello), ya !(vos)","seguí","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_verb regular_form seguir tú_vos vos "
"Mujer, por favor,¡ no _____ (con ello) !(tú/vos)","sigas","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb negative_imperativo seguir tú_vos "
"Señora, por favor,¡ (que) _____ (con ello), ya !(él/ella/usted)","siga","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb seguir él_ella_usted "
"Vámonos equipo, por favor,¡ (que) _____ (con ello), ya !(nosotros)","sigamos","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_form irregular_verb nosotros seguir "
"Tú y tú, por favor,¡ _____ (con ello), ya !(vosotros)","seguid","Intermediate","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity imperativo irregular_verb regular_form seguir vosotros "
"Señores, por favor,¡ (que) _____ (con ello), ya ! (ellos/ellas/ustedes)","sigan","Intermediate","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity imperativo irregular_form irregular_verb seguir "
"↬ Si en un dudoso futuro ↬yo lo _____, ¡suerte!","siguiere","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_futuro yo "
"↬ Si en un dudoso futuro ↬tú/vos lo _____, ¡suerte!","siguieres","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_futuro tú_vos "
"↬ Si en un dudoso futuro ↬él/ella/usted lo _____, ¡suerte!","siguiere","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_futuro él_ella_usted "
"↬ Si en un dudoso futuro ↬nosotros lo _____, ¡suerte!","siguiéremos","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb nosotros seguir subjuntivo_futuro "
"↬ Si en un dudoso futuro ↬vosotros lo _____, ¡suerte!","siguiereis","Advanced","fill_in_blank","seguir","None","None","No","No"," ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_futuro vosotros "
"↬ Si en un dudoso futuro ↬ellos/ellas/ustedes lo _____, ¡suerte!","siguieren","Advanced","fill_in_blank","seguir","None","None","No","No"," ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb seguir subjuntivo_futuro "
"El verbo enél piensaes _____","pensar","Intermediate","fill_in_blank","None","None","None","No","No"," ends_in_ar infinitivo irregular_verb low_irregularity pensar regular_form "
"Mientras estoy estudiando…ella está _____ (en sus cosas)","pensando","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar gerundio in_the_wild irregular_verb low_irregularity modismo pensar regular_form "
"Hugo ha _____ (en ti)","pensado","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar in_the_wild irregular_verb low_irregularity modismo participio pensar regular_form "
"⊙ Ahora mismo, ⊙yo _____ (en Buenos Aires)","pienso","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_form irregular_verb low_irregularity pensar presente yo "
"⊙ Ahora mismo, ⊙tú _____ (en Buenos Aires)","piensas","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_form irregular_verb low_irregularity pensar presente tú tú_vos "
"⊙ Ahora mismo, ⊙vos _____ (en Buenos Aires)","pensás","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar presente regular_form tú_vos vos "
"⊙ Ahora mismo, ⊙él/ella/usted _____ (en Buenos Aires)","piensa","Elementary","fill_in_blank","pensar","None","None","No","No"," cita ends_in_ar in_the_wild irregular_form irregular_verb low_irregularity pensar presente él_ella_usted "
"⊙ Ahora mismo, ⊙nosotros _____ (en Buenos Aires)","pensamos","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity nosotros pensar presente regular_form "
"⊙ Ahora mismo, ⊙vosotros _____ (en Buenos Aires)","pensáis","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar presente regular_form vosotros "
"⊙ Ahora mismo, ⊙ellos/ellas/ustedes _____ (en Buenos Aires)","piensan","Elementary","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb low_irregularity pensar presente "
"⇠ En esa época, a menudo, ⇠yo _____ (en Buenos Aires)","pensaba","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperfecto irregular_verb low_irregularity pensar regular_form yo "
"⇠ En esa época, a menudo, ⇠tú/vos _____ (en Buenos Aires)","pensabas","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperfecto irregular_verb low_irregularity pensar regular_form tú_vos "
"⇠ En esa época, a menudo, ⇠él/ella/usted _____ (en Buenos Aires)","pensaba","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperfecto irregular_verb low_irregularity pensar regular_form él_ella_usted "
"⇠ En esa época, a menudo, ⇠nosotros _____ (en Buenos Aires)","pensábamos","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperfecto irregular_verb low_irregularity nosotros pensar regular_form "
"⇠ En esa época, a menudo, ⇠vosotros _____ (en Buenos Aires)","pensabais","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperfecto irregular_verb low_irregularity pensar regular_form vosotros "
"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes _____ (en Buenos Aires)","pensaban","Intermediate","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar imperfecto irregular_verb low_irregularity pensar regular_form "
"↧ En aquel momento ↧yo _____ (en Buenos Aires)","pensé","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar indefinido irregular_verb low_irregularity pensar regular_form yo "
"↧ En aquel momento ↧tú/vos _____ (en Buenos Aires)","pensaste","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar indefinido irregular_verb low_irregularity pensar regular_form tú_vos "
"↧ En aquel momento ↧él/ella/usted _____ (en Buenos Aires)","pensó","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar indefinido irregular_verb low_irregularity pensar regular_form él_ella_usted "
"↧ En aquel momento ↧nosotros _____ (en Buenos Aires)","pensamos","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar indefinido irregular_verb low_irregularity nosotros pensar regular_form "
"↧ En aquel momento ↧vosotros _____ (en Buenos Aires)","pensasteis","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar indefinido irregular_verb low_irregularity pensar regular_form vosotros "
"↧ En aquel momento ↧ellos/ellas/ustedes _____ (en Buenos Aires)","pensaron","Intermediate","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar indefinido irregular_verb low_irregularity pensar regular_form "
"→ En el futuro, →yo _____ (en Buenos Aires)","pensaré","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar futuro irregular_verb low_irregularity pensar regular_form yo "
"→ En el futuro, →tú/vos _____ (en Buenos Aires)","pensarás","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar futuro irregular_verb low_irregularity pensar regular_form tú_vos "
"→ En el futuro, →él/ella/usted _____ (en Buenos Aires)","pensará","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar futuro irregular_verb low_irregularity pensar regular_form él_ella_usted "
"→ En el futuro, →nosotros _____ (en Buenos Aires)","pensaremos","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar futuro irregular_verb low_irregularity nosotros pensar regular_form "
"→ En el futuro, →vosotros _____ (en Buenos Aires)","pensaréis","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar futuro irregular_verb low_irregularity pensar regular_form vosotros "
"→ En el futuro, →ellos/ellas/ustedes _____ (en Buenos Aires)","pensarán","Intermediate","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar futuro irregular_verb low_irregularity pensar regular_form "
"… Si ocurriese esto, …yo _____ (en Buenos Aires)","pensaría","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ends_in_ar irregular_verb low_irregularity pensar regular_form yo "
"… Si sucediera esto, …tú/vos _____ (en Buenos Aires)","pensarías","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ends_in_ar irregular_verb low_irregularity pensar regular_form tú_vos "
"… Si acaeciera algo, …él/ella/usted _____ (en Buenos Aires)","pensaría","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ends_in_ar irregular_verb low_irregularity pensar regular_form él_ella_usted "
"… Si pasara algo, …nosotros _____ (en Buenos Aires)","pensaríamos","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ends_in_ar irregular_verb low_irregularity nosotros pensar regular_form "
"… Si aconteciese esto, …vosotros _____ (en Buenos Aires)","pensaríais","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ends_in_ar irregular_verb low_irregularity pensar regular_form vosotros "
"… Si se produjera esto, …ellos/ellas/ustedes _____ (en Buenos Aires)","pensarían","Intermediate","fill_in_blank","pensar","None","None","No","No"," condicional ellos_ellas_ustedes ends_in_ar irregular_verb low_irregularity pensar regular_form "
"〰 Resulta divertido que 〰yo _____ (en Buenos Aires)","piense","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_form irregular_verb low_irregularity pensar subjuntivo_presente yo "
"〰 Resulta divertido que 〰tú/vos _____ (en Buenos Aires)","pienses","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_form irregular_verb low_irregularity pensar subjuntivo_presente tú_vos "
"〰 Resulta divertido que 〰él/ella/usted _____ (en Buenos Aires)","piense","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_form irregular_verb low_irregularity pensar subjuntivo_presente él_ella_usted "
"〰 Resulta divertido que 〰nosotros _____ (en Buenos Aires)","pensemos","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity nosotros pensar regular_form subjuntivo_presente "
"〰 Resulta divertido que 〰vosotros _____ (en Buenos Aires)","penséis","Elementary","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_presente vosotros "
"〰 Resulta divertido que 〰ellos/ellas/ustedes _____ (en Buenos Aires)","piensen","Elementary","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb low_irregularity pensar subjuntivo_presente "
"↫ Fue sorprendente que ↫yo _____ (en Buenos Aires)","pensara | pensase","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_pasado yo "
"↫ Fue sorprendente que ↫tú/vos _____ (en Buenos Aires)","pensaras | pensases","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_pasado tú_vos "
"↫ Fue sorprendente que ↫él/ella/usted _____ (en Buenos Aires)","pensara | pensase","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar in_the_wild irregular_verb low_irregularity pensar refrán regular_form subjuntivo_pasado él_ella_usted "
"↫ Fue sorprendente que ↫nosotros _____ (en Buenos Aires)","pensáramos | pensásemos","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity nosotros pensar regular_form subjuntivo_pasado "
"↫ Fue sorprendente que ↫vosotros _____ (en Buenos Aires)","pensarais | pensaseis","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_pasado vosotros "
"↫ Fue sorprendente que ↫ellos/ellas/ustedes _____ (en Buenos Aires)","pensaran | pensasen","Advanced","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_pasado "
"Hombre, por favor,¡ _____ (en las víctimas), ya !(tú)","piensa","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_form irregular_verb low_irregularity pensar tú tú_vos "
"Hombre, por favor,¡ _____ (en las víctimas), ya !(vos)","pensá","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_verb low_irregularity pensar regular_form tú_vos vos "
"Mujer, por favor,¡ no _____ (en las víctimas) !(tú/vos)","pienses","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_form irregular_verb low_irregularity negative_imperativo pensar tú_vos "
"Señora, por favor,¡ (que) _____ (en las víctimas), ya !(él/ella/usted)","piense","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_form irregular_verb low_irregularity pensar él_ella_usted "
"Vámonos equipo, por favor,¡ (que) _____ (en las víctimas), ya !(nosotros)","pensemos","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_verb low_irregularity nosotros pensar regular_form "
"Tú y tú, por favor,¡ _____ (en las víctimas), ya !(vosotros)","pensad","Intermediate","fill_in_blank","pensar","None","None","No","No"," ends_in_ar imperativo irregular_verb low_irregularity pensar regular_form vosotros "
"Señores, por favor,¡ (que) _____ (en las víctimas), ya ! (ellos/ellas/ustedes)","piensen","Intermediate","fill_in_blank","pensar","None","None","No","No"," ellos_ellas_ustedes ends_in_ar imperativo irregular_form irregular_verb low_irregularity pensar "
"↬ Si en un dudoso futuro ↬yo _____ así, ¡suerte!","pensare","Advanced","fill_in_blank","pensar","None","None","No","No"," ends_in_ar irregular_verb low_irregularity pensar regular_form subjuntivo_futuro yo "
