id,word,old_level,new_level,definition_preview
cbeb2937-915d-479a-ab42-a90045306aed,"conduit",3,2,"a channel or tube for conveying water, cables, or "
7e590aef-5002-427a-af47-a2f294c8b8cb,"cone",3,1,"a three-dimensional geometric shape with a circula"
abd28446-0636-47a2-93b6-eb0dd1eda808,"conference",4,3,"a formal meeting or series of meetings where peopl"
7f0591c1-a839-424f-9ace-eb60921f0ebe,"confused",4,3,"uncertain, bewildered, or unable to think clearly;"
73286f98-ac60-4ef5-be17-422ab659f07f,"congealing",3,4,"present participle of congeal; the process of chan"
8ebcbe79-93a2-473d-8f84-16f5be26be41,"conglutinant",3,4,"having the property of gluing or sticking together"
989857c7-b69e-4542-8fea-d3c2525cd3df,"congo",3,2,"referring to the democratic republic of the congo "
6a2bc3ee-0e86-4513-9f73-3e82304a1bc7,"congregation",2,3,"a group of people assembled for religious worship;"
ef48f22b-49af-4040-b1d1-381a5c3011f8,"conjugated",3,4,"past tense of conjugate; changed in form to show g"
75ff1aa0-6b18-4465-b569-179b0a941a0b,"conjure",3,2,"to summon or call forth, especially through supern"
1de040d1-9dad-4acb-a38f-6645d1ee55b9,"conkers",3,2,"a british children's game played with horse chestn"
bed5c1d4-1ae5-432d-8a8b-faa3873c5e17,"connect",3,2,"to join, link, or fasten together; to establish co"
bc4206e3-b847-48a2-b973-3f0fd7f3a2ae,"connection",4,3,"a relationship, link, or association between two o"
4466b740-efc9-41d2-8a16-aa632278e165,"connoisseur",4,3,"an expert judge in matters of taste, especially in"
2bbfb493-72d1-4d0e-8224-4f6182a97918,"consecutive",2,3,"following continuously in unbroken sequence; succe"
aa0d6196-d522-48e9-8434-32ebde3f5de3,"considerable",2,3,"large in amount, extent, or degree; worthy of cons"
08b3a0f1-9a05-4310-ac6d-6d14bbf22d8a,"consideration",2,3,"careful thought about something before making a de"
3576e16d-d36f-4876-9d8a-3c479a03a371,"consisting",2,3,"present participle of consist; being composed or m"
3e9bbd14-92e3-499d-911b-1fc4dcad2d80,"consists",2,3,"third person singular present tense of consist; is"
6deb32cc-4691-4ef5-beca-7766fef988bd,"consortium",4,3,"an association or partnership of multiple organiza"
7f298995-39a0-4071-8b4f-0423c5d99770,"constant",null,3,"something that does not change or vary; remaining "
4a8fb987-2f51-430a-8f0d-ed8544a08820,"constructed",2,3,"past tense of construct; built, assembled, or crea"
de4636e4-03cf-4517-9916-5209374562b4,"consul",3,2,"an official appointed by a government to live in a"
f781cb3d-df65-4191-91c7-6fabe5a85f47,"contact",3,2,"the state of physical touching; communication or c"
037c6f68-15af-4071-b7f2-f86a2a2af2bc,"contaminated",null,3,"to make impure by the introduction of unwanted ele"
6f660020-c340-44aa-bd27-7b52fc614a5b,"contemporary",2,3,"belonging to the same time period; existing or occ"
6d457208-f190-40f7-a69b-069f865d4430,"contemptible",2,3,"deserving contempt or scorn; morally reprehensible"
395bf84d-dbf9-485c-941a-ede20dfe268c,"content",3,2,"satisfied with what one has; not wanting more or d"
1b15572e-5d5f-4458-a6a3-b269d38253c6,"contents",2,3,"plural of content; the things that are contained w"
9422721b-d651-41c6-b185-79d56495d648,"conteur",3,2,"a storyteller; someone skilled in narrating tales,"
7a99abad-1156-4fc7-9a31-963baf6e2a4b,"context",3,2,"the circumstances, background, or setting that sur"
50777707-cfdc-4b83-b072-5707963ffd17,"contiguous",2,3,"adjacent, touching, or sharing a common border; ne"
4a0e73f4-e3cd-4b30-9e7f-68013e5306b6,"continue",2,3,"to persist in a course of action; to keep going wi"
13d97583-d8ed-45e6-949f-52e7cc1383af,"contribute",2,3,"to give or provide something (money, time, effort,"
6bf281ba-8240-49ad-8975-050936a903c7,"controversy",3,4,"prolonged public disagreement or heated discussion"
79d2dfc4-29aa-4cb7-91f8-cb3129e9b199,"convalesce",3,4,"to recover gradually from illness or medical treat"
39203fa2-2999-4b4a-982e-a320a471d3ca,"convoy",3,2,"a group of vehicles, ships, or aircraft traveling "
6710d0a4-b9e6-417a-9e52-2e3371094b6b,"convulsive",3,4,"characterized by or causing convulsions; involving"
4933b262-844a-4ce8-9f3e-d4fda75a0720,"cooked",3,2,"past tense of cook; prepared by heating food to ma"
888b5246-43ab-4261-8779-2a8b01fd07ad,"cookie",3,2,"a small, sweet baked treat typically made with flo"
e8b3e819-dbb4-489e-b4a5-dc2e1ffc4c2b,"cookie-cutter",null,3,"mass-produced or lacking individuality; made to a "
6e8f3212-c862-4d0c-829e-539d5141cb66,"cooking",3,4,"the process of preparing food by applying heat thr"
1dff036a-4c69-42c4-8a69-6513c48a9a9d,"cool",3,1,"having a low temperature; not warm or hot; calm an"
61c6a9c7-a46a-4ee1-ae16-162d2fcc4363,"coop",3,1,"a cage or enclosure for keeping small animals, esp"
7f838dfb-28ac-4b7b-8c5e-ac87e379f374,"copious",3,2,"abundant, plentiful, or existing in large quantiti"
07c7d878-a2af-40f2-8efc-fb6d146de852,"copperhead",2,3,"a venomous north american snake with distinctive c"
de931f9a-7a06-4d5d-b978-1d5636b60795,"copse",3,2,"a small group or thicket of trees, especially one "
c4be4fce-4b2f-46d7-871c-b2d43cc6cdf9,"coptic",3,2,"relating to the coptic orthodox church or the copt"
7c14eefc-8f06-4ee5-a060-a5b01123b6e8,"copy",3,1,"an identical or similar reproduction of something "
02c2c74c-d3af-4ecf-86b1-8e0430b51f5e,"coqui",3,2,"a small tree frog native to puerto rico, famous fo"
c7055fbd-be98-48e3-bb2c-1aac146a0517,"coracle",3,2,"a small, round boat traditionally made from a wood"
b2868570-b121-48a7-bfe2-449fc32b5572,"corda",3,2,"a musical term meaning "string" in italian, used i"
f27349db-23a6-40aa-ab36-61e56a1444c0,"cordaun",null,2,"a type of leather made from the skin of a young ca"
f8c329a2-4171-4b8a-9464-95226f2e48bd,"cordillerazazen",null,3,"a mountain range or system of connected mountain r"
ddad5ec0-7bbb-4cd1-b615-10d4120d363a,"core",3,1,"the central, innermost, or most essential part of "
52fb8a46-8f2d-426a-b816-425ec5a6bbe4,"corgi",3,2,"a short-legged herding dog breed originally from w"
676114cd-b6ea-4b14-8d2b-4af4652b4c5c,"corkscrew",2,3,"a device for removing corks from wine bottles, typ"
b16dd7ae-56a4-4ef1-b7fc-4b650e919649,"corm",3,1,"a short, swollen underground plant stem that serve"
d940f422-5446-48e1-bb6e-e16174b143b5,"corn",2,1,"a cereal grain also known as maize, widely cultiva"
82296c40-7871-4df4-b186-920c2ec565bb,"cornea",3,2,"the transparent front layer of the eye that covers"
326b176f-9368-4ad1-b6bc-8ff94e547532,"cornel",3,2,"a type of dogwood tree (cornus species) that produ"
1c754850-4a2e-4a0c-a37e-8d0f799fdfe5,"cornily",3,2,"in a corny manner; in a way that is overly sentime"
bf62744c-d901-461d-aa6b-662ee066d773,"corpus",3,2,"a collection or body of written or spoken material"
488a3f24-9f5a-4ebc-9980-c1f09b999e37,"corral",3,2,"an enclosure for confining livestock, especially h"
1112a89b-7f96-49ab-a52c-621ecc41d34f,"correct",3,2,"free from error; accurate, true, or right; conform"
f76f3892-93db-456c-becb-7c2fe9987788,"corroborate",3,4,"to confirm or support with evidence; to strengthen"
feae6a96-e3aa-4232-ba84-c1792a0cb328,"corrosive",3,4,"having the power to gradually destroy or damage by"
04de4d3b-40c4-4bc6-80b0-eb0a8c543775,"corsage",3,2,"a small bouquet of flowers worn on a woman's dress"
3cd91b89-1154-4483-8b27-3fa9271f7e29,"corsair",3,2,"a pirate or privateer, especially those operating "
e8ffc993-c54c-4f48-a7ee-871d915a1304,"cortege",3,2,"a solemn procession, especially for a funeral; a f"
a29b8ce1-e3c1-48bc-911e-5909ded269db,"cortex",3,2,"the outer layer of an organ or structure, especial"
4c7f87dc-c135-43fb-b335-386b56163c3b,"cost",3,1,"the amount of money required to purchase or obtain"
8ae854b8-8f02-4e2d-94a8-3dacb4596d5e,"costume",3,2,"clothing worn to portray a character, represent a "
9c7707c0-065e-46cd-b8bc-5f694ad715b4,"coterie",3,2,"a small, exclusive group of people with shared int"
7e8e3310-62a2-4221-8fb3-4317a1935b47,"cotoneaster",2,3,"a genus of flowering shrubs in the rose family, co"
dd19b6fc-080f-417a-bbef-9de04bd88223,"cotta",3,2,"a short surplice worn by catholic and anglican cle"
21a6f0e7-70ea-4f0d-a78d-a0e6e37d8e8e,"cottage",3,2,"a small, simple house, typically in a rural or sem"
99671e25-2186-415f-ade4-757ddb3916b6,"cotyledon",2,3,"the first leaf or leaves that appear when a seed g"
6eef994e-ec97-4c1a-a64d-0a8a980f725a,"couch",3,2,"a long upholstered piece of furniture for seating "
7709a108-65bb-4ca7-9b6f-b2669e6bd739,"cough",3,2,"a sudden, sharp expulsion of air from the lungs, o"
7086f675-e517-47e0-81b2-2a757803a4a6,"coulisse",3,4,"the wings or side scenes of a theater stage; the b"
8dd4a88f-e62e-491d-9415-dfb14d85a520,"coulomb",3,2,"the standard unit of electric charge in the intern"
bb4a47e4-1df4-43e1-857a-565a127f4105,"council",3,2,"an assembly of people meeting for consultation, de"
112580e5-ee81-4cfb-a6bb-b252c80164c4,"count",3,4,"to determine the number of items in a group by ass"
3209efe7-98f2-4a35-8f55-9cdfaa8567b2,"counterclockwise",3,5,"in the direction opposite to the movement of clock"
050b68fd-c92d-4348-9409-ed37e4826a07,"counterpart",2,3,"a person or thing that corresponds to or has the s"
77b83e20-5880-4ed4-b749-f004404a1121,"country",3,2,"a nation with its own government and borders; the "
8830141a-a69a-473e-a9d3-61d3cf5735df,"county",4,2,"an administrative division within a state or count"
66bca96c-32af-4f3b-8184-a12724876aee,"coup",4,1,"a sudden, illegal seizure of government power; a b"
0df6f3ab-cd6c-4ffd-9bf7-ffab08694c21,"coupon",3,2,"a voucher entitling the holder to a discount on a "
32be783a-1e58-4b14-9148-c66fe1754d08,"courage",3,2,"the ability to do something that frightens or chal"
e1c15999-a6cb-4f02-b188-b202a96904fc,"courant",3,2,"running or flowing; current or present; a lively b"
c2e77fab-f408-4559-8468-5b15cbaf1f16,"courier",4,2,"a person employed to deliver messages, packages, o"
9669ed0c-ffc1-4a42-be61-18079eb2a16a,"court",4,2,"a place where legal cases are heard and decided; t"
4fdcaa4c-53e1-4088-bf68-43b0abbbb9b0,"cousin",3,2,"a child of one's aunt or uncle; a relative descend"
9303370a-c6e0-4b6e-a7d2-2c8567f3c2ba,"couverturecreances",null,5,"a legal document that serves as a security for a d"
5a178bf2-c20c-49b7-9e1d-00e35965f4db,"cove",3,1,"a small, sheltered bay or inlet along a coastline;"
f7642e80-0e06-4c30-92c4-deb93578d2ac,"coveralls",3,4,"a one-piece garment combining shirt and trousers, "
4796edf1-c052-4de8-808a-2a3d391f5f21,"covid",null,2,"a highly contagious respiratory illness caused by "
7acdea78-b86a-4854-a09f-146f7dc2f776,"cowlick",3,2,"a section of hair that grows in a different direct"
b761f2a7-1958-4986-b091-e9a28e47b48d,"cozen",3,2,"to deceive or trick someone, typically in order to"
85be72ab-1ad2-4666-852e-ec5c583d3248,"cradle",3,2,"a small bed for a baby, typically one that rocks; "
ebf12315-d5c5-4bbf-93af-c2fb6a855a98,"crafty",3,2,"skillful in achieving goals through indirect or de"
7ce5eb10-bc6b-4197-b785-07399682b741,"cranium",3,2,"the skull, especially the part that encloses the b"
228b3cc0-19a7-40d0-880c-15d4258c94fa,"cranky",3,2,"bad-tempered, irritable, or easily annoyed; (of ma"
92c85b7c-5616-4c6c-9877-3b11a66b7d28,"crannies",2,3,"plural of cranny; small, narrow openings or crevic"
b7a92ab9-a03e-4f6f-af82-452786e2c6c0,"crate",3,2,"a large wooden, plastic, or metal container used f"
9b710a61-6267-43ad-a3f2-7ccf503dc3df,"crawl",3,2,"to move slowly on hands and knees or with the body"
12368fc4-fba1-4eaf-8f0f-cd4510529be0,"crayon",3,2,"a stick of colored wax, charcoal, or chalk used fo"
829e9b50-4572-477c-a103-35bace3a7581,"creak",3,2,"a sharp, high-pitched sound made by something movi"
76902733-e295-4e15-b829-bfe8565a73aa,"cream",3,2,"the thick, fatty layer that rises to the top of mi"
bede5672-a2ba-4d40-be52-40058b53d0a7,"crease",3,2,"a line or ridge made by folding, pressing, or crus"
2346f02c-f213-4698-9c69-76af8a784d19,"create",3,2,"to bring something into existence; to produce or d"
1c31e5c6-e7c5-4b51-a58b-d8ba7653686f,"created",3,2,"past tense of create; brought into existence or pr"
28d15121-256b-4289-acc6-c951fc490012,"credit",3,2,"recognition or acknowledgment of merit; a system a"
a29ef904-1d50-49a5-b9f2-baae9e33d447,"creeks",3,2,"plural of creek; small streams or waterways, typic"
fce4f361-dbab-4948-9bd8-c1108a963b76,"creel",3,2,"a wicker basket used by anglers to hold caught fis"
d2dc7004-3df5-4d82-af4c-e3688b3dd7c6,"creelboniface",null,3,"a type of fishing basket or creel, named after a p"
4c977e45-a5eb-437f-86c1-360e9e8bc6b4,"creosote",2,3,"a dark, oily liquid obtained from coal tar or wood"
6d516b5d-d975-44b9-b60f-20fc65daf60d,"cretaceous",2,3,"relating to the third and final period of the meso"
1f0c7a8f-6cde-4904-b483-8ca75acc6919,"crew",4,1,"a group of people working together, especially on "
5e88f93a-a15f-4b1e-9796-5021f616c11f,"cribble",3,2,"to sift or screen through a coarse sieve; to perfo"
ba5d659a-ff4c-479f-8dc2-b997357e06f3,"cribo",3,2,"a large, non-venomous snake native to central and "
2345fa4b-6091-4b55-b3db-719e7b2ad573,"cricket",3,2,"a small jumping insect known for the chirping soun"
53957207-9e06-492d-a5e4-8705d36384e6,"criminal",4,3,"a person who has committed a crime; relating to cr"
24e842cc-cc9f-4dd6-a98e-121dec78dbcd,"cringed",3,2,"past tense of cringe; drew back or recoiled in fea"
b5297733-db46-40c3-96ad-a4ab092cf09d,"crisp",3,2,"firm and brittle; fresh and sharp in quality; clea"
a6559f34-65d3-4276-8e52-2e1eb53260e5,"criteria",4,3,"plural of criterion; standards or principles by wh"
4d39efc3-fda5-4387-a5b8-e55dbdab13d2,"critters",2,3,"informal term for creatures or animals, especially"
6b2e50ca-1e6c-4fec-b468-b6ab60181b0d,"critturs",2,5,"dialectal or archaic spelling of "critters"; creat"
58120770-299f-4f17-8159-781f69d160e4,"crockerygauze",null,3,"a type of lightweight, open-weave fabric used for "
d19e5f19-3bf8-43eb-852d-efb9b7879d82,"cronies",3,2,"close friends or companions, especially those invo"
1cbbe0d5-250f-4b1a-a34e-633291c6920d,"crookedly",2,3,"in a crooked manner; not straight or aligned; dish"
893ad844-ce7c-4f62-8b51-7896c0da3d8b,"crops",3,2,"plural of crop; plants grown for food, fiber, or o"
126b84c6-a4dd-4ba9-ae54-0fe8e66c8ebc,"crosses",3,2,"plural of cross; multiple intersecting lines or ch"
f543419a-cde3-4a2e-a627-a7c132c46ae5,"crouched",2,3,"past tense of crouch; positioned low with knees be"
8167a997-9c26-4963-bfd8-c16f0677ed54,"crowd",3,2,"a large group of people gathered together in one p"
3a72d16c-8cb3-4a1c-91b9-e59c9345452f,"crucial",3,4,"extremely important or essential; decisive in dete"
5f40f28e-aa0c-41a6-baa8-3a440ca093d4,"crumpet",3,2,"a small, round, spongy cake with a flat bottom and"
96ebf91a-0318-4986-bf61-6085421f7627,"crust",3,4,"the hard, outer layer of bread; the solid outermos"
7639dd70-4427-4025-9587-445f4efe5b02,"crusts",3,2,"plural of crust; multiple hard outer layers or sur"
564135ca-a5bb-44bd-8cd2-6b09c146b5c5,"crux",4,1,"the decisive or most important point of an issue; "
1e713851-e5e9-49bd-9640-be2347366782,"cry",null,1,"to produce tears and make a loud sound expressing "
aa6059bd-fd60-4c9f-8b35-ee574b8766e0,"cubicle",3,2,"a small, partitioned workspace in an office; a sma"
59892de5-6de6-4c1c-a165-9befbdf71a86,"cuckoo",3,2,"a bird known for its distinctive call and parasiti"
dda90530-057b-43f6-b774-078fc3d9aed7,"cucumber",3,4,"a long, green vegetable with watery flesh and mild"
c861e0d7-9cc9-43bf-b5fa-7462f0239ff3,"cudgel",3,2,"a short, thick stick used as a weapon; to beat wit"
f13e5c5d-a2b1-4232-a0b1-4df859ce763a,"cuirass",3,2,"a piece of armor consisting of breastplate and bac"
2eee67d5-eaf0-4ef4-b6d1-28eefdbfa445,"cul-de-sac",null,3,"a dead-end street that is closed at one end, typic"
af2dd17b-452e-4447-8259-118825bf8f00,"culminate",4,3,"to reach the highest point or final stage; to end "
d8645e5c-c1fd-492e-bc33-5fa8c8b1d015,"culpa",3,2,"a latin term meaning fault, blame, or guilt, used "
d398c10a-7f77-4104-9973-87c675525e09,"cum",null,1,"a bodily fluid released during sexual arousal or o"
e547336e-ffd7-476d-bb60-505268360c1f,"cumulus",3,2,"a type of cloud with a flat base and puffy, rounde"
85ba866a-661b-4c01-b5bc-c712d841c7a8,"cupola",3,2,"a small, dome-shaped structure on top of a buildin"
c04b4284-e4bf-47df-b3f5-15c9fb73ebbc,"cups",3,1,"plural of cup; small, round containers typically u"
deca6e91-0a3a-47e6-a364-64934a4bf3f6,"curator",4,2,"a person responsible for selecting, organizing, an"
b60bd0c8-db48-4615-93fa-49219ca3d766,"curfew",3,2,"a regulation requiring people to remain indoors du"
dbb9aae5-bf67-4fec-b900-f0868e8b5250,"curie",3,4,"a unit of radioactivity equal to 37 billion disint"
c8caecbe-169f-4821-bb78-989879a1adaf,"curiecurmudgeon",null,3,"a grumpy, stubborn, and complaining person"
28fcda65-02ba-48ec-99c4-a3194c38af44,"curio",3,5,"a rare, unusual, or intriguing object; something c"
77b853a5-eb42-4958-9e88-c26e348be285,"curiosity",3,4,"a strong desire to know or learn something; an unu"
e8e051c3-0691-4d4e-9221-71977b036a85,"curly",3,2,"having curves, spirals, or ringlets; twisted or co"
92132065-3272-4c7f-bea2-8ff37bf18a69,"curries",3,2,"plural of curry; spiced dishes with sauce, typical"
e4a9d8d6-cc10-485b-8420-56af2b00e125,"cursive",3,2,"a style of handwriting where letters are joined to"
b76d164c-cb3b-47dc-8424-8aab26932d20,"curtail",3,2,"to reduce in extent or quantity; to impose a restr"
9a92a31f-44a1-4291-8d53-b0deae0dada2,"curtly",3,2,"in a brief, blunt, or abrupt manner; rudely concis"
74d04e39-fe07-4f3e-a3b5-5d17547775e5,"curve",3,2,"a smooth, gradually bending line without sharp ang"
dca1c143-ab35-418b-8716-90283dba17e1,"cushag",3,2,"a manx gaelic word for a grass or weed, particular"
c5809c0e-47c8-40b0-aa9b-11dbcc96c5b0,"cushion",3,2,"a soft bag filled with air, feathers, foam, or oth"
c158c651-a959-429f-8379-090d1c8c1f7a,"custard",3,2,"a sweet dessert made from milk, eggs, and sugar, t"
81b157fe-a861-4b85-9116-9b5dd2a66f41,"cute",3,1,"attractive in a pretty or endearing way; appealing"
4e3310fd-8f8d-4fde-87c6-f51acb7301fb,"cutiscyanosis",null,3,"a bluish discoloration of the skin caused by insuf"
f060342c-2a22-4628-a0e8-f8865dab4f7c,"cutlery",3,2,"sharp cutting implements, especially knives, forks"
23eef413-83d3-4df4-bab4-97fdd1b7b971,"cyanosisregurgitate",null,5,"the bluish discoloration of the skin and mucous me"
fd7704ee-5c15-4ab9-85b2-5e706b5f15f5,"cyberneticsgarniture",null,5,"the study of the relationship between humans and m"
35b78077-328e-4026-b4fe-fbcd455b6e4b,"cycle",3,2,"a series of events that repeat in a regular sequen"
0f888bf1-cb9b-470e-8e68-ecd8519d7138,"cyclone",3,2,"a violent rotating windstorm; a system of winds ro"
4fad54fd-c571-4843-a7e8-4c92388bc5e3,"cygnet",3,2,"a young swan, especially one that has not yet deve"
d05f651a-af3c-41ed-a41a-cb420fb263c9,"cymbals",3,2,"a pair of musical instruments consisting of slight"
456eee08-9af7-4b8d-8b32-d86a3cb02725,"cynocephali",2,3,"mythical creatures with human bodies and dog heads"
a34e48e2-4bc4-4744-b598-61606ab536ea,"daft",3,1,"silly or foolish; lacking good sense or judgment; "
c4ed913e-b174-4942-8ec4-ff2195a2644b,"dainty",3,2,"delicately small and pretty; refined or fastidious"
39fbb51a-af31-4768-8544-965ca05042f0,"dais",3,1,"a raised platform or stage, especially one used by"
53eb34cf-fa8b-4a08-8b3c-dba7a0ce11a4,"daisy",3,2,"a small white flower with a yellow center, commonl"
a905f2fb-da8d-4821-9715-f28cb9cd69ef,"damaged",3,2,"having been harmed, injured, or impaired; sufferin"
829def4c-c3d2-443b-8a01-3429f22ce968,"damascened",2,3,"decorated with watered steel patterns; inlaid with"
d4e1b931-8470-4b37-bdc1-187a910b9da3,"dame",3,1,"a woman of rank or authority; a title of honor for"
7836a603-10f5-4279-895f-cebac597e59d,"damp",3,1,"slightly wet or moist; containing moisture; to mak"
c57f2a5c-7294-4bb0-bf9b-1fa5c16bf5d1,"damson",3,2,"a small, dark purple plum with a tart flavor, ofte"
d2490df2-1a2e-46fd-9bd8-f2a7db6f6672,"dandle",3,2,"to move a baby or young child gently up and down o"
f54bb031-b320-49f2-b5cc-194ee3358601,"danseur",3,2,"a male ballet dancer; a man who performs classical"
1507fe0b-3ed5-4476-ab10-66423369486a,"danta",3,2,"a south american tapir; a large, herbivorous mamma"
0e6b95b8-4d89-405d-9a4d-7862890d20dd,"dappled",3,2,"marked with spots or patches of different colors o"
c421865e-02b8-4d9a-b214-d6044e0817a5,"daredevil",2,3,"a person who enjoys doing dangerous things; someon"
36a1fd6c-3785-48cc-b08d-5b5c958c31cd,"daresay",3,2,"to venture to say; to think it likely; used to exp"
963543a6-0fea-48f6-ac56-c0ca56d6215e,"darjeeling",2,3,"a type of black tea grown in the darjeeling distri"
f674cf92-ca4a-4a29-ba67-67f574440d0b,"darjeelingrecusancy",null,5,"the refusal to comply with or accept something, es"
22d90a4c-4398-49e2-927d-ed71ac38ac85,"dark",2,1,"having little or no light; of a deep or somber col"
19dc2a63-4d6d-4b8a-b96b-7a3715a1d687,"darmstadtium",2,4,"a synthetic chemical element with symbol ds and at"
59a8d89e-8c6b-4c3c-a95f-8813123d564e,"darnel",3,2,"a type of poisonous grass that resembles wheat; a "
f3399033-2840-4bb8-b417-98b73acc743e,"darted",3,2,"moved quickly and suddenly in a particular directi"
218e8ec5-c740-48d5-a2af-e2feb469d8ea,"dash",3,1,"to run quickly; to strike or throw with force; a s"
39f9ce53-5a7f-4f30-a7ef-809d3dcec624,"data",3,1,"facts, figures, and information, especially when e"
5a03721d-c253-4d93-8226-adbcbe7c9263,"daubster",2,3,"a poor or unskilled painter; someone who daubs pai"
a573d665-3dee-4a0a-8779-de2bfeb25b3e,"dawdle",3,2,"to waste time; to move slowly and aimlessly; to de"
5477370c-e133-49c6-89e7-4fe55a9c5d0a,"de-mer",null,2,"to remove the salt from (something, such as fish o"
57b5987a-bfd2-416e-930c-919691567ffa,"deal",3,1,"to distribute; to trade or conduct business; an ag"
64d2c8a4-8e9e-4853-9cb7-3b6ee16ee84c,"dean",4,1,"a senior official in a college or university; the "
647f2e2b-cfb2-40f6-8913-90c14042c10e,"dear",3,1,"much loved; precious; expensive; used as a term of"
d67c9ef5-9ee3-4424-bfc2-639333d1e9b0,"deathin",3,2,"[incomplete/corrupted word] this appears to be an "
7a8a9953-8fcc-453f-b7c8-97c1a41e0aeb,"debit",3,2,"an entry recording money owed or withdrawn from an"
b97a64b8-df08-4090-b51d-5bb35a9f93a7,"debita",3,2,"latin plural of "debitum" meaning debts or things "
b3e6ab87-67f2-474d-b1b4-bf1916c65602,"debitum",3,2,"latin term meaning debt or obligation; what is owe"
2d17b1e0-63cd-49e6-9bb9-51b45f32d973,"debris",3,2,"scattered fragments or remains; rubble from someth"
de5d95ee-5091-4cec-bb9d-e129370c4b66,"debt",3,1,"money owed to another person or organization; an o"
d446cb2f-b68c-492e-a1d2-2ac8c425b4eb,"debunk",3,2,"to expose the falseness or hollowness of something"
c17e1920-a91e-45de-8f0a-0a91c40a1286,"decade",3,2,"a period of ten years; any group or series of ten."
8e09f9a8-a728-45e7-9cd9-4bba5101890f,"decades",3,2,"plural of decade; multiple periods of ten years."
625dbe4c-c294-4edd-8515-ace9ae09d55b,"deceitfulcinderella",null,5,"a person who is deceptive and manipulative, often "
e03ecff7-757d-4602-bdca-d2fef2c84ef1,"deceptively",2,3,"in a way that gives a false or misleading impressi"
42601cff-14b7-4807-ae47-07c5f77d7d44,"decibels",2,3,"units of measurement for the intensity of sound; a"
57df331e-7d75-408e-8751-d9a5016119be,"decide",3,2,"to make a choice or reach a conclusion; to settle "
76eaaa24-08ba-4585-824f-ee02cd785c9d,"decided",3,2,"having made a firm decision; clear and definite; d"
4778a41c-537b-4e12-a605-c5bd34b222c5,"decimal",3,2,"relating to or based on the number ten; expressed "
537f6155-1eb2-4fe8-b6ea-431ce7cbd594,"decimation",2,3,"the killing of a large proportion of a group; seve"
4bc1fe30-17e8-45b2-9b14-dcf48d6e1671,"decisions",2,3,"plural of decision; multiple conclusions or choice"
1178fcce-431c-49de-837c-5ca9ce12bdcc,"declaration",2,3,"a formal or explicit statement; an announcement or"
8e2eb839-9bfd-4b69-9e53-6029b21885b1,"declination",2,3,"a formal refusal; the angular distance of a celest"
fad0373e-240e-480d-bb13-8054c1bd5fcb,"decor",3,2,"the style of decoration of a room or building; fur"
ec3c202d-b9c1-414b-be66-3990637d3f69,"decorative",2,3,"serving to make something look more attractive; or"
6e278fc1-339a-4b27-8ac1-e2dcb4265615,"decurion",2,3,"in ancient rome, a cavalry officer commanding ten "
4facea0e-5649-49e4-8f9e-ba17c6881539,"deer",3,1,"a hoofed grazing mammal with branched antlers (in "
782c2bea-96ad-4d4f-8d2d-83bbe8fff507,"default",3,2,"a failure to fulfill an obligation; a preselected "
b84d28a7-b27f-4226-83f3-67545d218e55,"defeat",3,2,"to win a victory over; to overcome or frustrate; t"
d04a5531-5e21-4a9f-8929-b6f29d9c29a0,"defense",3,2,"the action of defending from or resisting attack; "
84582e2b-5c29-47ed-ba2c-8b5b9b759c91,"defiant",3,2,"boldly resistant or challenging; openly disobedien"
b311fcb3-03f2-4427-a009-7b2ab5aa3edc,"defibrillator",3,4,"a medical device that delivers an electric shock t"
c7d7127c-faec-4960-90a3-603efe6bbfa1,"deficiencies",null,3,"lack or shortage of something necessary or desirab"
7fc7559e-b50c-411b-a971-10185da7eb19,"defined",3,2,"having exact and clearly stated meaning; clearly o"
02bcc5c6-c5a4-4524-b936-b517db710796,"definition",2,3,"a statement of the exact meaning of a word or phra"
da317036-3423-43b9-a001-0cd6fa55b107,"definitions",2,3,"plural of definition; multiple explanations of the"
1be92ea6-06be-401b-ac7a-5450a744c5f6,"defoliant",2,4,"a chemical agent used to remove leaves from trees "
5c2b3150-7213-4593-9f43-7625f61f44bd,"defunct",3,5,"no longer existing or functioning; dead or obsolet"
e7731f00-043c-46b0-bc23-0e827eb9e9fb,"defy",3,1,"to openly resist or refuse to obey; to challenge s"
c05c1864-e9dd-450f-92a8-2e391e63ec8a,"degauss",3,2,"to remove or neutralize the magnetic field of some"
50934a57-2ebb-4a7f-934b-a1e2a4e6bcd2,"deglaciationrecruit",null,5,"the process of a glacier or ice sheet melting and "
5e2d275c-d67f-468d-80e7-6217bb814828,"deign",3,2,"to do something that one considers beneath one's d"
387aac04-f364-4edd-b3fe-c222af88d85e,"deimos",3,2,"the smaller and outermost moon of mars; in greek m"
f22e3d5c-41bd-4199-a5a6-36efd52b97e3,"deities",3,2,"plural of deity; gods or goddesses; divine beings "
a3a57424-07f7-4dea-9fdb-068cb446dbaf,"delectable",2,3,"extremely pleasing to taste; delightful and enjoya"
b63ac801-e44e-4d18-acc3-52c0d2039047,"delegation",2,3,"a group of representatives; the action of assignin"
ab9631bb-f23d-4ad6-9748-33933c4a6167,"deliberately",2,3,"on purpose; intentionally; with careful considerat"
8c1b2de3-8ac4-43c3-aae6-73d6a332b6ad,"delicate",2,3,"fragile and easily broken; requiring careful handl"
f91c51d6-a46a-4181-9457-3f12f8056284,"delicious",2,3,"having a very pleasant taste; highly enjoyable."
