word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
goblins,2021,2021_Printable_Words of the Champions.pdf,One Bee,"Goblins are mythological creatures typically portrayed as small, mischievous, and often malevolent beings in folklore and fantasy literature. Usually depicted as ugly, greenish creatures with pointed ears and a propensity for causing trouble, goblins are often associated with caves, forests, or underground dwellings. They appear in various cultural traditions and modern fantasy works.",noun (plural),GOB-linz,Claude,"From Old French ""gobelin,"" possibly from Medieval Latin ""gobelinus,"" perhaps related to the name of a troublesome spirit.",Claude,"Old French, Medieval Latin",The fairy tale warned children about mischievous _______ who lived in the dark forest.,Claude,"Remember ""GOBLINS"" - small, green creatures who GOBble up trouble, mythical beings that cause mischief.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gods,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gods are supernatural beings worshipped as having power over nature and human affairs, typically considered immortal and possessing abilities far beyond those of mortals. Different religions and mythologies feature various gods with specific domains, powers, and characteristics. The concept of gods reflects human attempts to understand and relate to forces beyond their control.",noun (plural),GODZ,Claude,"From Old English ""god,"" related to Germanic and possibly Indo-European roots meaning ""to call upon"" or ""invoked one.""",Claude,"Old English, Germanic",Ancient civilizations built temples to honor their _______ and seek their protection.,Claude,"Remember ""GODS"" - divine beings who are GOOD and powerful, worshipped by people for protection and guidance.",0.0,0.3,0.0,0.20000000000000004,,,,,2024-08-20
godspeed,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Godspeed is an expression of good wishes for someone's success and safety, especially when they are starting a journey or new endeavor. Originally meaning ""may God cause you to succeed,"" it's now used as a farewell blessing hoping for favorable outcomes. The word combines spiritual protection with wishes for swift, successful progress.","interjection, noun",GOD-speed,Claude,"From Middle English ""God spede,"" literally meaning ""God prosper (you),"" a contraction of ""God speed you.""",Claude,Middle English,The family wished the astronauts _______ as they departed for their mission to the space station.,Claude,"Remember ""GODSPEED"" - wishing someone GOD's blessing for SPEED and success on their journey.",0.1,0.8,0.3,0.4,,,,,2024-08-20
goggles,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"Goggles are protective eyewear designed to shield the eyes from dust, water, chemicals, bright light, or other hazards. Unlike regular glasses, goggles form a seal around the eyes and are often used for swimming, skiing, welding, laboratory work, or other activities requiring eye protection. They provide more comprehensive coverage than standard eyeglasses.",noun (plural),GOG-ulz,Claude,"Possibly from ""goggle"" meaning ""to stare with wide eyes,"" referring to the wide-eyed appearance they create.",Claude,English,The swimmer adjusted her _______ before diving into the chlorinated pool.,Claude,"Remember ""GOGGLES"" - eye protection that makes you look like you're GOGgling (staring wide-eyed), covering your eyes completely.",0.1,0.5,0.0,0.4,,,,,2024-08-20
going,2025,2025 Words of Champion _1_.pdf,Three Bee,"Going can refer to the act of moving, traveling, or departing from one place to another, or it can describe current conditions, progress, or the state of affairs. As a verb form, it indicates ongoing or future movement. As a noun, it refers to conditions for travel or progress, such as ""rough going"" meaning difficult conditions.","verb (present participle), noun, adjective",GOH-ing,Claude,"From ""go"" (from Old English ""gān"" meaning ""to go, walk, depart"") plus the present participle suffix ""-ing.""",Claude,Old English,The _______ was slow due to heavy traffic on the highway.,Claude,"Remember ""GOING"" - the act of GOing somewhere, movement and progress toward a destination.",0.0,0.5,0.3,0.30000000000000004,,,,,2024-08-20
goji,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Goji refers to the bright red berries of the Lycium barbarum plant, native to Asia and often marketed as a superfood due to their high antioxidant content and purported health benefits. These small, sweet-tart berries are commonly dried and eaten as snacks, added to smoothies, or used in traditional Chinese medicine.",noun,GOH-jee,Claude,"From Chinese dialects, possibly Mandarin ""gǒuqǐ"" (枸杞), the traditional Chinese name for these berries.",Claude,Chinese,The health-conscious consumer added _______ berries to her morning smoothie for extra antioxidants.,Claude,"Remember ""GOJI"" - bright red berries that help you GO with energy, superfruits from Asia for health.",0.0,0.3,0.0,0.5,,,,,2024-08-20
gold,2024,2024 Words of the Champions.pdf,Three Bee,"Gold is a precious metal valued for its beauty, rarity, and resistance to corrosion, used throughout history for jewelry, currency, and decorative objects. Chemically represented as Au, gold has been a symbol of wealth, purity, and achievement across cultures. The word also describes the bright yellow color characteristic of this metal.","noun, adjective",GOHLD,Claude,"From Old English ""gold,"" related to Germanic words and ultimately from Indo-European roots meaning ""to shine, gleam.""",Claude,"Old English, Indo-European",The Olympic champion proudly wore her _______ medal during the awards ceremony.,Claude,"Remember ""GOLD"" - the precious metal that's been treasured throughout history, shiny and valuable like captured sunlight.",0.0,0.3,0.0,0.30000000000000004,,,,,2024-08-20
golden,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Golden describes something made of gold, having the color of gold, or characterized by exceptional quality, prosperity, or happiness. The word can refer to the actual metal, the bright yellow color, or metaphorically to something precious, favorable, or marking a period of success and achievement.",adjective,GOHL-den,Claude,"From ""gold"" (Old English ""gold"") plus the adjectival suffix ""-en,"" meaning ""made of gold"" or ""resembling gold.""",Claude,Old English,The elderly couple celebrated their _______ wedding anniversary after fifty years of marriage.,Claude,"Remember ""GOLDEN"" - made of GOLD or like gold, precious and shining with the color or quality of gold.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
golem,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A golem is a creature from Jewish folklore, typically made from clay or mud and brought to life through mystical means to serve or protect a community. The most famous golem story involves Rabbi Judah Loew of Prague creating one to defend the Jewish ghetto. In modern usage, golem can refer to any artificial being or mindless servant.",noun,GOH-lem,Claude,"From Hebrew ""golem"" meaning ""shapeless mass"" or ""embryo,"" from ""galam"" (to wrap up, fold).",Claude,Hebrew,The legend tells of a rabbi who created a clay _______ to protect his people from persecution.,Claude,"Remember ""GOLEM"" - a creature GOing through the motions, made of clay and brought to life to serve and protect.",0.0,0.5,0.0,0.7,,,,,2024-08-20
goliath,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Goliath refers to the giant Philistine warrior from the biblical story who was defeated by the young David with a sling and stone. More generally, Goliath represents any person or thing of enormous size, strength, or power, especially when confronting something much smaller. The name symbolizes seemingly insurmountable challenges that can be overcome.","proper noun, noun",goh-LY-uth,Claude,"From Hebrew ""Golyat,"" the name of the biblical giant, possibly meaning ""exile"" or related to ""galah"" (to uncover).",Claude,Hebrew,The small startup faced a _______ in competing against the industry's dominant corporation.,Claude,"Remember ""GOLIATH"" - the giant who GOt defeated by little David, representing huge challenges that can be overcome.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gondolas,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gondolas are traditional flat-bottomed Venetian boats propelled by a single oar, used for navigating the canals of Venice. These distinctive black boats are operated by gondoliers and are primarily used for tourist rides and special occasions. The term also refers to the passenger compartments of cable cars or aerial lifts.",noun (plural),GON-duh-lahz,Claude,"From Italian ""gondola,"" possibly from Greek ""kondu"" (drinking cup) referring to the boat's curved shape.",Claude,"Italian, possibly Greek",Tourists enjoyed romantic rides through Venice's canals in traditional black _______.,Claude,"Remember ""GONDOLAS"" - elegant boats that GO through Venice canals, romantic vessels steered by gondoliers.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gondwana,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"Gondwana refers to the ancient supercontinent that existed in the Southern Hemisphere, comprising what are now South America, Africa, Antarctica, Australia, and the Indian subcontinent. This landmass began breaking apart about 180 million years ago during the Jurassic period. The concept is crucial for understanding continental drift, biogeography, and the distribution of fossils and species.",proper noun,gond-WAH-nuh,Claude,"Named after the Gondi people and the ancient Gondwana region of central India, where characteristic rock formations were first studied.",Claude,Sanskrit (from the Gondi people),The fossil evidence supports the theory that _______ was a massive southern supercontinent.,Claude,"Remember ""GONDWANA"" - the ancient supercontinent that's GONe now, WANdering apart to form southern continents.",0.0,0.8,0.0,0.7,,,,,2024-08-20
