word,definition,pronunciation,example_sentence,etymology,mnemonic,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,average_difficulty_score,source_years,source_files,source_difficulties,definition_source,pronunciation_source,example_sentence_source,etymology_source,mnemonic_source,final_difficulty_level,review_status,notes
sounded,"Sounded is the past tense of ""sound,"" with multiple meanings depending on context: it can mean that something made a noise or was heard, that something appeared or seemed a certain way when heard, or that depth was measured using a sounding device. In acoustic contexts, sounded indicates that a noise was produced or perceived. When describing impressions, sounded refers to how something appeared based on what was heard, such as ""it sounded angry"" or ""sounded promising."" In nautical contexts, sounded means depth was measured using sonar or other depth-finding equipment. The word captures both the production and perception of sound across various applications.",/ˈsaʊndəd/,"The warning bell _____ throughout the building, alerting everyone to evacuate immediately.","Past tense of ""sound,"" from Old English ""sundian"" (to make sound) and Old French ""soner"" (to ring).","Think ""SOUND-ED = SOUND was produced, Everyone heard it, Detected by ears"" - made a sound or seemed a certain way.",0,4,2,1,1.75,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sounds,"Sounds functions as both the plural noun form of ""sound"" (referring to multiple auditory vibrations or noises) and the third-person singular present tense of the verb ""sound"" (meaning to produce noise, seem, or appear). As a noun, sounds encompass all the various noises, tones, and acoustic phenomena that we perceive through hearing, from music and speech to environmental noises and mechanical sounds. As a verb, sounds describes how something appears or seems when heard, such as ""that sounds good"" or ""sounds reasonable."" The word is fundamental to communication about auditory experiences and impressions based on what we hear.",/saʊndz/,"The forest was full of natural _____ including bird calls, rustling leaves, and flowing water.","Plural/verb form of ""sound,"" from Old English and Old French origins meaning audible vibrations.","Think ""SOUNDS = Several auditory vibrations, Or something that Ultimately seems reasonable, Not silent, Detected by ears, Surely audible"" - multiple noises or seems to be.",0,3,1,1,1.25,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
soup,"Soup is a liquid dish typically made by combining water or stock with various ingredients such as vegetables, meat, grains, or legumes, cooked together to create a nutritious and flavorful meal. This versatile food category includes countless varieties from clear broths and cream-based soups to thick stews and cold preparations like gazpacho. Soups serve important cultural and nutritional functions, providing warmth, comfort, and an efficient way to consume multiple food groups in a single dish. They can be light appetizers or hearty main courses, and many cultures have traditional soup recipes that reflect local ingredients and cooking methods. The cooking process allows flavors to meld and ingredients to become tender and digestible.",/sup/,"The homemade chicken _____ helped her recover from the cold with its warm, comforting broth.","From Old French ""soupe,"" from a Germanic source meaning ""bread soaked in broth.""","Think ""SOUP = Several ingredients cooking, Often warm, Usually liquid, Perfect for cold days"" - liquid dish with mixed ingredients.",0,2,1,1,1.0,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
soupçon,"Soupçon is a French culinary term meaning a very small amount or hint of something, typically used to describe the addition of a subtle flavoring, spice, or ingredient that enhances a dish without dominating it. This sophisticated cooking concept emphasizes restraint and precision, where just a tiny amount of an ingredient can transform the overall flavor profile. In broader usage, soupçon can describe any small trace or suggestion of a quality, emotion, or characteristic. The term reflects the French culinary philosophy that values subtle, nuanced flavors over heavy-handed seasoning. Understanding the concept of soupçon is important for developing refined cooking skills and appreciating delicate flavor combinations.",/supˈsɔn/,"The chef added just a _____ of truffle oil to the pasta, providing subtle luxury without overwhelming the delicate flavors.","From French ""soupçon,"" literally meaning ""suspicion,"" referring to a barely detectable amount.","Think ""SOUP-ÇON = Small Uptake, One tiny bit, Usually just a hint, Perfectly measured small amount, Çulinary ONly needs a trace"" - very small amount.",0,4,1,1,1.5,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
source,"Source refers to the origin, starting point, or provider of something, whether information, materials, energy, or other resources. In research and journalism, sources are the people, documents, or references that provide information or evidence. In geography, a source is the starting point of a river or stream. For energy, sources include the sun, fossil fuels, or other power origins. Understanding and identifying sources is crucial for verifying information reliability, tracing supply chains, and making informed decisions. The concept emphasizes the importance of knowing where things come from, whether for academic credibility, quality control, or environmental responsibility. Reliable sources form the foundation of trustworthy knowledge and effective problem-solving.",/sɔrs/,The journalist carefully verified each _____ before publishing the investigative report.,"From Old French ""sorse,"" from Latin ""surgere"" (to rise), referring to the rising or beginning of something.","Think ""SOURCE = Starting Origin, Usually where it begins, Reliable Credible provider, Everything's beginning"" - origin or provider.",0,3,1,1,1.25,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sourcrout,"Sourcrout appears to be a misspelling of ""sauerkraut,"" which is a fermented cabbage dish popular in German cuisine and throughout Central Europe. Sauerkraut is made by finely shredding fresh cabbage and fermenting it with salt, creating a tangy, sour flavor and preserving the vegetable for long-term storage. This traditional food preparation method not only extends shelf life but also creates beneficial probiotics that support digestive health. Sauerkraut is commonly served as a side dish with sausages, pork, or other hearty meals, and its distinctive sour taste comes from lactic acid produced during fermentation. The correct spelling emphasizes its German origins where ""sauer"" means sour and ""kraut"" means cabbage.",/ˈsaʊərˌkraʊt/,The German restaurant served traditional _____ alongside bratwurst and mustard.,"Appears to be misspelling of ""sauerkraut,"" from German ""sauer"" (sour) + ""kraut"" (cabbage).","Think ""SOUR-CROUT = SOUR fermented cabbage, Correctly spelled sauerkraut, Really Outstanding fermented food, Usually tangy, Traditional German food"" - fermented cabbage (misspelled).",1,5,1,1,2.0,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
souris,"Souris is French for ""mouse,"" referring to the small rodent known for its quick movements, small size, and ability to squeeze through tiny spaces. In French cuisine, souris can also refer to the ""mouse"" of lamb, a small, tender cut of meat from the shank area that resembles a mouse in shape when prepared. The word appears in various French expressions and contexts, and may be encountered in English when discussing French language, cuisine, or culture. Understanding basic French vocabulary like souris helps in appreciating French cultural references, culinary terms, and language learning. The term exemplifies how animal names often have both literal and culinary applications in French.",/suˈri/,The French children's book featured a clever little _____ who outwitted the cat.,"From Old French ""soris,"" from Latin ""sorex"" (shrew), later applied to mice.","Think ""SOURIS = Small creature, Often quiet, Usually running, Really tiny, In French means mouse, Small rodent"" - French word for mouse.",0,3,1,1,1.25,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sourisadjective,"[COMBINED WORD ERROR] This appears to be two words incorrectly combined: ""souris"" and ""adjective."" Souris is French for ""mouse,"" referring to the small rodent. An adjective is a word that describes or modifies nouns and pronouns, providing additional information about qualities, characteristics, or attributes. These are completely unrelated concepts - one being a French noun for an animal and the other being a grammatical term. The error likely occurred during document scanning or data processing where spacing between words was lost.",/suˈri ˈædʒɪktɪv/,"The word _____ (mouse) in French can be modified by an _____ like ""petit"" (small).","Souris: from Latin ""sorex"" (shrew). Adjective: from Latin ""adjectivum"" (added word).",Remember these as TWO words: SOURIS (French for mouse) + ADJECTIVE (descriptive word).,1,5,1,1,2.0,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Combined word error detected and flagged
sourkrout,"Sourkrout appears to be another misspelling of ""sauerkraut,"" the traditional German fermented cabbage dish known for its tangy, sour flavor and probiotic benefits. Sauerkraut is prepared by finely shredding fresh cabbage and allowing it to ferment with salt, creating lactic acid that gives the characteristic sour taste while preserving the vegetable. This ancient preservation method was historically important for providing vitamin C during long sea voyages and harsh winters. The fermentation process creates beneficial bacteria that support digestive health. Proper sauerkraut is crisp, tangy, and slightly salty, commonly served with German dishes like bratwurst, schnitzel, or sauerbraten. The correct spelling reflects its German heritage.",/ˈsaʊərˌkraʊt/,The delicatessen offered fresh homemade _____ made from locally grown cabbage.,"Misspelling of ""sauerkraut,"" from German ""sauer"" (sour) + ""kraut"" (cabbage).","Think ""SOUR-KROUT = SOUR fermented cabbage, Keep spelling as sauerkraut, Really Outstanding fermented food, Often with sausages, Usually tangy, Traditional preservation method"" - fermented cabbage (misspelled).",2,5,1,1,2.25,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sourly,"Sourly is an adverb describing the manner of doing something with a sour, unpleasant, bitter, or ill-tempered attitude, often reflecting displeasure, resentment, or bad mood. This word characterizes actions, expressions, or speech that convey negativity, hostility, or dissatisfaction. Someone might respond sourly to criticism, look sourly at unwelcome news, or speak sourly about disappointing circumstances. The adverb suggests that the person's attitude or expression has turned unpleasant, like something that has gone sour. Sourly behavior often indicates underlying frustration, disappointment, or anger that colors how someone interacts with others or responds to situations.",/ˈsaʊərli/,She looked _____ at the rainy weather that ruined her carefully planned outdoor wedding.,"From ""sour"" + ""-ly"" adverbial suffix, where ""sour"" comes from Old English ""sūr.""","Think ""SOUR-LY = SOUR attitude expressed, Like bitter mood, Years of disappointment showing"" - in a sour, unpleasant manner.",1,3,2,1,1.75,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sous,"Sous is a French preposition meaning ""under"" or ""below,"" most commonly encountered in English in the culinary term ""sous chef"" (under chef) and ""sous vide"" (under vacuum). In professional kitchens, the sous chef is the second-in-command who works under the head chef and helps manage kitchen operations. Sous vide is a cooking technique where food is vacuum-sealed and cooked at precisely controlled low temperatures in a water bath. The word appears in various French expressions and has been adopted into English culinary vocabulary due to French influence on professional cooking. Understanding sous helps in comprehending French culinary terminology and kitchen hierarchy.",/su/,The _____ chef expertly managed the kitchen staff while the head chef was away.,"From French ""sous,"" from Latin ""subtus,"" meaning ""under"" or ""below.""","Think ""SOUS = Something Under chef position, Obviously beneath, Usually second-in-command, Superior to line cooks"" - French word meaning under.",0,2,2,2,1.5,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
sousaphone,"A sousaphone is a large brass musical instrument that wraps around the player's body, designed specifically for marching bands as a portable alternative to the concert tuba. Named after John Philip Sousa, the famous American composer and bandleader, this instrument features a forward-facing bell that projects sound toward the audience rather than upward like traditional tubas. The sousaphone provides the bass foundation for marching band music, capable of producing deep, resonant tones that carry well in outdoor performance venues. Modern sousaphones are often made from lightweight materials like fiberglass to reduce the physical burden on marching musicians. The instrument requires significant lung capacity and physical strength to play while marching.",/ˈsuzəˌfoʊn/,The marching band's _____ section provided a powerful bass line that could be heard throughout the stadium.,"Named after John Philip Sousa (1854-1932), American composer and bandleader, combined with Greek ""phone"" (sound).","Think ""SOUSA-PHONE = SOUSA's designed instrument, Obviously for marching, Usually wrapped around body, Sounds deep bass notes, Always in marching bands, Portable large brass instrument, Heavy but mobile, Only bass voice, Never quiet, Everyone hears it"" - large marching band brass instrument.",3,5,2,4,3.5,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
souterrain,"A souterrain is an underground stone-lined passage or chamber, particularly those built during the Iron Age and early medieval periods in Scotland, Ireland, and other parts of northern Europe. These mysterious structures typically consist of long, curved tunnels with stone walls and roofs, often connected to above-ground settlements. Archaeologists debate their original purposes, with theories including food storage, refuge during attacks, religious or ceremonial use, or simply cool storage spaces for preserving grain and other provisions. Many souterrains show evidence of careful construction with corbelled stone roofing and drainage systems. These ancient underground structures provide valuable insights into the lives and building techniques of early Celtic and Pictish peoples.",/ˌsutəˈreɪn/,The archaeological team discovered a well-preserved Iron Age _____ beneath the Scottish farmland.,"From French ""souterrain,"" from ""sous"" (under) + ""terrain"" (ground), meaning ""underground.""","Think ""SOUT-ERRAIN = SOUth (under) TERRAIN, Everyone built them, Really ancient, Really underground, Always stone-lined, Including Iron Age structures, Never above ground"" - underground stone passage.",1,5,1,1,2.0,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
south,"South is one of the four cardinal directions, opposite to north on a compass, representing the direction toward the Earth's South Pole and generally associated with warmer climates in the Northern Hemisphere. This directional concept is fundamental to navigation, geography, and spatial orientation, with south typically corresponding to the bottom on standard maps. In many cultures, south carries symbolic associations with warmth, light, and life due to the sun's apparent path across the southern sky in northern regions. The term also designates geographical regions, such as the American South, characterized by shared cultural, historical, or political features. Understanding cardinal directions like south is essential for navigation, weather patterns, and geographical literacy.",/saʊθ/,The migrating birds flew _____ to escape the harsh northern winter.,"From Old English ""sūth,"" related to Old Norse ""suthr"" and German ""süd,"" meaning the southern direction.","Think ""SOUTH = Sun's warmth direction, Opposite of north, Usually warmer, Toward heat and light, Hemisphere bottom"" - direction toward Earth's South Pole.",2,3,1,3,2.25,2020; 2021; 2022; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
southern,"Southern refers to anything located in, coming from, or characteristic of the south or the southern part of a region, country, or area. This directional adjective describes geographical locations, weather patterns, cultural traditions, or other features associated with southern regions. In the United States, ""Southern"" often refers specifically to the southeastern states with their distinct cultural heritage, cuisine, climate, and historical background. Southern characteristics might include warmer temperatures, different vegetation, unique dialects, or regional customs that distinguish them from northern areas. The term helps identify and describe regional differences in geography, culture, climate, and social patterns.",/ˈsʌðərn/,The _____ states experienced an unusually cold winter that damaged many tropical plants.,"From Old English ""sūtherne,"" from ""sūth"" (south) + ""-erne"" (direction suffix), meaning ""of the south.""","Think ""SOUTH-ERN = SOUTH-oriented region, Everyone knows it's warmer, Really hot climate, Not northern"" - relating to the south.",2,4,1,3,2.5,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
southwest,"Southwest refers to the direction that is halfway between south and west on a compass, or to regions located in this direction relative to a reference point. In the United States, the Southwest commonly describes states like Arizona, New Mexico, Nevada, and parts of Texas, California, Colorado, and Utah, characterized by arid climates, desert landscapes, and distinctive cultural influences from Native American, Spanish, and Mexican heritage. This region is known for its dramatic scenery, including canyons, mesas, and desert flora, as well as unique architectural styles and cuisine. The southwestern direction corresponds to 225 degrees on a compass, making it an important bearing for navigation and geographical description.",/ˌsaʊθˈwɛst/,"The family moved to the _____ to enjoy the warm, dry climate and stunning desert scenery.","Compound word from ""south"" + ""west,"" indicating the direction between these two cardinal points.","Think ""SOUTH-WEST = SOUTH plus WEST direction, Often dry climate, Usually hot, Typically desert, High desert landscape, Where sun sets in summer, Everyone knows Arizona, Southwest cultures, Together makes 225 degrees"" - direction or region between south and west.",3,5,2,3,3.25,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
southwestern,"Southwestern describes anything characteristic of, located in, or relating to the southwestern region or direction, particularly in reference to the American Southwest with its distinctive geography, culture, and climate. This adjective encompasses the unique features of desert regions, including arid landscapes, adobe architecture, Native American and Hispanic cultural influences, and specialized flora and fauna adapted to dry conditions. Southwestern cuisine features ingredients like chilies, corn, and beans, while southwestern art often incorporates earth tones and geometric patterns reflecting indigenous traditions. The term also applies to the directional orientation toward the southwest or weather patterns coming from that direction.",/ˌsaʊθˈwɛstərn/,The restaurant specialized in _____ cuisine featuring green chilies and traditional adobe oven-baked bread.,"From ""southwest"" + ""-ern"" suffix, meaning ""of or relating to the southwest.""","Think ""SOUTHWEST-ERN = SOUTHWEST-oriented culture, Everyone knows the desert, Really hot climate, Not humid like southeast"" - relating to southwestern regions.",3,5,1,3,3.0,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
space,"Space refers to the three-dimensional area or volume in which objects exist and events occur, encompassing both the vast cosmos beyond Earth's atmosphere and the measurable dimensions around us. In astronomy, space is the near-vacuum environment containing stars, planets, and other celestial bodies, while in everyday contexts, space describes room, area, or distance between objects. The concept includes physical space (measured dimensions), personal space (psychological comfort zones), and abstract space (mathematical or conceptual frameworks). Space exploration has expanded human understanding of the universe, while architectural and design professionals manipulate space to create functional and aesthetic environments. Understanding spatial relationships is fundamental to navigation, planning, and scientific inquiry.",/speɪs/,The astronauts marveled at the infinite _____ surrounding their spacecraft as Earth appeared as a small blue marble.,"From Old French ""espace,"" from Latin ""spatium,"" meaning ""room,"" ""area,"" or ""distance.""","Think ""SPACE = Stars and Planets in vast Area, Cosmos Everywhere, or Empty room"" - three-dimensional area or outer space.",0,3,1,1,1.25,2021; 2025,2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
spaces,"Spaces is the plural form of ""space,"" referring to multiple areas, rooms, or volumes, whether physical locations, gaps between objects, or designated areas for specific purposes. This word encompasses various types of spatial divisions: living spaces in homes, parking spaces for vehicles, green spaces in cities, and storage spaces for belongings. The term also applies to intervals or gaps, such as spaces between words in text or spaces between musical notes. In design and architecture, creating effective spaces involves considering flow, function, and aesthetics. Understanding how to organize and utilize multiple spaces efficiently is important for urban planning, interior design, and resource management.",/ˈspeɪsəz/,The new office building featured flexible _____ that could be reconfigured for different types of work.,"Plural of ""space,"" from Latin ""spatium"" through Old French ""espace.""","Think ""SPACES = Several Places for Activities, Creating areas for Everyone, Separated rooms"" - multiple areas or rooms.",0,3,1,1,1.25,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
spacious,"Spacious describes areas, rooms, or environments that have plenty of space, feeling open, roomy, and comfortable rather than cramped or confined. This adjective suggests generous dimensions that allow for easy movement, storage, and activities without feeling crowded. Spacious environments often create feelings of comfort, luxury, and freedom, whether in homes, vehicles, or public spaces. The quality of spaciousness can be enhanced through design techniques like high ceilings, large windows, minimal clutter, and open floor plans. Spacious areas are generally preferred for their practical benefits and psychological comfort, though they may require more heating, cooling, and maintenance than smaller spaces.",/ˈspeɪʃəs/,The _____ living room with its high ceilings and large windows created a perfect gathering place for family celebrations.,"From Latin ""spatiosus,"" from ""spatium"" (space), meaning ""having much space.""","Think ""SPAC-IOUS = SPACe that's generous, Including Ample room, Obviously comfortable, Usually feels open, Surely not cramped"" - having plenty of room.",0,4,3,2,2.25,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
spading,"Spading refers to the act of digging, turning, or breaking up soil using a spade, a flat-bladed tool designed for cutting through earth and roots. This fundamental gardening and agricultural activity prepares soil for planting by loosening compacted earth, incorporating organic matter, and creating better conditions for root growth and water penetration. Proper spading technique involves inserting the blade vertically into the soil, using foot pressure to drive it deep, then lifting and turning the earth. The process aerates soil, buries weeds and debris, and helps mix amendments like compost or fertilizer. Spading is typically done in spring or fall when soil moisture conditions are optimal for working.",/ˈspeɪdɪŋ/,"After _____ the vegetable garden, she added compost to enrich the soil before planting.","From ""spade"" (digging tool) + ""-ing"" suffix, where ""spade"" comes from Old English ""spadu.""","Think ""SPAD-ING = SPADe working in garden, Including soil turning, Never gentle, Getting ready for planting"" - digging with a spade.",0,4,2,1,1.75,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
span,"Span functions as both a noun meaning the extent, reach, or duration of something, and a verb meaning to extend across or bridge a gap. As a measurement, span describes the distance between two points, the time duration of events, or the breadth of coverage. Famous spans include bridge spans crossing rivers, attention spans in psychology, and lifespans in biology. As a verb, span means to extend across space or time, such as a bridge spanning a river or a career spanning decades. The concept emphasizes the idea of connection, extension, or coverage across distances, whether physical, temporal, or conceptual.",/spæn/,The magnificent bridge was designed to _____ the entire width of the harbor.,"From Old English ""spann,"" meaning ""the distance between thumb and little finger when extended.""","Think ""SPAN = Space Across, or Period of time, Always measures extent, Never short distance"" - extent or to reach across.",0,2,1,1,1.0,2023; 2024,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
spandau,"Spandau most commonly refers to a district in Berlin, Germany, known for the historic Spandau Citadel, a Renaissance fortress, and historically for the Spandau Prison where Nazi war criminals were held after World War II. The area has a rich history dating back to medieval times and features significant architectural and cultural landmarks. Spandau can also refer to the Spandau machine gun, a German automatic weapon used extensively during World War I and World War II. In architectural contexts, spandau might be confused with ""spandrel,"" which refers to the triangular space between the curve of an arch and the rectangular frame around it.",/ˈspændaʊ/,The historic _____ Citadel in Berlin attracts thousands of visitors interested in medieval German architecture.,"From the German city name Spandau, possibly from Slavic origins meaning ""place on water.""","Think ""SPANDAU = SPecial Place And District in berlin, Always historical, Never just ordinary, Distinguished fortress city, Always remembered for prison, Usually visited for history"" - Berlin district with historic fortress.",0,4,1,1,1.5,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
spangled,"Spangled describes something decorated or covered with small, shiny objects called spangles, or more generally, anything that sparkles or glitters with scattered bright spots resembling stars or jewels. The most famous use appears in ""The Star-Spangled Banner,"" where it describes the American flag gleaming with stars. Spangled items feature numerous small, reflective decorations that catch and reflect light, creating a dazzling, festive appearance. The term can apply to clothing, decorations, natural phenomena like dewdrops on grass, or anything that displays scattered points of light or brightness. Spangled effects are often used in performance costumes, party decorations, and ceremonial items to create visual impact.",/ˈspæŋɡəld/,Her costume was _____ with hundreds of sequins that caught the stage lights beautifully.,"From ""spangle"" (small shiny disk) + ""-ed,"" where ""spangle"" comes from Middle English, possibly from Dutch ""spang"" (clasp).","Think ""SPANG-LED = SPArkly decorations that GLITTER, Led to shiny appearance, Everyone notices, Definitely eye-catching"" - decorated with shiny spots.",1,4,2,1,2.0,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,Claude,Claude,Claude,,auto_processed,Processed successfully
