word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
garlic,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Garlic is a pungent bulbous plant (Allium sativum) widely used as a seasoning and flavoring in cooking around the world. The bulb consists of individual segments called cloves, each wrapped in papery skin. Garlic is prized for its distinctive sharp, spicy flavor that mellows when cooked. It has also been used medicinally throughout history and is believed to have various health benefits.",noun,GAR-lik,Claude,"From Old English ""garleac,"" literally meaning ""spear leek,"" from ""gar"" (spear) plus ""leac"" (leek), referring to the pointed shape of garlic cloves.",Claude,Old English,The chef minced fresh _______ to add aromatic flavor to the pasta sauce.,Claude,"Remember ""GARLIC"" - GAR (spear-like) cloves that you LICK for flavor, with a strong taste and smell.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
garment,2020,2020 Words_of_the_Champions.pdf,One Bee,"A garment is any article of clothing or apparel worn on the body, including shirts, pants, dresses, coats, and other items of dress. The term encompasses all types of clothing from undergarments to outerwear, whether functional or decorative. Garment emphasizes the constructed, manufactured nature of clothing as items designed and made for wearing.",noun,GAR-ment,Claude,"From Old French ""garnement"" meaning ""equipment, attire,"" from ""garnir"" (to equip, furnish, warn).",Claude,Old French,The designer carefully examined each _______ for quality and proper fit before the fashion show.,Claude,"Remember ""GARMENT"" - clothing that GARnishes your body, something to WEAR that covers and protects you.",0.0,0.5,0.3,0.5,,,,,2024-08-20
garnet,2020,2020 Words_of_the_Champions.pdf,One Bee,"Garnet is a group of silicate minerals commonly used as gemstones and abrasives, typically appearing in deep red colors but also found in orange, yellow, green, and other hues. As gemstones, garnets are prized for their brilliance and durability. The mineral also has industrial uses in sandpaper, water filtration, and sandblasting due to its hardness and abrasive properties.",noun,GAR-nit,Claude,"From Old French ""grenate,"" from Latin ""granatum"" (pomegranate), referring to the similarity in color and appearance to pomegranate seeds.",Claude,"Old French, Latin",Her grandmother's ring featured a beautiful deep red _______ surrounded by small diamonds.,Claude,"Remember ""GARNET"" - a red gemstone like GRANate (pomegranate) seeds, GARnishing jewelry with ruby-red color.",0.0,0.5,0.0,0.7,,,,,2024-08-20
garniture,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"Garniture refers to decorative elements, embellishments, or accessories that enhance or complete something, particularly in cooking (garnish for dishes) or decoration (ornamental accessories for furniture, rooms, or objects). In culinary contexts, garniture encompasses the vegetables, herbs, or other ingredients that accompany and enhance a main dish. In decorative arts, it refers to complementary ornamental pieces.",noun,GAR-ni-chur,Claude,"From French ""garniture"" meaning ""decoration, trimming,"" from ""garnir"" (to furnish, equip, decorate).",Claude,French,The elaborate _______ around the roast included perfectly arranged vegetables and fresh herbs.,Claude,"Remember ""GARNITURE"" - GAR-ni-TURE, decorative elements that GAR(nish) and add beauty to furnish something.",0.0,0.8,0.0,0.5,,,,,2024-08-20
garnituretwilight,2022; 2023,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,Two Bee,"Garnituretwilight appears to be a combined word error where ""garniture"" (decorative elements or garnish) and ""twilight"" (the dim light period between day and night) were incorrectly merged during PDF processing. These are completely unrelated concepts - one relating to decoration and culinary arts, the other to natural lighting conditions. This represents a data quality issue where decorative and temporal terminology were improperly joined.",corrupted entry,GAR-ni-chur-TWY-lyt,Claude,"Corrupted combination of ""garniture"" (French decorative term) and ""twilight"" (Old English time period).",Claude,"French, Old English (corrupted)",The word _______ appears to be a parsing error combining culinary decoration with evening lighting terminology.,Claude,"This is a data error - remember that ""garniture"" (garnish) and ""twilight"" (evening) should be separate words.",0.3,0.8,0.0,0.30000000000000004,,,,,2024-08-20
garou,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Garou typically refers to ""loup-garou,"" the French term for werewolf - a mythological creature that transforms from human to wolf form. In folklore and popular culture, garou represents the concept of lycanthropy and shape-shifting between human and wolf forms. The term appears in French-Canadian folklore and has been adopted into English through literary and gaming contexts, particularly in supernatural fiction.",noun,gah-ROO,Claude,"From French ""loup-garou"" meaning ""werewolf,"" literally ""wolf-werewolf,"" from ""loup"" (wolf) and ""garou"" (werewolf, from Frankish).",Claude,"French, Frankish",The old French legend told of a _______ that roamed the forest during full moons.,Claude,"Remember ""GAROU"" - a were-wolf that GARs (growls) and ROUls (prowls) in French folklore, a shape-shifting creature.",0.0,0.5,0.0,0.5,,,,,2024-08-20
garrulous,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Garrulous describes someone who is excessively talkative, especially about trivial matters; loquacious in a rambling or tedious way. A garrulous person tends to talk continuously without much consideration for their audience's interest or the importance of what they're saying. The word suggests not just talkativeness but specifically verbose, often tiresome chatter about unimportant topics.",adjective,GAIR-uh-lus,Claude,"From Latin ""garrulus"" meaning ""talkative, chattering,"" from ""garrire"" (to chatter, prattle), imitative of the sound of chattering.",Claude,Latin,The _______ neighbor kept everyone on the street informed about every minor detail of his daily activities.,Claude,"Remember ""GARRULOUS"" - someone who GARbles and chatters continuously, RULing conversations with endless talk.",0.1,0.8,0.3,0.7,,,,,2024-08-20
gasiform,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gasiform means having the form, nature, or characteristics of gas; existing in a gaseous state or resembling gas in behavior. This scientific term describes substances that exhibit the properties of gases, such as having no fixed shape or volume, expanding to fill containers, and being easily compressible. The word is used in chemistry and physics to describe matter in its gas phase.",adjective,GAS-ih-form,Claude,"From ""gas"" (coined by Jan Baptist van Helmont from Greek ""chaos"") plus Latin ""forma"" (form, shape).",Claude,"Modern scientific term (Greek, Latin)","The heated substance became _______, expanding rapidly to fill the entire container.",Claude,"Remember ""GASIFORM"" - in the FORM of GAS, having gas-like properties and behavior in matter.",0.0,0.8,0.0,0.8999999999999999,,,,,2024-08-20
gasket,2025,2025 Words of Champion _1_.pdf,Three Bee,"A gasket is a mechanical seal that fills the space between two or more mating surfaces to prevent leakage from or into the joined objects while under compression. Gaskets are commonly made from rubber, cork, metal, or composite materials and are used in engines, plumbing, and various mechanical applications. They ensure tight seals in everything from car engines to household appliances.",noun,GAS-kit,Claude,"Possibly from French ""garcette"" (small rope), originally referring to rope used for sealing, later applied to mechanical sealing devices.",Claude,Possibly French,The mechanic replaced the worn _______ to stop the oil leak in the engine.,Claude,"Remember ""GASKET"" - a seal that prevents GAS or liquid from esKEeTing (escaping) through joints.",0.0,0.5,0.0,0.5,,,,,2024-08-20
gasped,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gasped is the past tense of ""gasp,"" meaning to catch one's breath with an open mouth, especially due to shock, surprise, exertion, or difficulty breathing. It describes the sharp, audible intake of breath that occurs when someone is startled, out of breath, or struggling to breathe. Gasped suggests a sudden, involuntary breathing reaction to physical or emotional stimuli.",verb (past tense),GASPD,Claude,"From Middle English ""gaspen,"" possibly from Old Norse ""geispa"" (to yawn), referring to opening the mouth wide for air.",Claude,"Middle English, possibly Old Norse",She _______ in amazement when she saw the surprise party waiting for her.,Claude,"Remember ""GASPED"" - when you're so surprised you need to GASP for air, breathing sharply and suddenly.",0.0,0.5,0.3,0.4,,,,,2024-08-20
gaspesian,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Gaspesian refers to the Gaspé Peninsula (Gaspésie) in eastern Quebec, Canada, or things relating to this region. The peninsula is known for its rugged coastline, fishing communities, and natural beauty along the Gulf of St. Lawrence. Gaspesian might describe the geography, culture, people, or characteristics associated with this distinctive Atlantic Canadian region.","adjective, noun",gas-PEE-see-an,Claude,"From ""Gaspé,"" possibly from Mi'kmaq ""gespeg"" meaning ""land's end,"" referring to the peninsula that extends into the Atlantic.",Claude,"Mi'kmaq, French",The _______ coastline offers breathtaking views of the Atlantic Ocean and rugged cliffs.,Claude,"Remember ""GASPESIAN"" - relating to GASPé peninsula, where you might GASP at the stunning coastal views.",0.0,0.8,0.0,0.5,,,,,2024-08-20
gasthaus,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A gasthaus is a German-style inn, tavern, or restaurant, typically offering lodging, meals, and beverages in a traditional, hospitable atmosphere. These establishments are common in Germany, Austria, and other German-speaking regions, often serving local cuisine and providing a social gathering place for the community. Gasthäuser (plural) combine accommodation with dining and drinking facilities in a cozy, welcoming environment.",noun,GAHST-hows,Claude,"From German ""Gasthaus,"" literally meaning ""guest house,"" from ""Gast"" (guest) plus ""Haus"" (house).",Claude,German,The traditional _______ served hearty German meals and local beer to weary travelers.,Claude,"Remember ""GASTHAUS"" - a German GUEST HOUSE where travelers can eat, drink, and rest.",0.0,0.8,0.0,0.5,,,,,2024-08-20
gastritis,2024,2024 Words of the Champions.pdf,Three Bee,"Gastritis is inflammation of the stomach lining (gastric mucosa), which can be acute (sudden onset) or chronic (long-lasting). This condition can cause symptoms including stomach pain, nausea, vomiting, indigestion, and loss of appetite. Gastritis can be caused by bacterial infection (especially H. pylori), excessive alcohol consumption, certain medications, stress, or other factors that irritate the stomach lining.",noun,gas-TRY-tis,Claude,"From Greek ""gaster"" (stomach) plus ""-itis"" (inflammation), literally meaning ""stomach inflammation.""",Claude,Greek,The doctor diagnosed _______ and recommended avoiding spicy foods and alcohol.,Claude,"Remember ""GASTRITIS"" - when your GASTer (stomach) is inflamed with -ITIS, causing pain and discomfort.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gastronome,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A gastronome is a person with refined taste in food and drink; a connoisseur who appreciates fine cuisine and has extensive knowledge about culinary arts. Gastronomes are passionate about high-quality ingredients, skilled preparation, and the cultural aspects of food. They often seek out exceptional dining experiences and may be involved in food criticism, culinary education, or gourmet cooking.",noun,GAS-truh-nohm,Claude,"From French ""gastronome,"" from Greek ""gastronimos"" meaning ""knowing the stomach,"" from ""gaster"" (stomach) plus ""nomos"" (law, knowledge).",Claude,"French, Greek","As a dedicated _______, she could identify the subtle flavors and cooking techniques in any dish.",Claude,"Remember ""GASTRONOME"" - someone who knows their GASTer (stomach) like a profeSSional, a food connoisseur.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gateway,2025,2025 Words of Champion _1_.pdf,Three Bee,"A gateway is an opening or passage that serves as an entrance or exit, often through a wall, fence, or barrier. Metaphorically, gateway refers to a means of access or entry to something, such as education being a gateway to opportunity. In computing, a gateway is a network device that connects different networks. The word emphasizes the function of providing access or passage between different spaces or systems.",noun,GAYT-way,Claude,"Compound of ""gate"" (from Old English ""geat,"" opening, entrance) plus ""way"" (path, route).",Claude,Old English,Education serves as a _______ to better career opportunities and personal growth.,Claude,"Remember ""GATEWAY"" - a GATE that shows the WAY, providing passage from one place or state to another.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
gather,2024,2024 Words of the Champions.pdf,Three Bee,"Gather means to come together or bring together in one place; to collect, assemble, or accumulate people, things, or information. The word can describe both the action of collecting items and the process of people congregating. Gather also means to infer or conclude from available information, or to pull fabric together to create folds or pleats in sewing.","verb, noun",GATH-er,Claude,"From Old English ""gaderian"" meaning ""to bring together, collect,"" related to ""gador"" (together).",Claude,Old English,The family will _______ at grandmother's house for the holiday celebration.,Claude,"Remember ""GATHER"" - people GAining together, like a GAThering where everyone comes to one place.",0.0,0.5,0.3,0.30000000000000004,,,,,2024-08-20
