word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
hathor,"Hathor was an ancient Egyptian goddess associated with music, dance, joy, love, sexuality, and motherhood, often depicted as a cow or a woman with cow's horns and a solar disk. She was one of the most important and widely worshipped deities in ancient Egypt, considered both nurturing and fierce depending on the context. Hathor was associated with the afterlife, helping to guide souls to the underworld, and was often called the ""Mistress of the West."" Her worship included elaborate festivals with music and dancing, and she was particularly revered by women seeking protection in childbirth.",proper noun,HATH-or,"From ancient Egyptian ""Hwt-Hr"" meaning ""House of Horus.""",Ancient Egyptian,"Archaeological evidence shows that _______ was worshipped throughout Egypt, with major temples dedicated to her at Dendera.","Remember ""HATHOR"" - HAT + HOR (Horus), the goddess who wore the hat (crown) of Horus as the ""House of Horus.""",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hauberk,"Hauberk is a long shirt or coat of mail armor, typically extending from the neck to the knees or below, worn by medieval warriors for protection in battle. This defensive garment was constructed from interlocking metal rings (mail) or metal scales, providing flexible protection that allowed for movement while offering substantial defense against cutting weapons. Hauberks were expensive to produce and maintain, often indicating the wealth and status of the wearer. The armor was typically worn over padded undergarments and could be supplemented with additional protective gear like helmets and shields.",noun,HAW-berk,"From Old French ""hauberc,"" from Germanic ""halsberg"" meaning ""neck protection.""","Old French, Germanic","The medieval knight's _______ gleamed in the sunlight as he rode into battle, its interlocking rings providing flexible protection.","Remember ""HAUBERK"" - HAUL + BERK (work), you had to haul and work hard in this heavy mail armor that protected your torso.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haughty,"Haughty describes an attitude or behavior characterized by arrogant pride, disdain for others, and a condescending sense of superiority. A haughty person acts as if they are better than others, often displaying contempt or scorn for those they consider beneath their social status, intelligence, or importance. This adjective suggests not just confidence but an offensive pride that manifests in rude, dismissive, or condescending treatment of others. Haughty behavior often alienates people and creates social friction due to its inherently insulting and superior nature.",adjective,HAW-tee,"From Old French ""haut"" meaning ""high,"" from Latin ""altus.""","Old French, Latin",Her _______ dismissal of the waiter's suggestions revealed an unpleasant arrogance that made her dinner companions uncomfortable.,"Remember ""HAUGHTY"" - HAU (high) + GHTY (mighty), acting high and mighty above everyone else with arrogant superiority.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hauling,"Hauling refers to the act of pulling, dragging, or carrying something heavy or bulky, often over a distance or with considerable effort. This verb describes the physical work of moving materials, goods, or objects from one place to another, typically involving substantial weight or awkward size. Hauling can be done by hand, with animals, or using vehicles and machinery. The term suggests effort and strength required to move the load, and is commonly used in construction, shipping, farming, and other industries where heavy materials must be transported.","verb (present participle), noun",HAWL-ing,"From ""haul"" (from Middle Low German ""halen"" meaning ""to fetch"") + ""-ing"" suffix.",Middle Low German,The construction crew spent the morning _______ concrete blocks to the building site using a small crane.,"Remember ""HAULING"" - HAUL + ING, the ongoing action of hauling or pulling heavy things from place to place.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haupia,"Haupia is a traditional Hawaiian dessert pudding made from coconut milk, sugar, and a thickening agent such as cornstarch or arrowroot. This creamy, white dessert has a smooth, gelatinous consistency similar to pudding or custard and is typically served in squares or blocks. Haupia is commonly featured at luaus, Hawaiian parties, and special occasions, often served alongside other traditional Hawaiian foods. The dessert can be eaten plain or used as a filling for cakes, pies, or other pastries. It represents an important part of Hawaiian culinary tradition and hospitality.",noun,how-PEE-ah,"From Hawaiian ""haupia,"" referring to this traditional coconut dessert.",Hawaiian,"The luau feast concluded with traditional _______, its sweet coconut flavor providing the perfect ending to the meal.","Remember ""HAUPIA"" - HAU (how delicious) + PIA (like a pie), how delicious this Hawaiian coconut dessert is, like a creamy pie.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haupiakeplerian,"This appears to be a combined word error where ""haupia"" (a Hawaiian coconut dessert) has been incorrectly merged with ""keplerian"" (relating to Johannes Kepler or his laws of planetary motion). Haupia is a traditional Hawaiian pudding made from coconut milk and starch, while Keplerian refers to the astronomical work of Johannes Kepler, particularly his laws describing planetary orbital mechanics. This combination likely resulted from a PDF parsing error where two completely unrelated terms were inadvertently joined together. The correct terms would be ""haupia"" referring to the Hawaiian dessert, and ""keplerian"" referring to astronomical concepts.",combined word error,how-PEE-ah-kep-LEER-ee-an,"Error: ""haupia"" (Hawaiian) + ""keplerian"" (from Johannes Kepler, German astronomer)",Combined word error,"This appears to be a PDF parsing error combining ""haupia"" and ""keplerian"" - the _______ should be treated as two separate words.","Remember ""HAUPIAKEPLERIAN"" - this is a combined word error, separate into HAUPIA (Hawaiian dessert) + KEPLERIAN (relating to planetary laws).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haute,"Haute is a French word meaning ""high"" or ""elevated,"" commonly used in English in phrases like ""haute cuisine"" (high-end cooking), ""haute couture"" (high fashion), or ""haute society"" (high society). The term indicates something that is sophisticated, exclusive, refined, or of the highest quality in its field. Haute suggests not just quality but also exclusivity, expense, and association with elite culture or society. In fashion, cuisine, and other cultural contexts, haute represents the pinnacle of craftsmanship, artistry, and luxury that sets standards for excellence in their respective fields.",adjective (French),HOHT,"From French ""haute,"" feminine form of ""haut"" meaning ""high,"" from Latin ""altus.""","French, Latin","The restaurant was known for its _______ cuisine, featuring innovative dishes prepared by world-renowned chefs.","Remember ""HAUTE"" - HOT + E (elite), hot elite fashion and cuisine that's at the highest level of sophistication.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hauteur,"Hauteur refers to an attitude of arrogant superiority or disdainful pride, characterized by condescending behavior toward others considered inferior. This noun describes a haughty manner that communicates contempt, aloofness, or overbearing pride. People displaying hauteur often act as if they are inherently better than others due to their social status, wealth, education, or perceived superiority. The word suggests not just confidence but an offensive arrogance that manifests in dismissive, condescending, or rude treatment of others. Hauteur typically alienates people and creates social tension.",noun,oh-TUR,"From French ""hauteur,"" from ""haut"" meaning ""high,"" from Latin ""altus.""","French, Latin",The duchess's _______ was evident in the way she barely acknowledged the servants and spoke down to her social inferiors.,"Remember ""HAUTEUR"" - HAUT (high) + EUR (attitude), a high attitude of arrogant superiority over others.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haven,"Haven refers to a place of safety, refuge, or sanctuary where one can find protection, peace, or shelter from danger, trouble, or difficulty. This noun can describe physical locations like harbors that provide safe anchorage for ships, or more abstract refuges like peaceful homes, supportive communities, or comforting relationships. Havens offer respite from the challenges, stresses, or threats of the outside world, providing security and tranquility. The word emphasizes the protective and nurturing qualities of places or situations that offer relief and safety.",noun,HAY-vən,"From Old English ""hæfen"" meaning ""harbor, port,"" related to ""have"" (to hold).",Old English,The mountain cabin served as a peaceful _______ where she could escape the stress and noise of city life.,"Remember ""HAVEN"" - HAVE + EN (place), a place where you can have safety, peace, and protection from troubles.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
havens,"Havens is the plural form of haven, referring to multiple places of safety, refuge, or sanctuary where people can find protection, peace, or shelter from danger, trouble, or difficulty. These can be physical locations like safe harbors, protected wilderness areas, or secure buildings, or more abstract refuges like supportive communities, peaceful relationships, or comforting environments. Havens provide respite from challenges and offer security and tranquility to those who seek them. The plural form emphasizes that multiple safe refuges exist for different people and different types of protection.",noun (plural),HAY-vənz,"Plural of ""haven,"" from Old English ""hæfen"" meaning ""harbor, port.""",Old English,"The national parks served as wildlife _______, protecting endangered species from human encroachment.","Remember ""HAVENS"" - HAVE + ENS (multiple places), multiple places where you can have safety and protection.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
having,"Having is the present participle of the verb ""have,"" used to indicate possession, experience, or the state of containing or holding something. This auxiliary verb helps form perfect tenses (having done something) and can function as a gerund when used as a noun (having is important). Having can describe ownership of objects, experiencing events or emotions, or maintaining relationships or conditions. The word is fundamental to English grammar and communication, expressing concepts of possession, experience, and various states of being.","verb (present participle), gerund",HAV-ing,"From ""have"" (Old English ""habban"") + ""-ing"" suffix.",Old English,"_______ completed the project early, she had time to review her work before the deadline.","Remember ""HAVING"" - HAVE + ING, the ongoing state of having or possessing something or experiencing an event.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
havoc,"Havoc refers to widespread destruction, devastation, or chaos that causes severe damage or disruption to normal order and functioning. This noun describes the aftermath of destructive events like natural disasters, wars, accidents, or other catastrophes that leave devastation in their wake. Havoc implies not just damage but complete disorder and confusion that disrupts systems, communities, or environments. The phrase ""wreak havoc"" means to cause such destruction or chaos. Havoc suggests extensive impact that affects multiple areas or aspects of a situation.",noun,HAV-uhk,"From Old French ""havot,"" a command meaning ""pillage!"" used in warfare.",Old French,"The hurricane wreaked _______ on the coastal town, destroying buildings and flooding entire neighborhoods.","Remember ""HAVOC"" - HAVe total Chaos, when you have total chaos and destruction everywhere you look.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hawaiian,"Hawaiian refers to something or someone from Hawaii, the Pacific island state of the United States known for its volcanic islands, tropical climate, and unique Polynesian culture. As an adjective, Hawaiian describes the indigenous people, language, culture, food, music, or other aspects related to the Hawaiian Islands. As a noun, it can refer to a person from Hawaii or of Hawaiian ethnicity, or to the Hawaiian language itself. Hawaiian culture encompasses traditional practices like hula dancing, lei making, and the aloha spirit, blended with influences from various immigrant groups who settled in the islands.","adjective, noun",huh-WAH-yuhn,"From Hawaiian ""Hawaiʻi,"" the indigenous name for the largest island, possibly meaning ""place of the gods.""",Hawaiian (Polynesian),The _______ music festival featured traditional instruments like the ukulele and steel guitar alongside contemporary island sounds.,"Remember ""HAWAIIAN"" - HAWAii + IAN (person/thing from), a person or thing from the beautiful tropical islands of Hawaii.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hawk,"Hawk refers to a bird of prey characterized by broad wings, sharp talons, and keen eyesight, used for hunting small animals like rodents, birds, and reptiles. These raptors are known for their soaring flight patterns and powerful hunting abilities. As a verb, hawk means to sell goods aggressively, often by calling out to potential customers in public places. In political contexts, a hawk is someone who favors aggressive military action or war. Hawks play important ecological roles as predators and are found on every continent except Antarctica and Australia.","noun, verb",HAWK,"From Old English ""hafoc,"" from Germanic roots meaning ""hawk.""","Old English, Germanic","The red-tailed _______ circled high above the field, scanning for movement among the grass below.","Remember ""HAWK"" - Hunt And Watch Keenly, these birds hunt and watch keenly with their sharp eyes and hunting skills.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hawok,"Hawok appears to be either a variant spelling, regional term, or possibly a specialized word not commonly found in standard dictionaries. Without clear etymological or definitional sources, this may represent a local dialect term, a proper noun, or potentially a transcription error. The word might relate to indigenous or regional language terminology, or could be a specialized term from a particular field or culture. Further research would be needed to determine its precise meaning, origin, and proper usage context. It's possible this represents a less common word or variant spelling.",unknown (specialized/regional term),HAH-wok,Etymology unclear; possibly regional or specialized terminology.,Unknown,The meaning and usage of _______ would need to be verified through specialized dictionaries or regional language sources.,"Remember ""HAWOK"" - this appears to be a specialized or regional term that may need further research for proper definition.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
