word,years,source_files,source_difficulties,definition,pronunciation,pronunciation_ipa,etymology,memory_tip,example_sentence,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,combined_word_error,source
patagonia,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"A geographical region in South America shared by Argentina and Chile, characterized by vast plains, mountains, and dramatic landscapes; also the name of an outdoor clothing company. The region is known for its natural beauty, including glaciers, mountains, and unique wildlife. Patagonia has become synonymous with adventure travel, conservation, and pristine wilderness. The area includes famous destinations like Torres del Paine and the Fitz Roy mountain range. The name has been adopted by the clothing company to evoke images of outdoor adventure and environmental consciousness.",/ˌpætəˈɡoʊniə/,/ˌpætəˈɡoʊniə/,"Named by Spanish explorer Magellan, possibly from ""Patagón,"" referring to the large feet of indigenous people, from Spanish ""pata"" meaning paw or foot.","PATAGONIA sounds like ""PAT-A-GO-NIA"" - think of wanting to ""pat"" and ""go"" to this beautiful region for adventure.",The photographers traveled to _____ to capture images of the region's stunning glaciers and mountain landscapes.,0.9,5.0,1.0,2.0,,False,Claude
patches,2025,2025 Words of Champion _1_.pdf,Three Bee,"Small pieces of material used to mend or cover holes; software updates designed to fix bugs or security vulnerabilities; small areas that differ from their surroundings; pieces of cloth worn as decorations or badges. Physical patches repair clothing, equipment, or surfaces. Software patches update programs to fix problems or add features. Natural patches might be areas of different vegetation or coloration. Decorative patches can indicate membership, achievement, or personal style. The concept involves covering, fixing, or marking specific areas.",/ˈpætʃəz/,/ˈpætʃəz/,"Plural of ""patch,"" possibly from Middle English ""pacche,"" of uncertain origin. Related to covering or mending small areas.","PATCHES sounds like ""PAT-CHES"" - think of ""patting"" small pieces onto clothing or giving gentle ""patches"" to fix things.",The software developer released security _____ to fix vulnerabilities discovered in the previous version.,0.7,4.0,1.0,3.0,,False,Claude
patella,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"The kneecap; a small, flat, triangular bone that sits at the front of the knee joint, protecting the knee and providing attachment points for muscles and tendons. The patella is the largest sesamoid bone in the human body, embedded within the quadriceps tendon. It plays a crucial role in knee function by increasing the leverage of the quadriceps muscle and protecting the knee joint from injury. Patella problems can include dislocation, fractures, or conditions like patellofemoral pain syndrome. Understanding patella anatomy is important for treating knee injuries and disorders.",/pəˈtɛlə/,/pəˈtɛlə/,"From Latin ""patella,"" diminutive of ""patera"" meaning shallow dish or pan, referring to the bone's shallow, dish-like shape.","PATELLA sounds like ""PAT-ELLA"" - think of ""patting"" your ""ella"" (knee) where the kneecap bone protects the joint.",The MRI showed a small fracture in the _____ that would require several weeks of rest to heal properly.,0.7,4.0,1.0,3.0,,False,Claude
patent,2021,2021_Printable_Words of the Champions.pdf,One Bee,"A government-granted exclusive right to make, use, or sell an invention for a specific period; clearly evident or obvious; open to public inspection. Legal patents protect inventors' rights and encourage innovation by providing temporary monopolies on new inventions. The patent system requires detailed disclosure of inventions in exchange for protection. Patent law is complex, involving requirements for novelty, usefulness, and non-obviousness. The adjective ""patent"" means clearly visible or obvious to everyone. Patent rights are essential for protecting intellectual property and fostering technological advancement.",/ˈpætənt/,/ˈpætənt/,"From Latin ""patens"" meaning open or accessible, from ""patere"" meaning to lie open. Originally referred to open letters or documents.","PATENT = PAT + ENT. Think of ""patting"" an ""entity"" (invention) to protect it, or something that's ""patently"" (clearly) obvious.",The inventor filed a _____ application to protect her revolutionary new solar panel design.,0.6,3.0,1.0,3.0,,False,Claude
path,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"A track or route for walking or traveling; a course of action or way of achieving something; the route that something takes through space or time. Physical paths include trails, walkways, and roads that facilitate movement between locations. Metaphorical paths represent life directions, career choices, or problem-solving approaches. In computing, paths specify the location of files or directories. The concept emphasizes direction, progression, and purposeful movement toward destinations or goals. Choosing the right path often involves consideration of efficiency, safety, and desired outcomes.",/pæθ/,/pæθ/,"From Old English ""pæth,"" related to finding or treading a way. Basic concept of a route or way forward.","PATH rhymes with ""math"" - think of calculating the best ""path"" to reach your destination, like solving a problem.",The hiking _____ wound through the forest and led to a beautiful waterfall.,0.4,2.0,1.0,3.0,,False,Claude
pathogen,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A microorganism that causes disease in plants, animals, or humans; any biological agent that can produce illness or infection. Pathogens include bacteria, viruses, fungi, parasites, and other disease-causing organisms. Understanding pathogens is crucial for medicine, public health, and disease prevention. Different pathogens cause different types of infections and require different treatment approaches. The study of pathogens involves understanding how they spread, how they cause disease, and how to prevent or treat the infections they cause. Modern medicine focuses heavily on identifying and controlling pathogenic organisms.",/ˈpæθədʒən/,/ˈpæθədʒən/,"From Greek ""pathos"" meaning disease or suffering + ""genes"" meaning producing or causing. Literally means ""disease-producing.""","PATHOGEN = PATHO (disease) + GEN (generate). Think of organisms that ""generate"" ""disease"" - microbes that make you sick.",The laboratory identified the _____ responsible for the food poisoning outbreak.,0.8,4.0,1.0,3.0,,False,Claude
pathos,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"An appeal to emotion; a quality that evokes pity, sadness, or compassion; one of the three modes of persuasion in rhetoric, along with ethos and logos. Pathos involves using emotional arguments to influence audience attitudes and decisions. Effective speakers and writers use pathos to connect with their audience's feelings and values. The concept is fundamental to understanding persuasive communication, literature, and artistic expression. Pathos can involve various emotions including sympathy, fear, anger, or hope. Balancing pathos with logical arguments and credibility creates powerful, persuasive communication.",/ˈpeɪθɔs/,/ˈpeɪθɔs/,"From Greek ""pathos"" meaning experience, emotion, or suffering. One of Aristotle's three modes of persuasion.","PATHOS sounds like ""PATH-OSS"" - think of the emotional ""path"" that speakers use to reach their audience's hearts.",The speaker's use of _____ in describing the refugees' plight moved the audience to donate generously.,0.6,3.0,1.0,3.0,,False,Claude
pathways,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Routes or tracks that provide passage from one place to another; sequences of actions or steps that lead to particular outcomes; biological or chemical routes through which substances move or reactions occur. Physical pathways include roads, trails, and corridors for movement. Metabolic pathways describe sequences of chemical reactions in living organisms. Neural pathways are connections in the nervous system. Career pathways outline steps for professional development. The concept emphasizes planned routes, systematic progression, and purposeful direction toward specific destinations or goals.",/ˈpæθˌweɪz/,/ˈpæθˌweɪz/,"Compound of ""path"" + ""ways,"" emphasizing routes or methods of passage. Plural form indicates multiple possible routes.","PATHWAYS = PATH + WAYS. Think of multiple ""ways"" to follow different ""paths"" - various routes to reach destinations.",The university offered multiple career _____ for students interested in environmental science.,0.8,4.0,1.0,3.5,,False,Claude
patience,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"The ability to wait calmly without becoming annoyed or anxious; tolerance and understanding when dealing with difficult people or situations; the capacity to persevere through challenges without giving up. Patience is considered a virtue in many cultures and philosophical traditions. It involves emotional regulation, self-control, and the ability to delay gratification. Patience is essential for learning, relationship building, and achieving long-term goals. Developing patience often requires practice and mindfulness. The quality helps people cope with stress, uncertainty, and frustration more effectively.",/ˈpeɪʃəns/,/ˈpeɪʃəns/,"From Latin ""patientia"" meaning endurance or suffering, from ""pati"" meaning to suffer or endure. Related to accepting difficult situations.","PATIENCE sounds like ""PAY-SHENCE"" - think of ""paying"" attention with ""sense"" to wait calmly without rushing.",Teaching young children requires enormous _____ and the ability to explain concepts multiple times.,0.8,4.0,1.0,3.0,,False,Claude
patio,2025,2025 Words of Champion _1_.pdf,Three Bee,"A paved outdoor area adjoining a house, typically used for dining or recreation; an open courtyard or terrace. Patios extend living space outdoors and provide areas for relaxation, entertainment, and dining. They can be constructed from various materials including concrete, stone, brick, or pavers. Patios often feature outdoor furniture, plants, and sometimes cooking facilities like grills or outdoor kitchens. The design and placement of patios consider factors like privacy, sun exposure, and accessibility. Well-designed patios enhance property value and quality of life.",/ˈpætiˌoʊ/,/ˈpætiˌoʊ/,"From Spanish ""patio"" meaning courtyard or yard, from Latin ""patere"" meaning to lie open. Refers to open outdoor spaces.","PATIO sounds like ""PAT-IO"" - think of ""patting"" people on outdoor ""I/O"" (input/output) spaces for relaxation.",They installed a stone _____ with comfortable seating for summer barbecues and evening gatherings.,0.5,3.0,1.0,3.0,,False,Claude
patissier,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"A professional pastry chef; someone skilled in making pastries, desserts, and other baked confections. Patissiers specialize in the art and science of pastry making, including cakes, tarts, chocolates, and elaborate desserts. The profession requires technical skill, creativity, and understanding of ingredients and techniques. French culinary tradition particularly values patissiers, who often complete extensive training and apprenticeships. Modern patissiers may work in restaurants, hotels, bakeries, or as independent cake designers. The role combines artistry with precise technical execution.",/pəˈtɪsiər/,/pəˈtɪsiər/,"From French ""pâtissier,"" from ""pâtisserie"" meaning pastry shop, from ""pâte"" meaning paste or dough.","PATISSIER sounds like ""PAT-TISSIER"" - think of someone who ""pats"" and shapes dough into beautiful pastries.",The renowned _____ created an elaborate wedding cake featuring intricate sugar work and delicate flavors.,0.9,5.0,2.5,2.0,,False,Claude
patois,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A regional dialect or language that differs significantly from the standard language; informal or colloquial speech patterns specific to a particular group or region. Patois often develops in isolated communities or among specific social groups, incorporating unique vocabulary, pronunciation, and grammar. Examples include Jamaican Patois and various French regional dialects. These language varieties carry cultural identity and historical significance. Linguists study patois to understand language evolution, social dynamics, and cultural preservation. Modern globalization both threatens and helps preserve various patois through increased documentation and cultural awareness.",/ˈpætwɑ/,/ˈpætwɑ/,"From French ""patois,"" possibly from ""patoyer"" meaning to handle clumsily, or from ""patte"" meaning paw, suggesting rough speech.","PATOIS sounds like ""PAT-WAS"" - think of how language ""was"" shaped by ""patting"" together local words and expressions.",The author skillfully incorporated local _____ into the dialogue to authentic represent the character's regional background.,0.6,3.0,1.0,2.0,,False,Claude
patrician,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"A member of the aristocracy; relating to or characteristic of the upper class; in ancient Rome, a member of the noble class that originally held political power. Patricians typically possess wealth, education, refined manners, and social prestige. The term can describe both actual aristocrats and those who adopt aristocratic attitudes or behaviors. In Roman history, patricians formed the ruling class and controlled religious and political institutions. Modern usage extends to anyone with aristocratic bearing, exclusive social position, or inherited privilege. The concept often implies both privilege and responsibility.",/pəˈtrɪʃən/,/pəˈtrɪʃən/,"From Latin ""patricius,"" from ""pater"" meaning father. Originally referred to descendants of the founding fathers of Rome.","PATRICIAN = PATRI (father) + CIAN. Think of people from ""father"" (founding) families - the aristocratic upper class.","The _____ family had lived in the mansion for generations, maintaining their position in high society.",0.9,5.0,1.0,3.0,,False,Claude
patripassianism,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"A Christian theological doctrine, considered heretical by orthodox Christianity, which holds that God the Father suffered and died along with Jesus Christ during the crucifixion. This belief contradicts the orthodox understanding that only the Son (Jesus) experienced suffering and death while the Father remained impassible (unable to suffer). Patripassianism was rejected by early church councils because it was seen as confusing the distinct persons of the Trinity. The doctrine arose in early Christianity but was declared heretical because it suggested that the divine nature itself could suffer and die.",/ˌpeɪtrɪpəˈseɪʃəˌnɪzəm/,/ˌpeɪtrɪpəˈseɪʃəˌnɪzəm/,"From Latin ""patripassianismus,"" from ""pater"" (father) + ""passio"" (suffering) + ""-ism."" Literally means ""father-suffering doctrine.""","PATRIPASSIANISM = PATRI (father) + PASSI (suffering) + ANISM. Think of the belief that the ""father"" (God) ""suffered"" with Christ.",Early church theologians rejected _____ as incompatible with orthodox understanding of the Trinity.,1.5,5.0,2.5,3.0,,False,Claude
patrol,2021,2021_Printable_Words of the Champions.pdf,One Bee,"To move regularly around an area to monitor, guard, or maintain security; a group of people or vehicles engaged in such monitoring activity. Patrols serve protective, investigative, and deterrent functions in military, police, and security operations. The activity involves systematic observation and response to potential threats or problems. Patrol routes are typically planned to provide comprehensive coverage of assigned areas. Modern patrols may use various technologies including vehicles, aircraft, and surveillance equipment. Effective patrolling requires training, vigilance, and appropriate response protocols.",/pəˈtroʊl/,/pəˈtroʊl/,"From French ""patrouiller"" meaning to paddle or patrol, possibly from ""patte"" meaning paw, suggesting movement on foot.","PATROL sounds like ""PAT-ROLL"" - think of ""patting"" the ground as you ""roll"" around an area to keep it secure.",Security guards _____ the parking lot every hour to ensure the safety of employees and their vehicles.,0.6,3.0,1.0,2.0,,False,Claude
patronise,2024,2024 Words of the Champions.pdf,Three Bee,"British spelling of patronize; to treat someone in a condescending manner; to be a regular customer of a business; to support or sponsor someone or something. The condescending meaning involves talking down to someone as if they were inferior or less intelligent. Commercial patronage involves regularly buying goods or services from particular businesses. Cultural patronage involves providing financial or other support to artists, institutions, or causes. The word can have both negative connotations (condescension) and positive ones (support and loyalty).",/ˈpeɪtrəˌnaɪz/,/ˈpeɪtrəˌnaɪz/,"British spelling of ""patronize,"" from Latin ""patronus"" meaning protector or supporter, from ""pater"" meaning father.","PATRONISE = PATRON + ISE. Think of being a ""patron"" who ""ises"" (supports) businesses, or unfortunately talks down to others.",She decided not to _____ the restaurant anymore after the waiter spoke to her in a condescending manner.,0.9,5.0,2.5,3.0,,False,Claude
patronize,2024,2024 Words of the Champions.pdf,Three Bee,"American spelling of patronise; to treat someone condescendingly; to be a regular customer of a business; to provide support or sponsorship. The condescending usage involves speaking to someone as if they lack understanding or intelligence. Business patronage means regularly purchasing from particular establishments. Artistic or cultural patronage involves providing financial support to creators or institutions. The dual meanings can create confusion, as the word can indicate both positive support and negative condescension depending on context.",/ˈpeɪtrəˌnaɪz/,/ˈpeɪtrəˌnaɪz/,"American spelling of ""patronize,"" from Latin ""patronus"" meaning protector or supporter, from ""pater"" meaning father.","PATRONIZE = PATRON + IZE. Think of being a ""patron"" who ""izes"" (supports) businesses, or unfortunately talks down like a stern father.",The wealthy businessman continued to _____ local artists by purchasing their work and funding exhibitions.,0.9,5.0,2.5,3.0,,False,Claude
