word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
genteel,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Genteel describes refined elegance and sophistication in manners, appearance, or social behavior, often associated with upper-class respectability. However, the term can sometimes carry subtle implications of affected refinement or pretentious politeness that may seem outdated or artificial. Genteel suggests cultivated social grace and propriety.",adjective,jen-TEEL,Claude,"From French ""gentil"" meaning ""noble, well-born,"" ultimately from Latin ""gentilis"" (of the same clan or race).",Claude,"French, Latin",The _______ tea party featured fine china and impeccable manners from all the guests.,Claude,"Remember ""GENTEEL"" - GENTle and refined like aristocracy, with an EEL-like smoothness in social behavior.",0.1,0.5,0.0,0.7,,,,,2024-08-20
gentian,2020,2020 Words_of_the_Champions.pdf,One Bee,"Gentian refers to flowering plants of the genus Gentiana, characterized by trumpet-shaped flowers typically in shades of blue, purple, or occasionally white or yellow. These alpine and mountain plants are prized for their intensely colored blooms and are used both in ornamental gardening and traditional medicine. Some species are used to make bitter herbal liqueurs.",noun,JEN-shun,Claude,"From Latin ""gentiana,"" named after Gentius, an ancient king of Illyria who supposedly discovered the plant's medicinal properties.",Claude,Latin (named after ancient king),The mountain meadow was carpeted with brilliant blue _______ flowers blooming in the alpine summer.,Claude,"Remember ""GENTIAN"" - a GENtle flower that's ANCIENT in its blue beauty, named after King Gentius.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gentilitial,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Gentilitial refers to things relating to a gens (clan) or family lineage, particularly in ancient Roman context where it described names, rights, or customs associated with patrician family groups. The term relates to hereditary family identity and the social structures based on kinship and ancestral connections in classical antiquity.",adjective,jen-tuh-LISH-ul,Claude,"From Latin ""gentilitius"" meaning ""of or belonging to the same clan,"" from ""gens"" (clan, family) plus the adjectival suffix.",Claude,Latin,The historian studied _______ naming practices in ancient Roman patrician families.,Claude,"Remember ""GENTILITIAL"" - relating to GENTile family groups and their INITIAL clan identity in ancient Rome.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gently,2024,2024 Words of the Champions.pdf,Three Bee,"Gently means in a gentle manner, with softness, care, or kindness, avoiding harshness, force, or abruptness. It describes actions performed with tenderness, consideration, or mild intensity. Gently emphasizes a careful, moderate approach that shows concern for not causing harm, discomfort, or damage.",adverb,JENT-lee,Claude,"From ""gentle"" (from Old French ""gentil,"" meaning ""noble, well-born"") plus the adverbial suffix ""-ly.""",Claude,Old French,"She _______ placed the sleeping baby in the crib, being careful not to wake her.",Claude,"Remember ""GENTLY"" - doing something in a GENTle way, softLY and carefully without force.",0.0,0.5,0.3,0.5,,,,,2024-08-20
genuflect,2020,2020 Words_of_the_Champions.pdf,One Bee,"Genuflect means to lower oneself briefly onto one knee, typically as a gesture of respect, reverence, or worship, particularly in religious contexts such as entering a church or approaching an altar. The action demonstrates humility and reverence before something or someone considered sacred or worthy of deep respect.",verb,JEN-yuh-flekt,Claude,"From Late Latin ""genuflectere,"" from ""genu"" (knee) plus ""flectere"" (to bend), literally meaning ""to bend the knee.""",Claude,Late Latin,The faithful would _______ upon entering the cathedral to show reverence.,Claude,"Remember ""GENUFLECT"" - to bend your GENu (knee) and FLECT (flex) it in reverence or respect.",0.0,0.8,0.0,0.7,,,,,2024-08-20
genuflectcinerarium,2021; 2022; 2023,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Genuflectcinerarium appears to be a combined word error where ""genuflect"" (to kneel in reverence) and ""cinerarium"" (a place for storing ashes) were incorrectly merged during PDF processing. These are completely unrelated terms - one referring to a religious gesture of kneeling, the other to burial practices and ash storage. This represents a data quality issue where religious and funeral terminology were improperly joined.",corrupted entry,JEN-yuh-flekt-sin-er-AIR-ee-um,Claude,"Corrupted combination of ""genuflect"" (Late Latin ""genuflectere"") and ""cinerarium"" (Latin ""cinerarius"").",Claude,"Late Latin, Latin (corrupted)",The word _______ appears to be a parsing error combining religious kneeling with ash storage terminology.,Claude,"This is a data error - remember that ""genuflect"" (kneeling) and ""cinerarium"" (ash storage) should be separate.",0.0,0.8,0.0,0.7,,,,,2024-08-20
genuine,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Genuine means truly what it is claimed to be; authentic, real, and not fake, counterfeit, or artificial. The word describes both objects that are not imitations and people who are honest, sincere, and without pretense. Genuine emphasizes authenticity, truthfulness, and the absence of deception or artificiality.",adjective,JEN-yoo-in,Claude,"From Latin ""genuinus"" meaning ""innate, natural, authentic,"" from ""genu"" (knee), possibly referring to the Roman custom of a father acknowledging a child by placing it on his knee.",Claude,Latin,The art expert confirmed that the painting was a _______ work by the famous Renaissance master.,Claude,"Remember ""GENUINE"" - truly GENerated and authentiU-INE (authentic), real and not fake or pretentious.",0.0,0.5,0.0,0.7,,,,,2024-08-20
genus,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Genus is a taxonomic category in biological classification that groups related species sharing common characteristics. It ranks above species and below family in the hierarchical system of biological nomenclature. Each genus name is italicized and forms the first part of a species' scientific binomial name (like Homo in Homo sapiens).,noun,JEE-nus,Claude,"From Latin ""genus"" meaning ""birth, race, stock, kind,"" from the root ""gen-"" meaning ""to give birth to.""",Claude,Latin,"All domestic cats belong to the _______ Felis, with the house cat being Felis catus.",Claude,"Remember ""GENUS"" - a GENetic group that's similar, like a family of species with shared GENes and characteristics.",0.0,0.5,0.0,0.7,,,,,2024-08-20
geocaching,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Geocaching is a real-world treasure hunting game where participants use GPS devices or smartphones to hide and find containers (called geocaches or caches) at specific locations worldwide. Players share coordinates online and search for hidden caches, often containing logbooks to sign and small trinkets to trade. It combines technology with outdoor exploration.","noun, verb",JEE-oh-kash-ing,Claude,"Coined from ""geo-"" (Greek ""ge,"" meaning ""earth"") plus ""cache"" (French ""cacher,"" to hide), literally meaning ""earth hiding.""",Claude,"Greek, French","The family spent their vacation _______ in national parks, finding hidden treasures using GPS coordinates.",Claude,"Remember ""GEOCACHING"" - using GPS to find GEOgraphic treasures that are CACHEd (hidden) around the earth.",0.0,0.8,0.3,0.7,,,,,2024-08-20
geographical,2025,2025 Words of Champion _1_.pdf,Three Bee,"Geographical relates to geography, the study of Earth's physical features, climate, population, and the relationships between people and their environments. It describes anything concerning locations, regions, maps, spatial relationships, or the physical and human characteristics of places on Earth.",adjective,jee-uh-GRAF-ik-ul,Claude,"From ""geography"" (from Greek ""geographia,"" from ""geo"" meaning ""earth"" plus ""graphein"" meaning ""to write"") plus ""-ical.""",Claude,Greek,The _______ survey revealed significant differences in climate patterns across the region.,Claude,"Remember ""GEOGRAPHICAL"" - relating to GEOgraphy and GRAPHICAL representation of Earth's features and locations.",0.0,0.8,0.0,0.7,,,,,2024-08-20
geography,2025,2025 Words of Champion _1_.pdf,Three Bee,"Geography is the study of Earth's physical features, climate, countries, peoples, and the relationships between humans and their environments. It encompasses both physical geography (landforms, weather, ecosystems) and human geography (populations, cultures, economic activities). Geography helps us understand spatial relationships and how location influences human activities.",noun,jee-OG-ruh-fee,Claude,"From Greek ""geographia,"" from ""geo"" (earth) plus ""graphein"" (to write, describe), literally meaning ""earth writing"" or ""earth description.""",Claude,Greek,"Students learned about world _______ by studying maps, climates, and cultural regions.",Claude,"Remember ""GEOGRAPHY"" - the study that GRAPHically describes the GEO (earth) and all its features and peoples.",0.0,0.8,0.0,0.7,,,,,2024-08-20
geometric,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Geometric relates to geometry, characterized by or using regular shapes, patterns, and mathematical relationships found in geometric forms like circles, squares, triangles, and other mathematical figures. It describes designs, patterns, art, or concepts that emphasize mathematical precision, symmetry, and angular or curved forms based on geometric principles.",adjective,jee-uh-MET-rik,Claude,"From Greek ""geometrikos,"" from ""geometria"" (geometry), from ""geo"" (earth) plus ""metron"" (measure).",Claude,Greek,The artist created a stunning _______ pattern using interlocking triangles and circles.,Claude,"Remember ""GEOMETRIC"" - relating to GEOmetry and METRic measurement, featuring regular mathematical shapes and patterns.",0.0,0.8,0.0,0.7,,,,,2024-08-20
geopoliticsbroached,2023,2023_Words_of_the_Champions.pdf,Two Bee,"Geopoliticsbroached appears to be a combined word error where ""geopolitics"" (the study of politics influenced by geography) and ""broached"" (brought up for discussion or opened) were incorrectly merged during PDF processing. These terms could be related in context (geopolitics being broached in discussion), but they represent separate concepts that should not be joined as one word.",corrupted entry,jee-oh-POL-ih-tiks-BROHCHT,Claude,"Corrupted combination of ""geopolitics"" (Greek/modern political science term) and ""broached"" (from Old French ""broche"").",Claude,"Greek, French (corrupted)",The word _______ appears to be a parsing error combining political geography with discussion terminology.,Claude,"This is a data error - remember that ""geopolitics"" and ""broached"" should be separate words in proper usage.",0.0,0.8,0.3,0.7,,,,,2024-08-20
gerbilles,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gerbilles appears to be the French plural form of ""gerbil,"" referring to multiple small desert rodents known for their long tails, large eyes, and ability to survive in arid environments. Gerbils are popular as pets and are native to arid regions of Africa and Asia. The French form might appear in scientific contexts or international texts.","noun (plural, French)",zher-BEEL,Claude,"French plural form of ""gerbille"" (gerbil), ultimately from Arabic ""jarbu"" meaning ""jerboa,"" a similar desert rodent.",Claude,"French, Arabic",The research facility housed several colonies of _______ for studies on desert adaptation.,Claude,"Remember ""GERBILLES"" - French for gerbils, multiple GERBils that are ILLE (agile) desert rodents.",0.1,0.8,0.0,0.7,,,,,2024-08-20
