word,years,source_files,source_difficulties,definition,pronunciation,example_sentence,etymology,memory_tips,part_of_speech,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty_level,definition_source,pronunciation_source,etymology_source,example_sentence_source
treatments,2025,2025 Words of Champion _1_.pdf,Three Bee,"Plural of treatment; medical care provided to patients; processes of handling, processing, or dealing with subjects, materials, or situations. Medical treatments include medications, surgeries, therapies, and other interventions designed to cure, improve, or manage health conditions. Industrial treatments modify materials through chemical, physical, or mechanical processes. The word also refers to ways of handling situations, problems, or subjects in various contexts. Different treatments may be compared for effectiveness, cost, or appropriateness for specific conditions or circumstances.",/ˈtritmənt/,"The hospital offers various _____ for cancer patients, including chemotherapy and radiation therapy.","From 'treatment' (from 'treat' + '-ment') + '-s' plural suffix, meaning multiple methods of handling or caring.","[""Think 'medical CARE methods' - different ways of treating diseases or conditions"", ""Remember 'therapies' for various treatment approaches"", ""Connect to 'medications' for pharmaceutical treatment options""]",noun (plural),1.0,1.0,2.0,1.3,,Claude,Claude,Claude,Claude
treble,2021,2021_Printable_Words of the Champions.pdf,One Bee,"Triple in amount or degree; having three parts or aspects; in music, relating to high-pitched sounds or the upper range of musical notes. Musical contexts describe treble clef notation for higher pitches, treble voices, or treble instruments. Audio equipment includes treble controls for adjusting high-frequency sounds. As a verb, means to multiply by three or increase threefold. The word can describe triple wins in sports, triple profits in business, or any situation involving three-part increases or divisions.",/ˈtrɛbəl/,The soprano's _____ voice soared beautifully above the orchestra in the concert hall.,"From Old French 'treble,' from Latin 'triplus' (triple), related to 'tres' (three), meaning 'threefold.'","[""Think 'TRIPLE amount' or 'high musical PITCH' - three times or high sounds"", ""Remember 'TREBLE clef' for musical notation of high notes"", ""Connect to 'soprano' for high-pitched singing voice""]","adjective, noun, verb",1.0,2.0,1.0,1.8,,Claude,Claude,Claude,Claude
trebuchet,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"A medieval siege engine that uses a counterweight system to launch projectiles at fortifications; a type of catapult that became highly effective for breaking down castle walls. These machines could hurl stones, incendiary materials, or other projectiles over long distances with devastating accuracy. Trebuchets represented advanced medieval military technology, using gravitational force and mechanical advantage to achieve greater range and power than earlier siege weapons. Modern trebuchets are built for educational demonstrations, competitions, and historical reenactments. The design principles illustrate fundamental physics concepts including leverage, momentum, and projectile motion.",/ˈtrɛbjʊˌʃɛt/,The medieval army used a massive _____ to breach the castle's stone walls during the siege.,"From Old French 'trebuchet,' possibly from 'trebucher' (to overturn), referring to its tipping motion when firing.","[""Think 'medieval CATAPULT' - counterweight siege engine for attacking castles"", ""Remember 'TREE-bucket' for wooden throwing machine"", ""Connect to 'castle siege' for medieval warfare weapon""]",noun,1.0,3.0,1.0,1.8,,Claude,Claude,Claude,Claude
trees,2023,2023_Words_of_the_Champions.pdf,Two Bee,"Plural of tree; large woody plants with trunks, branches, and leaves that typically grow to considerable height. Trees play crucial ecological roles including oxygen production, carbon dioxide absorption, soil stabilization, and habitat provision for countless species. Forest ecosystems depend on tree diversity for environmental balance and biodiversity. Urban trees provide shade, air purification, and aesthetic value in cities. Different tree species serve various human purposes including lumber, paper production, fruit, nuts, and ornamental landscaping. Environmental conservation efforts focus heavily on tree preservation and reforestation.",/triz/,The park featured dozens of mature _____ that provided shade and homes for local wildlife.,"Plural of 'tree,' from Old English 'trēow,' related to Germanic languages, meaning 'woody plant.'","[""Think 'large PLANTS with trunks' - woody vegetation that grows tall"", ""Remember 'forest' for collections of trees in natural settings"", ""Connect to 'oxygen production' for environmental benefits of trees""]",noun (plural),1.0,1.0,1.0,2.3,,Claude,Claude,Claude,Claude
trefoil,2020; 2024; 2025,2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"A decorative design or architectural element featuring three leaves or lobes; a plant with three-leaflet compound leaves, particularly clover. Architectural trefoils appear in Gothic church windows, decorative stonework, and ornamental designs. The shamrock is a famous trefoil symbol associated with Ireland and St. Patrick's Day. Botanical trefoils include various clover species and other plants with characteristic three-part leaf structures. The design symbolizes the Christian Trinity in religious contexts and appears frequently in heraldry, decorative arts, and architectural ornamentation.",/ˈtriˌfɔɪl/,The Gothic cathedral's windows featured beautiful stone _____ designs that created intricate light patterns.,"From Old French 'trefoil,' from Latin 'trifolium' (three-leaf), from 'tri-' (three) + 'folium' (leaf).","[""Think 'THREE-leaf design' - decorative pattern with three lobes"", ""Remember 'TREFOIL' = tri (three) + foil (leaf) for three-part pattern"", ""Connect to 'clover' for plant with characteristic three-leaf structure""]",noun,1.0,2.5,1.0,1.8,,Claude,Claude,Claude,Claude
trek,2025,2025 Words of Champion _1_.pdf,Three Bee,"A long journey, typically on foot; an arduous trip, especially through mountainous or difficult terrain. Originally describing organized migrations of people with wagons and livestock, particularly in South Africa. Modern usage includes hiking expeditions, adventure travel, and challenging journeys that require endurance and preparation. Popular trekking destinations include mountain ranges, national parks, and remote wilderness areas. The word implies difficulty, duration, and often adventure, distinguishing it from casual walks or short trips. Space exploration adopted 'trek' to describe exploratory missions.",/trɛk/,The mountaineers planned a two-week _____ through the Himalayas to reach base camp.,"From Afrikaans 'trek' (to pull, journey), from Dutch 'trekken' (to pull, travel), originally describing wagon journeys.","[""Think 'long HIKING journey' - arduous travel on foot through difficult terrain"", ""Remember 'Star Trek' for exploratory journey theme"", ""Connect to 'expedition' for challenging adventure travel""]","noun, verb",1.0,1.0,1.0,2.3,,Claude,Claude,Claude,Claude
trellis,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A framework of wooden or metal strips used as a support for climbing plants; a lattice structure that provides support and guides plant growth. Garden trellises help vines, roses, and other climbing plants grow vertically, saving space and creating attractive displays. Architectural trellises provide privacy screens, shade structures, or decorative elements in outdoor spaces. The lattice pattern allows air circulation while supporting plant growth and can be freestanding or attached to walls or fences. Modern trellises incorporate various materials including bamboo, metal, and composite materials for durability and aesthetics.",/ˈtrɛlɪs/,The gardener installed a wooden _____ for the grape vines to climb and create natural shade.,"From Old French 'trelis,' possibly from Latin 'trilicis' (woven with three threads), referring to lattice construction.","[""Think 'plant SUPPORT framework' - lattice structure for climbing plants"", ""Remember 'grape vines' for common trellis application"", ""Connect to 'lattice' for crisscross pattern that supports growth""]",noun,1.2,2.5,1.0,1.8,,Claude,Claude,Claude,Claude
trembling,2020,2020 Words_of_the_Champions.pdf,One Bee,"Present participle of 'tremble,' meaning shaking involuntarily, typically from fear, excitement, cold, or physical weakness. Describes rapid, small movements that occur without conscious control, often indicating emotional states or physical conditions. Medical contexts may describe trembling as symptoms of neurological conditions, anxiety disorders, or medication side effects. The word can describe both human trembling and the movement of objects in wind, during earthquakes, or from vibrations. Emotional trembling often accompanies intense feelings like fear, anger, or overwhelming joy.",/ˈtrɛmblɪŋ/,Her hands were _____ with excitement as she opened the college acceptance letter.,"From 'tremble' + '-ing' present participle suffix, from Old French 'trembler,' meaning 'to shake involuntarily.'","[""Think 'involuntary SHAKING' - uncontrolled movement from emotion or cold"", ""Remember 'nervous trembling' for anxiety-induced shaking"", ""Connect to 'earthquake' for ground trembling or shaking""]","verb (present participle), noun",1.8,1.0,2.0,1.8,,Claude,Claude,Claude,Claude
tremulous,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Shaking or quivering, typically from nervousness, weakness, or emotion; timid, nervous, or uncertain in manner or speech. Describes physical trembling due to age, illness, fear, or strong emotions. Can characterize voices that waver with emotion, hands that shake with nervousness, or behavior that shows uncertainty or fear. The word often appears in literary contexts to convey vulnerability, frailty, or emotional intensity. Medical contexts may describe tremulous movements as symptoms of various conditions affecting muscle control or neurological function.",/ˈtrɛmjələs/,The elderly man spoke in a _____ voice as he recalled his wartime experiences.,"From Latin 'tremulus' (shaking), from 'tremere' (to tremble), meaning 'characterized by trembling.'","[""Think 'TREMBLING quality' - characterized by shaking or quivering"", ""Remember 'TREMUL-OUS' = trembling + characteristic suffix"", ""Connect to 'nervous' for uncertain, shaky behavior or speech""]",adjective,1.5,3.0,2.0,1.8,,Claude,Claude,Claude,Claude
tremuloustrepanation,2024,2024 Words of the Champions.pdf,Three Bee,"ERROR: This appears to be a combined word error. Should likely be separated into 'tremulous' (shaking or quivering) and 'trepanation' (surgical procedure of drilling holes in the skull). 'Tremulous' describes nervous shaking or trembling behavior, while 'trepanation' refers to ancient surgical practice of creating openings in skulls. These represent completely different concepts from medicine and behavior that have been incorrectly merged in the source data.",ERROR: Combined word - check source data,ERROR: This appears to be two separate words incorrectly combined.,ERROR: Combined word requiring separation and individual analysis.,"[""ERROR: This appears to be 'tremulous' + 'trepanation' combined"", ""Review source data for proper word separation"", ""Check for data processing errors in original documents""]",ERROR: Combined word,2.0,4.5,3.0,1.0,,Claude,Claude,Claude,Claude
trencher,2020,2020 Words_of_the_Champions.pdf,One Bee,"A large plate or platter, typically made of wood, used for serving or eating food; historically, a flat piece of bread used as a plate. Medieval dining used trenchers as disposable plates, with stale bread serving as edible dishes that could be eaten or given to poor people after meals. Wooden trenchers became common tableware in medieval and colonial periods, often carved from single pieces of wood. Modern trenchers appear in historical reenactments, rustic dining settings, or decorative contexts. The term also describes someone who digs trenches or excavations.",/ˈtrɛntʃər/,The medieval feast featured roasted meats served on large wooden _____.,"From Old French 'trencheoir,' from 'trencher' (to cut), referring to a cutting board or plate for slicing food.","[""Think 'medieval PLATE' - wooden platter for serving and eating food"", ""Remember 'TRENCH-ER' like cutting or carving board"", ""Connect to 'bread plate' for historical edible trencher use""]",noun,1.0,2.5,2.0,1.8,,Claude,Claude,Claude,Claude
trendy,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Very fashionable or up-to-date; following or setting current trends in style, culture, or behavior. Describes people, places, products, or ideas that are popular and contemporary, often associated with the latest developments in fashion, technology, or social movements. Trendy items may have temporary popularity that changes as new trends emerge. The word can carry positive connotations of being current and stylish, or negative implications of being superficial or following trends without substance. Marketing often targets trendy demographics to promote new products or services.",/ˈtrɛndi/,The _____ restaurant featured innovative fusion cuisine and minimalist decor that attracted young professionals.,"From 'trend' + '-y' (characterized by), meaning 'characterized by current trends or fashion.'","[""Think 'TREND-Y' - characterized by following current trends or fashion"", ""Remember 'fashionable' for stylish and up-to-date appearance"", ""Connect to 'popular' for things that are currently in style""]",adjective,1.0,2.0,1.0,1.3,,Claude,Claude,Claude,Claude
trepanation,2020; 2021; 2022; 2023; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A surgical procedure involving drilling or scraping a hole through the skull to expose the brain, historically performed to treat various medical conditions or for ritualistic purposes. Archaeological evidence shows trepanation was practiced by ancient civilizations worldwide, often with surprising survival rates. Historical purposes included treating head injuries, mental illness, epilepsy, or relieving pressure from brain swelling. Modern neurosurgery uses similar techniques for specific medical procedures, though with vastly improved safety and precision. The practice provides insights into ancient medical knowledge and cultural beliefs about brain function.",/ˌtrɛpəˈneɪʃən/,Archaeological excavations revealed skulls showing evidence of ancient _____ procedures.,"From Greek 'trepanon' (borer, drill) + '-ation' (process), literally meaning 'drilling process.'","[""Think 'drilling SKULL holes' - ancient surgical procedure on the head"", ""Remember 'TREPAN-ATION' = drill + process for skull surgery"", ""Connect to 'brain surgery' for medical procedure involving skull opening""]",noun,1.5,3.5,3.0,2.3,,Claude,Claude,Claude,Claude
trepidation,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A feeling of fear or anxiety about something that may happen; nervous apprehension or worry about future events or uncertain outcomes. The emotion combines fear with anticipation, often occurring before important events, decisions, or potentially dangerous situations. Students may feel trepidation before exams, job applicants before interviews, or patients before medical procedures. The word suggests a mixture of excitement and fear, acknowledging both the significance of upcoming events and uncertainty about their outcomes. Trepidation often motivates preparation and careful consideration of potential consequences.",/ˌtrɛpɪˈdeɪʃən/,She approached her first job interview with considerable _____ about making a good impression.,"From Latin 'trepidation-' from 'trepidare' (to tremble, be alarmed), meaning 'trembling with fear or anxiety.'","[""Think 'nervous FEAR' - anxiety about uncertain future events"", ""Remember 'TREPID-ATION' contains 'tepid' suggesting hesitant feelings"", ""Connect to 'apprehension' for worried anticipation of events""]",noun,1.5,3.5,3.0,1.8,,Claude,Claude,Claude,Claude
trespass,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"To enter someone's property without permission; to violate laws, rights, or moral boundaries; an act of wrongful entry or violation. Legal trespassing involves unauthorized entry onto private property, which may result in criminal or civil penalties. Religious contexts describe trespassing as sinning or violating moral laws. The word can describe physical intrusion onto land, buildings, or restricted areas, as well as metaphorical violations of personal boundaries, rights, or sacred spaces. Property law distinguishes between different types of trespass based on intent, damage, and circumstances.",/ˈtrɛsˌpæs/,The 'No Trespassing' signs clearly warned hikers not to _____ on the private farmland.,"From Old French 'trespasser' (to pass across), from 'tres-' (across) + 'passer' (to pass), meaning 'to pass across boundaries.'","[""Think 'crossing BOUNDARIES' - entering property without permission"", ""Remember 'TRES-PASS' = across + pass for crossing forbidden lines"", ""Connect to 'private property' for unauthorized entry violations""]","verb, noun",1.2,2.5,1.0,1.8,,Claude,Claude,Claude,Claude
trey,2023,2023_Words_of_the_Champions.pdf,Two Bee,"The number three, especially on dice or playing cards; a card or die showing three spots or pips. In card games, refers to any card with a face value of three, such as the three of hearts or three of spades. Dice games use trey to describe the face showing three dots. Basketball adopted 'trey' as slang for three-point shots made from beyond the three-point line. The term appears in various gambling contexts and games where the number three has significance or special value.",/treɪ/,The poker player was disappointed to draw only a _____ when she needed a high card.,"From Old French 'treis' (three), from Latin 'tres,' meaning 'three' in gaming contexts.","[""Think 'number THREE' on cards or dice - gaming term for three"", ""Remember 'playing cards' for three-value cards in card games"", ""Connect to 'basketball' for three-point shot slang usage""]",noun,1.0,1.5,1.0,1.8,,Claude,Claude,Claude,Claude
triage,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"The assignment of degrees of urgency to medical patients or casualties to decide the order of treatment; the process of sorting and prioritizing based on urgency or importance. Medical triage occurs in emergency rooms, disaster responses, and military medicine to ensure the most critical patients receive immediate attention. The process involves rapid assessment to categorize patients by severity of condition and likelihood of survival with treatment. Modern triage systems use standardized protocols and color-coding to streamline decision-making. The concept extends beyond medicine to any situation requiring prioritization of limited resources.",/ˈtriˌɑʒ/,The emergency room nurse performed _____ to determine which patients needed immediate attention.,"From French 'trier' (to sort, sift), originally meaning 'sorting' or 'selection,' adopted into medical terminology.","[""Think 'sorting by URGENCY' - prioritizing patients by medical severity"", ""Remember 'TRI-AGE' like 'try + age' for assessing patient needs"", ""Connect to 'emergency room' for medical priority decision-making""]","noun, verb",1.0,2.0,1.0,1.8,,Claude,Claude,Claude,Claude
triagetrinkets,2024,2024 Words of the Champions.pdf,Three Bee,"ERROR: This appears to be a combined word error. Should likely be separated into 'triage' (medical prioritization system) and 'trinkets' (small decorative objects or jewelry). 'Triage' refers to sorting patients by medical urgency, while 'trinkets' are small ornamental items or inexpensive jewelry. These represent completely different concepts from medicine and decorative arts that have been incorrectly merged in the source data.",ERROR: Combined word - check source data,ERROR: This appears to be two separate words incorrectly combined.,ERROR: Combined word requiring separation and individual analysis.,"[""ERROR: This appears to be 'triage' + 'trinkets' combined"", ""Review source data for proper word separation"", ""Check for data processing errors in original documents""]",ERROR: Combined word,1.0,4.0,2.0,1.0,,Claude,Claude,Claude,Claude
tribunal,2020,2020 Words_of_the_Champions.pdf,One Bee,"A court of justice; a judicial body or committee established to settle disputes, investigate matters, or make decisions on specific issues. Legal tribunals may have specialized jurisdiction over particular types of cases such as employment disputes, immigration matters, or military justice. International tribunals address conflicts between nations or war crimes. Administrative tribunals handle appeals from government decisions. The term suggests formal legal proceedings with established procedures, evidence presentation, and authoritative decision-making power. Modern tribunals often provide alternative dispute resolution outside traditional court systems.",/traɪˈbjunəl/,The employment _____ ruled in favor of the worker who had been unfairly dismissed.,"From Latin 'tribunal,' from 'tribunus' (magistrate), from 'tribus' (tribe), referring to a raised platform for officials.","[""Think 'specialized COURT' - judicial body for specific types of disputes"", ""Remember 'TRIBUNAL' sounds like 'tribe + final' for tribal justice"", ""Connect to 'judge' for authority figure making legal decisions""]",noun,1.0,2.5,2.0,1.8,,Claude,Claude,Claude,Claude
tributary,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A river or stream that flows into a larger river or lake; a person or state that pays tribute to another; something that contributes to or feeds into a larger system. Geographic tributaries form essential parts of river systems, carrying water and sediment to main waterways. Historical tributaries were nations or peoples who paid tribute to dominant powers for protection or to avoid conquest. The concept extends to any subsidiary element that contributes to a larger whole, such as subsidiary roads feeding into highways or secondary sources supporting main arguments.",/ˈtrɪbjəˌtɛri/,The Missouri River is a major _____ of the Mississippi River system.,"From Latin 'tributarius' (paying tribute), from 'tributum' (tribute), meaning 'contributing to' or 'feeding into.'","[""Think 'TRIBUTE-ARY' - gives tribute or flows into larger water body"", ""Remember 'smaller river' flowing into bigger river system"", ""Connect to 'contributing' for feeding into larger systems""]","noun, adjective",1.0,3.0,2.0,1.8,,Claude,Claude,Claude,Claude
trice,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A very short period of time; an instant or moment. The phrase 'in a trice' means very quickly or immediately, emphasizing the brief duration of actions or events. Originally a nautical term referring to pulling or hoisting with a single quick motion, the word evolved to describe any rapid action or brief time period. Modern usage often appears in expressions emphasizing speed or brevity. The concept suggests something happening so quickly that it's almost instantaneous, faster than most people would expect or notice.",/traɪs/,"The experienced chef chopped all the vegetables in a _____, impressing the cooking students.","From Middle Dutch 'trisen' (to hoist quickly), originally a nautical term for quick rope pulling, later meaning 'instant.'","[""Think 'in a TRICE' - very quick moment or instant"", ""Remember 'THREE times fast' though trice means once quickly"", ""Connect to 'instant' for extremely brief period of time""]",noun,1.0,2.0,1.0,2.3,,Claude,Claude,Claude,Claude
