word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
diplodocus,"A large, long-necked dinosaur from the Late Jurassic period, characterized by its extremely long tail and neck. One of the longest dinosaurs known, reaching lengths of up to 90 feet, with a relatively small head compared to its massive body.",noun,dip-LOD-oh-kus (emphasis on second syllable),"From Greek ""diplos"" (double) + ""dokos"" (beam), referring to the double-beamed chevron bones in its tail. Paleontological naming.",Greek (scientific nomenclature),The _____ used its long neck to reach vegetation that other dinosaurs couldn't access.,"Think ""dip-LODocus"" - a dinosaur that could ""dip"" its long neck down to ""load"" up on plants with its massive size.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
diploma,An official document certifying the successful completion of a course of study or training; a certificate awarded by an educational institution. Represents academic achievement and qualifies holders for advanced study or professional opportunities.,noun,dip-LOH-mah (emphasis on second syllable),"From Greek ""diploma"" meaning ""folded paper"" (from diploun ""to fold double""). Originally referred to official documents folded for authenticity.",Greek,"After four years of hard work, she finally received her college _____.","Think ""dip-LOMA"" - you ""dip"" your head to receive your diploma, a document that shows you completed your educational ""loma"" (load).",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
diptych,"A work of art consisting of two panels or sections, typically hinged together; originally referring to ancient writing tablets. Common in religious art, where two panels might show related scenes or complementary subjects.",noun,DIP-tik (emphasis on first syllable),"From Greek ""diptychos"" meaning ""folded in two"" (di- ""two"" + ptychē ""fold""). Art and literary terminology.",Greek,The medieval _____ depicted scenes from the life of Christ on two connected wooden panels.,"Remember ""DIP-tych"" - ""dip"" (two) panels that you can ""tick"" (touch) together, folded art in two parts.",8,4,2,8,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dire,"Extremely serious or urgent; warning of or threatening disaster or misfortune. Describes situations that are desperate, critical, or foreboding, often requiring immediate attention or action.",adjective,"DIRE (rhymes with ""fire"")","From Latin ""dirus"" meaning ""fearful, awful."" Via Old French ""dire."" Related to ""dirge"" and other words suggesting doom.",Latin via Old French,The economic forecast painted a _____ picture of unemployment and recession.,"Remember ""DIRE"" rhymes with ""fire"" - both represent dangerous, threatening situations that demand immediate attention.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
direct,"Proceeding in a straight line or by the shortest course; straightforward and honest in manner or speech. Can mean to guide, manage, or control something toward a particular end or in a particular direction.","adjective, verb",die-REKT or DIE-rekt (emphasis varies),"From Latin ""directus"" meaning ""straight"" (from dirigere ""to guide straight""). Via Old French ""direct.""",Latin via Old French,She gave him _____ instructions on how to reach the downtown office.,"Think ""die-RECT"" - to ""correct"" something by making it straight and ""direct,"" without detours or confusion.",10,9,2,6,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2025 Words of Champion _1_.pdf,False,
directly,"In a straight line or by the shortest route; immediately or at once; in a frank and honest manner. Indicates both spatial and temporal immediacy, as well as communication style.",adverb,die-REKT-lee (emphasis on second syllable),"From ""direct"" + ""-ly"" adverbial suffix. Formation following standard English adverb patterns.",Latin via Old French with English suffix,Please speak _____ to the manager about your concerns regarding the service.,"Remember ""die-RECTly"" - doing something ""directly"" means doing it in a ""correct"" and straight manner immediately.",10,9,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dirigible,A large balloon or airship that can be steered and propelled through the air; a lighter-than-air aircraft with its own power source. Distinguished from balloons by having engines and steering capabilities.,"noun, adjective",DIR-i-ji-bul (emphasis on first syllable),"From Latin ""dirigere"" meaning ""to direct, guide."" Aeronautical term for steerable aircraft.",Latin,The vintage _____ floated majestically over the city during the air show.,"Think ""DIRigible"" - an aircraft you can ""direct"" and guide through the sky, unlike a balloon that just drifts.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dirndl,"A traditional dress worn in Germany, Austria, and Switzerland, consisting of a bodice, blouse, full skirt, and apron. Commonly associated with Bavarian and Alpine culture, often worn during festivals like Oktoberfest.",noun,DIRN-dul (emphasis on first syllable),"From German/Austrian dialect ""Dirndl,"" diminutive of ""Dirne"" meaning ""girl."" Traditional clothing terminology.",German/Austrian,She wore a beautiful traditional _____ to the Oktoberfest celebration.,"Think ""DIRN-dl"" - a traditional German dress that ""turns"" girls into the classic Alpine look with its distinctive style.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
disaster,"A sudden event causing great damage, destruction, or distress; a complete failure or fiasco. Can refer to natural catastrophes like earthquakes or human-caused events like accidents.",noun,die-ZAS-ter (emphasis on second syllable),"From Italian ""disastro"" from Greek ""dis-"" (bad) + ""astron"" (star). Originally referred to unfavorable astrological influences.",Italian from Greek,The earthquake was a natural _____ that required international humanitarian aid.,"Think ""die-ZASter"" - like a ""zap"" from bad stars that brings destruction and makes things ""die"" or fail completely.",10,6,5,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
disasternoun,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,True,"Combined word error: ""disasternoun"" appears to be ""disaster"" + ""noun"" merged together. This is likely a PDF parsing error where the word ""disaster"" was incorrectly combined with grammatical notation."
disband,"To break up or dissolve an organized group; to dismiss members of an organization and cease operations. Often refers to military units, clubs, bands, or other formal groups ending their association.",verb,dis-BAND (emphasis on second syllable),"From prefix ""dis-"" (apart) + ""band"" (group). Formation indicating the breaking apart of a bound group.",English (prefix + word combination),"After the scandal, the board decided to _____ the committee permanently.","Think ""dis-BAND"" - to ""dis"" (dismiss) a ""band"" or group, breaking it apart and scattering the members.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2023; 2025,2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,False,
