word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
gizzard,2024,2024 Words of the Champions.pdf,Three Bee,"A gizzard is a muscular part of a bird's stomach that grinds food, particularly in birds that eat seeds and grain. This specialized digestive organ contains small stones or grit that help break down tough food materials. The gizzard is the bird's equivalent of teeth for mechanical digestion, essential for processing hard foods.",noun,GIZ-ard,Claude,"From Middle English ""giser,"" from Old French ""gesier,"" ultimately from Latin ""gigeria"" (cooked entrails of poultry).",Claude,"Middle English, Old French, Latin",The chicken's _______ helped grind up the corn and seeds it had eaten.,Claude,"Remember ""GIZZARD"" - a bird's grinding organ that's like a GRIZzly bear for food, tough and powerful.",0.1,0.5,0.0,0.6,,,,,2024-08-20
glabella,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"The glabella is the smooth area of the forehead between the eyebrows, above the nose bridge. In anatomy, this region is significant as a landmark for medical procedures and anthropological measurements. The glabella can also refer to the muscle in this area that causes frowning when contracted, and is a common site for cosmetic treatments.",noun,gluh-BEL-uh,Claude,"From Latin ""glabella,"" diminutive of ""glaber"" meaning ""smooth, hairless,"" referring to the smooth area between the eyebrows.",Claude,Latin,The dermatologist injected the treatment directly into the _______ to reduce frown lines.,Claude,"Remember ""GLABELLA"" - the GLAB (smooth) area between eyebrows, like a small BELL-shaped smooth zone on your forehead.",0.1,0.8,0.0,0.7,,,,,2024-08-20
glabrous,2025,2025 Words of Champion _1_.pdf,Three Bee,"Glabrous means smooth and hairless, lacking hair, down, or fuzz, typically used to describe plant parts, skin, or surfaces. In botany, glabrous leaves or stems are completely smooth without any hair-like structures. The term emphasizes the complete absence of surface texture or covering that would make something rough or fuzzy.",adjective,GLAY-brus,Claude,"From Latin ""glaber"" meaning ""smooth, bald, hairless,"" related to ""glabra"" (smooth area).",Claude,Latin,The botanist noted that the plant's _______ leaves had no fuzzy texture whatsoever.,Claude,"Remember ""GLABROUS"" - GLAd to be BaRe and smOoth, completely hairless and smooth to touch.",0.0,0.8,0.3,0.7,,,,,2024-08-20
glacier,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"A glacier is a large, slow-moving mass of ice formed from compressed snow that accumulates over many years, typically found in mountains or polar regions. Glaciers flow slowly downhill due to gravity, carving valleys and shaping landscapes. They serve as important water sources and climate indicators, with many glaciers currently retreating due to global warming.",noun,GLAY-sher,Claude,"From French ""glacier,"" from ""glace"" (ice), ultimately from Latin ""glacies"" (ice).",Claude,"French, Latin",The massive _______ had carved the mountain valley over thousands of years.,Claude,"Remember ""GLACIER"" - a GLAss-like river of ICE that moves slowly down mountains, shaping the land.",0.0,0.5,0.3,0.7,,,,,2024-08-20
glacis,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A glacis is a gently sloping embankment or artificial slope, particularly one that slopes away from a fortification to provide a clear field of fire and prevent enemies from taking cover. In military architecture, the glacis is the outermost defensive element of a fort, designed to expose attackers to defensive fire while providing no protection.",noun,GLAY-sis,Claude,"From French ""glacis"" meaning ""slope,"" from ""glacer"" (to slip, slide), related to ""glace"" (ice, slippery surface).",Claude,French,The fort's _______ provided a clear killing field while offering no cover to approaching enemies.,Claude,"Remember ""GLACIS"" - a GLAss-smooth slope around forts that's as slippery as ICE for attackers, exposing them to fire.",0.0,0.5,0.0,0.5,,,,,2024-08-20
gladiatorial,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gladiatorial relates to gladiators or the arena contests in which they fought in ancient Rome. It describes the combats, spectacles, training, or culture surrounding these professional fighters who entertained crowds by fighting each other or wild animals. Gladiatorial contests were central to Roman entertainment and represent a significant aspect of ancient Roman society.",adjective,glad-ee-uh-TOR-ee-ul,Claude,"From Latin ""gladiator"" (swordsman, from ""gladius"" meaning ""sword"") plus the adjectival suffix ""-ial.""",Claude,Latin,The museum's exhibit featured artifacts from _______ contests in the Roman Colosseum.,Claude,"Remember ""GLADIATORIAL"" - relating to GLADiators fighting in arenas, sword combat for entertainment in ancient Rome.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gladiolus,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A gladiolus is a flowering plant with tall spikes of colorful, funnel-shaped flowers arranged along a single stem, popular in gardens and as cut flowers. These perennial plants grow from corms (bulb-like structures) and produce sword-shaped leaves. Gladioli come in many colors and are prized for their dramatic vertical flower displays.",noun,glad-ee-OH-lus,Claude,"From Latin ""gladiolus,"" diminutive of ""gladius"" (sword), referring to the sword-like shape of the leaves.",Claude,Latin,"The garden bed was filled with tall _______ flowers in shades of pink, red, and white.",Claude,"Remember ""GLADIOLUS"" - a flower with sword-like leaves, named after the GLADius (Roman sword) due to its shape.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gladness,2024,2024 Words of the Champions.pdf,Three Bee,"Gladness is a feeling of joy, happiness, or pleasure, characterized by a cheerful and contented state of mind. It represents a positive emotional condition that arises from favorable circumstances, good news, or general satisfaction with life. Gladness is often visible in facial expressions and behavior, suggesting an inner lightness and optimism.",noun,GLAD-nis,Claude,"From ""glad"" (from Old English ""glæd"" meaning ""bright, cheerful"") plus the noun-forming suffix ""-ness.""",Claude,Old English,Her face lit up with _______ when she received the acceptance letter from her dream college.,Claude,"Remember ""GLADNESS"" - the state of being GLAD, happiness and joy that makes you feel bright and cheerful.",0.1,0.8,0.3,0.30000000000000004,,,,,2024-08-20
glareous,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Glareous means gravelly or containing gravel, particularly describing soil or ground that has a high content of small stones and pebbles. This geological term is used to describe terrain or soil composition that is characterized by loose rock fragments. The term is primarily used in technical, geological, or agricultural contexts.",adjective,GLAIR-ee-us,Claude,"From Latin ""glarea"" meaning ""gravel"" plus the adjectival suffix ""-ous,"" literally meaning ""full of gravel.""",Claude,Latin,The _______ soil drained quickly but required amendments to support plant growth.,Claude,"Remember ""GLAREOUS"" - GLARE-ing with gravel, soil that's full of stones and rocky fragments.",0.2,0.8,0.3,0.7,,,,,2024-08-20
glasses,2024,2024 Words of the Champions.pdf,Three Bee,"Glasses refers to eyeglasses or spectacles worn to correct vision problems or protect the eyes, consisting of lenses mounted in frames that sit on the nose and ears. The term can also refer to drinking vessels made of glass, or the plural of any glass objects. In the vision context, glasses help focus light properly on the retina.",noun (plural),GLAS-iz,Claude,"Plural of ""glass,"" from Old English ""glæs,"" referring to the transparent material or objects made from it.",Claude,Old English,She put on her reading _______ to examine the fine print in the contract.,Claude,"Remember ""GLASSES"" - GLAss lenses that help you see clearly, or drinking vessels made of transparent glass.",0.1,0.5,0.0,0.30000000000000004,,,,,2024-08-20
glaswegian,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Glaswegian refers to a person from Glasgow, Scotland, or anything relating to Glasgow and its culture, dialect, or characteristics. Glaswegians are known for their distinctive accent and cultural identity within Scotland. The term encompasses both the people and the cultural aspects associated with Scotland's largest city.","noun, adjective",glaz-WEE-jun,Claude,"From ""Glasgow"" (from Scottish Gaelic ""Glaschu"" meaning ""green hollow"") plus the suffix ""-ian"" indicating origin or relation.",Claude,"Scottish Gaelic, English",The _______ comedian entertained the audience with stories about life in Glasgow.,Claude,"Remember ""GLASWEGIAN"" - someone from GLASgow who speaks with a distinctive Scottish dialect, a GLAd resident of the WEll-known city.",0.0,0.8,0.0,0.4,,,,,2024-08-20
glaucomatous,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Glaucomatous relates to or affected by glaucoma, a group of eye diseases that damage the optic nerve and can lead to blindness if untreated. The term describes conditions, symptoms, or changes in the eye associated with increased intraocular pressure that characterizes glaucoma. Early detection and treatment are crucial for preserving vision.",adjective,glow-KOM-uh-tus,Claude,"From ""glaucoma"" (from Greek ""glaukoma,"" from ""glaukos"" meaning ""bluish-gray,"" referring to the appearance of affected eyes) plus ""-ous.""",Claude,Greek,The ophthalmologist detected early _______ changes during the routine eye examination.,Claude,"Remember ""GLAUCOMATOUS"" - relating to GLAUcoma, eye disease that can make vision GLAUky (gray and dim).",0.0,0.8,0.3,0.7,,,,,2024-08-20
glazed,2021,2021_Printable_Words of the Champions.pdf,One Bee,"Glazed describes something covered with a smooth, glossy coating or surface, such as pottery with a ceramic glaze, food with a shiny coating, or eyes that appear glassy and unfocused. The term can refer to the shiny finish applied to ceramics, the coating on donuts or ham, or the blank expression that suggests distraction or tiredness.","adjective, verb (past tense)",GLAYZD,Claude,"Past participle of ""glaze,"" from Middle English ""glasen"" meaning ""to fit with glass,"" related to ""glass.""",Claude,Middle English,The _______ pottery had a beautiful blue-green finish that caught the light perfectly.,Claude,"Remember ""GLAZED"" - covered with a GLAss-like coating that's smooth and shiny, or eyes that look glassy.",0.0,0.5,0.3,0.4,,,,,2024-08-20
glazier,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A glazier is a craftsperson who cuts, installs, and replaces glass, particularly in windows, doors, and other architectural applications. Glaziers work with various types of glass and glazing systems, requiring skill in measuring, cutting, and safely handling glass materials. This trade combines technical knowledge with practical craftsmanship.",noun,GLAY-zher,Claude,"From Middle English ""glasier,"" from ""glass"" plus the agent suffix ""-ier,"" meaning ""one who works with glass.""",Claude,Middle English,The skilled _______ carefully measured and cut the replacement window glass.,Claude,"Remember ""GLAZIER"" - someone who works with GLAss, a specialist who instaLls and repairs glass windows.",0.0,0.5,0.3,0.4,,,,,2024-08-20
