"word","definition","part_of_speech","pronunciation_guide","etymology","language_origins","definition_source","pronunciation_source","etymology_source","example_sentence","example_sentence_source","memory_tip","memory_tip_source","difficulty_phonetic","difficulty_semantic","difficulty_morphological","difficulty_etymological","difficulty","years","source_files","source_difficulties","combined_words_detected","incomplete_word_detected","parsing_errors"
"field","Field has multiple meanings depending on context. It can refer to an open area of land, especially one used for agriculture or sports. In academic contexts, field refers to a particular area of study or professional activity, such as the field of medicine. Field can also mean the area where practical work or research is conducted, as opposed to theoretical study. In various technical contexts, field describes areas of influence or activity, such as magnetic fields or visual fields.","noun, verb","FEELD","From Old English ""feld"" meaning ""open land"" or ""plain,"" related to similar words in other Germanic languages.","Old English","Claude","Claude","Claude","The researcher spent months in the _______ collecting data on wildlife behavior patterns.","Claude","Remember ""FIELD"" - an open area where you can FEEL free to work, play, or study in your area of expertise.","Claude","1","4","1","1","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fiendishly","Fiendishly means in an extremely wicked, cruel, or diabolical manner, or with devilish cleverness and cunning. The word can describe actions that are deliberately harmful or malicious, or it can describe something that is extremely difficult or challenging in a cleverly constructed way. Fiendishly often implies a kind of intelligent evil or sophisticated cruelty that makes situations particularly troublesome or complex. The adverb emphasizes the deliberate and calculated nature of the difficulty or wickedness.","adverb","FEEN-dish-lee","From ""fiendish"" (from ""fiend,"" from Old English ""fēond"" meaning ""enemy"" or ""devil"") plus the adverb suffix ""-ly.""","Old English","Claude","Claude","Claude","The puzzle was _______ difficult, designed to challenge even the most experienced solvers.","Claude","Remember ""FIEND-ishly"" - done in a devilish way, like a FIEND who acts wickedly or makes things extremely challenging.","Claude","2","4","1","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fiercest","Fiercest is the superlative form of fierce, describing something that displays the most intense degree of aggression, intensity, or strength. When something is the fiercest, it surpasses all others in terms of wild, savage, or passionate behavior. The word can apply to animals, competition, weather, or any situation characterized by extreme intensity. Fiercest implies not just strength but also a kind of wild, untamed quality that makes something particularly formidable or impressive.","adjective (superlative)","FEER-sist","Superlative form of ""fierce,"" from Old French ""fiers,"" ultimately from Latin ""ferus"" meaning ""wild.""","Latin, Old French","Claude","Claude","Claude","The lioness was known as the _______ hunter in the pride, feared by all prey animals.","Claude","Remember ""FIERCE-st"" - the most FIERCE of all, showing the greatest intensity and wild strength.","Claude","1","4","1","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"fifth","Fifth refers to the number five in a sequence or series, representing the ordinal position that comes after fourth and before sixth. As a noun, fifth can refer to one of five equal parts of something, or to a specific quantity, such as a fifth of a gallon (in liquid measurement). In music, fifth refers to an interval of five notes. The word is used in various contexts to indicate position, proportion, or quantity related to the number five.","ordinal number, noun","FIFTH","From Old English ""fīfta,"" related to ""fīf"" (five), following the pattern of other ordinal numbers.","Old English","Claude","Claude","Claude","She finished in _______ place in the marathon, achieving her personal best time.","Claude","Remember ""FIFTH"" - the FIFth position, coming after four others, related to FIVE.","Claude","2","4","1","1","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fifty","Fifty is the cardinal number equal to five times ten, written as 50 in numerals. This number represents a significant milestone in many contexts, such as the fiftieth birthday being a major celebration, or fifty percent representing half of something. Fifty is often used as a round number in estimates, measurements, and various calculations. The number has cultural significance in phrases like ""fifty-fifty"" (equal chances) and represents a substantial quantity in most counting contexts.","cardinal number, noun","FIF-tee","From Old English ""fīftig,"" combining ""fīf"" (five) and ""tig"" (group of ten), literally meaning ""five tens.""","Old English","Claude","Claude","Claude","The small town had a population of exactly _______ residents according to the latest census.","Claude","Remember ""FIF-ty"" - FIFe (five) groups of ten, halfway to one hundred.","Claude","1","4","1","1","","2020; 2021","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"fights","Fights can function as both a noun and verb, referring to physical or verbal conflicts between people or animals. As a verb, fights means to engage in battle, to struggle against something, or to work hard to achieve or resist something. As a noun, fights are instances of combat, arguments, or struggles. The word can apply to literal physical altercations, competitive contests, or metaphorical battles against diseases, injustice, or other challenges that require sustained effort to overcome.","noun (plural), verb","FYTS","From Old English ""feohtan"" meaning ""to combat"" or ""to struggle,"" related to similar words in other Germanic languages.","Old English","Claude","Claude","Claude","The boxer _______ professionally and donates part of his earnings to charity.","Claude","Remember ""FIGHTS"" - conflicts where people might FIGHT with their FISTS or struggle against challenges.","Claude","2","4","1","1","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"figurative","Figurative describes language, art, or expression that uses figures of speech, symbols, or metaphors rather than literal, straightforward meaning. Figurative language includes metaphors, similes, personification, and other literary devices that create meaning through comparison or symbolic representation. In art, figurative refers to works that represent recognizable objects, people, or scenes rather than abstract forms. Figurative expression enriches communication by adding layers of meaning and emotional resonance beyond literal statements.","adjective","FIG-yur-uh-tiv","From Latin ""figurativus,"" from ""figurare"" meaning ""to shape"" or ""to form,"" related to ""figura"" meaning ""shape.""","Latin","Claude","Claude","Claude","The poet's _______ language painted vivid mental images through creative metaphors and similes.","Claude","Remember ""FIGUR-ative"" - using FIGUREs of speech that aren't literal, like drawing word pictures with language.","Claude","1","4","1","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"filagree","Filagree (also spelled filigree) is delicate ornamental work made from fine wire, typically gold or silver, twisted and soldered together to create intricate decorative patterns. This ancient metalworking technique produces lace-like designs that are both beautiful and technically challenging to create. Filagree work is often used in jewelry, decorative objects, and architectural details. The term can also describe anything that resembles this delicate, intricate wirework, emphasizing fine detail and ornate craftsmanship.","noun","FIL-uh-gree","From French ""filigrane,"" from Italian ""filigrana,"" from Latin ""filum"" (thread) and ""granum"" (grain), referring to the thread-like appearance.","Latin, Italian, French","Claude","Claude","Claude","The antique brooch featured intricate _______ work that demonstrated the jeweler's exceptional skill.","Claude","Remember ""FIL-agree"" - decorative work made from FILaments (fine wires) that people aGREE looks beautiful and delicate.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"filar","Filar refers to something relating to or resembling a thread or having a thread-like structure. In technical and scientific contexts, filar describes instruments, measurements, or structures that use fine threads, wires, or thread-like components. For example, filar micrometers use fine threads or wires as measuring references. The term emphasizes the thin, thread-like quality of objects or the use of thread-like elements in precision instruments and measurements.","adjective","FY-lar","From Latin ""filaris,"" from ""filum"" meaning ""thread,"" emphasizing thread-like characteristics.","Latin","Claude","Claude","Claude","The astronomer used a _______ micrometer to make precise measurements of stellar positions.","Claude","Remember ""FIL-ar"" - relating to FILaments or threads, like hair that's as thin as thread.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"filbert","A filbert is a type of hazelnut, specifically the cultivated variety of the hazel tree that produces edible nuts. Filberts are oval-shaped nuts with a sweet, rich flavor commonly used in cooking, baking, and confections. The nuts are harvested in autumn and can be eaten fresh or used in various culinary applications, from chocolates and pastries to savory dishes. Filbert trees are also grown ornamentally and are important in commercial nut production, particularly in regions with temperate climates.","noun","FIL-bert","From Old French ""noix de Philibert,"" named after St. Philibert, whose feast day falls during the nut harvest season.","Old French","Claude","Claude","Claude","The baker added chopped _______ nuts to the coffee cake for extra flavor and texture.","Claude","Remember ""FIL-bert"" - a nut named after Saint Philibert, like PHIL who likes BERT-sized nuts (hazelnuts).","Claude","1","4","1","2","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"files","Files can refer to collections of papers, documents, or digital information organized for storage and reference, or to tools used for smoothing or shaping surfaces through abrasion. In office contexts, files are organized records kept for future reference. In computing, files are units of data stored on computers. As a verb, files means to organize documents systematically or to smooth surfaces with an abrasive tool. The word emphasizes organization, storage, and systematic arrangement of information or materials.","noun (plural), verb","FYLZ","From Old French ""filer"" meaning ""to string documents on a thread,"" from Latin ""filum"" meaning ""thread.""","Latin, Old French","Claude","Claude","Claude","She organized all the legal _______ alphabetically for easy reference during the trial preparation.","Claude","Remember ""FILES"" - documents strung together in order like beads on a string, or tools that make surfaces smoother.","Claude","1","4","1","3","","2023","2023_Words_of_the_Champions.pdf","Two Bee","False","False",""
"filial","Filial describes the relationship, feelings, or duties of a child toward their parents, emphasizing respect, obedience, and care. This adjective relates to the bond between offspring and their parents, particularly focusing on the responsibilities and emotional connections that children have toward those who raised them. Filial concepts are important in many cultures and legal systems, where filial duties may include caring for aging parents. The term emphasizes family relationships and intergenerational obligations.","adjective","FIL-ee-ul","From Latin ""filialis,"" from ""filius"" (son) and ""filia"" (daughter), relating to children's relationships with parents.","Latin","Claude","Claude","Claude","Her _______ devotion to her elderly mother was evident in the daily care and attention she provided.","Claude","Remember ""FIL-ial"" - the relationship between children and parents, like how children should FILL their role as loving offspring.","Claude","1","4","1","3","","2020; 2021; 2022; 2023","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf","One Bee; Two Bee","False","False",""
"filigree","Filigree is an intricate ornamental technique using fine wire, typically gold or silver, twisted and soldered together to create delicate, lace-like patterns. This ancient decorative art form produces jewelry, boxes, and ornamental objects with elaborate openwork designs that appear almost ethereal in their delicacy. Filigree requires exceptional skill and patience, as artisans must manipulate extremely fine wires into complex patterns. The technique has been practiced for centuries across many cultures and represents some of the finest examples of metalworking artistry.","noun, adjective","FIL-i-gree","From French ""filigrane,"" from Italian ""filigrana,"" combining Latin ""filum"" (thread) and ""granum"" (grain).","Latin, Italian, French","Claude","Claude","Claude","The museum displayed exquisite _______ jewelry from the 18th century, showcasing incredibly detailed wirework.","Claude","Remember ""FILI-gree"" - ornate jewelry made from fine FILaments that people aGREE is beautifully intricate.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fillings","Fillings are materials used to fill spaces, cavities, or containers, such as dental fillings that repair tooth decay, food fillings that go inside pastries or sandwiches, or substances used to fill gaps in construction. In dentistry, fillings restore damaged teeth using materials like amalgam or composite resin. In cooking, fillings are ingredients placed inside pastries, dumplings, or other foods. The word emphasizes the function of filling empty spaces or adding substance to hollow areas.","noun (plural)","FIL-ingz","From ""fill"" (from Old English ""fyllan"") plus the suffix ""-ing,"" referring to materials that fill spaces.","Old English","Claude","Claude","Claude","The dentist recommended composite _______ for the cavities because they match the natural tooth color.","Claude","Remember ""FILL-ings"" - materials that FILL empty spaces, whether in teeth, food, or other objects.","Claude","1","4","1","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"film","Film has multiple meanings, most commonly referring to a thin layer of material or a motion picture. As a thin layer, film can describe coatings, membranes, or surface coverings that are very thin. In photography and cinema, film refers to the medium used to capture images, or to motion pictures themselves. Film can also be a verb meaning to record moving images with a camera. The word emphasizes both thinness and the recording or covering function.","noun, verb","FILM","From Old English ""filmen"" meaning ""membrane"" or ""thin skin,"" related to ""fell"" meaning ""hide"" or ""skin.""","Old English","Claude","Claude","Claude","The director decided to _______ the documentary in black and white to create a timeless artistic effect.","Claude","Remember ""FILM"" - a thin layer like skin, or movies that capture images on thin strips of material.","Claude","1","4","1","1","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"final","Final describes something that comes at the end, represents the last in a series, or is conclusive and unchangeable. When something is final, it represents the ultimate conclusion, decision, or result that cannot be altered or appealed. Final can apply to examinations, decisions, products, or any situation where no further changes are expected or possible. The word emphasizes completeness, conclusion, and the definitive nature of whatever is being described.","adjective, noun","FY-nul","From Latin ""finalis,"" from ""finis"" meaning ""end"" or ""boundary,"" emphasizing conclusion or completion.","Latin","Claude","Claude","Claude","The judge's _______ ruling ended the lengthy legal battle between the two companies.","Claude","Remember ""FIN-al"" - the FINish or end, the last and conclusive point that FINalizes everything.","Claude","1","4","1","3","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"finally","Finally is an adverb meaning at last, after a long wait or delay, or as the final point in a sequence or argument. When something happens finally, it occurs after previous attempts, extended time, or as the conclusion to a series of events. The word can express relief, completion, or the resolution of something that has been anticipated or worked toward. Finally emphasizes the conclusion of a process and often implies that the wait or effort has been worthwhile.","adverb","FY-nul-ee","From ""final"" (from Latin ""finalis"") plus the adverb suffix ""-ly,"" meaning ""in a final manner.""","Latin","Claude","Claude","Claude","After months of hard work and preparation, she _______ received her college acceptance letter.","Claude","Remember ""FIN-ally"" - at last reaching the FINish line, the conclusion everyone has been waiting for.","Claude","1","4","1","3","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
