word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_audio_file,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,final_difficulty_rating,final_difficulty_source,notes,reviewed,needs_audio,has_image,image_description,is_error,error_details
enzyme,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"An enzyme is a specialized protein that acts as a biological catalyst, speeding up chemical reactions in living organisms without being consumed in the process. Enzymes are essential for virtually all biological processes, from digestion and metabolism to DNA replication and cellular repair. Each enzyme has a specific shape that allows it to bind with particular molecules (substrates) and facilitate their transformation into products. The enzyme's active site creates an optimal environment for the reaction, lowering the energy required for the process to occur. Factors like temperature, pH, and concentration affect enzyme activity. Industrial applications use enzymes in food processing, pharmaceuticals, detergents, and biotechnology. Enzyme deficiencies can cause serious health problems, while enzyme supplements can aid digestion and treat certain conditions. Understanding enzymes is crucial for biochemistry, medicine, and biotechnology. Research continues to discover new enzymes and develop engineered versions for specific applications, contributing to advances in medicine, agriculture, and environmental cleanup.",noun,EN-zahym,,"From German ""Enzym,"" coined in 1878 from Greek ""en-"" (in) + ""zyme"" (leaven, ferment), literally meaning ""in ferment.""",Claude,"Greek, German",The digestive _______ amylase breaks down starches into simpler sugars during digestion.,Claude,"Remember ""EN-zyme"" - think ""en-zyme"" like ""in-rhyme"" because enzymes work in perfect harmony with biological processes, or ""enzyme"" sounds like ""in-time"" because they make reactions happen in time.",3,3,3,3,,,,False,True,False,,False,
epact,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"An epact is a astronomical and calendrical term referring to the age of the moon (in days) at the beginning of a calendar year. This technical concept is used primarily in calculating the date of Easter and other lunar-based religious observances in the Christian calendar. The epact represents the number of days by which the lunar year (354 days) falls short of the solar year (365 days), helping to synchronize lunar and solar calendar systems. Each year has a specific epact value that indicates how many days old the moon is on January 1st. The epact system helps determine when the ecclesiastical full moon will occur, which is crucial for Easter date calculations. Medieval and Renaissance astronomers and clerics used epact tables extensively for religious and civil calendar purposes. While modern digital systems have largely replaced manual epact calculations, the concept remains important for understanding historical calendar systems and traditional methods of astronomical computation. The term reflects the complex relationship between lunar cycles and solar years.",noun,EE-pakt,,"From Greek ""epaktos"" meaning ""brought in, added,"" from ""epagein"" (to bring in), from ""epi-"" (upon) + ""agein"" (to lead, bring).",Claude,Greek,Medieval monks used the _______ to determine the correct date for celebrating Easter each year.,Claude,"Remember ""E-pact"" - think ""e-pact"" like ""electronic pact"" between moon and calendar, or ""epact"" sounds like ""impact"" which is what the moon's age impacts on calendar calculations.",3,3,3,3,,,,False,True,False,,False,
epaulet,2021,2021_Printable_Words of the Champions.pdf,One Bee,"An epaulet is a decorative shoulder piece worn on military uniforms, formal attire, or ceremonial garments. These ornamental elements typically feature braided cord, fringe, metallic threads, or other embellishments that indicate rank, unit affiliation, or ceremonial status. Epaulets originated in military dress to protect the shoulder from sword cuts and to display insignia of rank and regiment. They became prominent features of 18th and 19th-century military uniforms across many armies. Modern military forces may still use epaulets for dress uniforms and ceremonial occasions, though they're less common in everyday service uniforms. The design, color, and ornamentation of epaulets convey specific information about the wearer's position and achievements. Fashion designers sometimes incorporate epaulet-inspired elements into civilian clothing to create military-influenced styles. Understanding epaulets helps interpret historical uniforms and appreciate the visual language of military dress and ceremonial attire.",noun,EP-uh-let,,"From French ""épaulette,"" diminutive of ""épaule"" (shoulder), from Latin ""spatula"" (shoulder blade), related to ""spatha"" (sword).",Claude,"Latin, French",The general's uniform featured gold _______ that indicated his high rank in the ceremonial parade.,Claude,"Remember ""EP-aulet"" - think ""ep"" (on) + ""aulet"" sounds like ""shoulder-let"" meaning little shoulder decoration, or ""epaulet"" sounds like ""up-on-let"" meaning let up on the shoulder.",3,3,3,3,,,,False,True,False,,False,
epaulette,2021,2021_Printable_Words of the Champions.pdf,One Bee,"An epaulette is the alternative spelling of epaulet, referring to the same decorative shoulder ornament used on military uniforms and formal attire. This French spelling is often preferred in formal or historical contexts, reflecting the term's origins in French military tradition. Epaulettes serve both functional and symbolic purposes: originally providing shoulder protection and now primarily displaying rank, unit designation, and ceremonial status. The elaborate designs often include braided cords, metallic threads, fringe, and various decorative elements that follow specific military protocols. Different branches of service, ranks, and nations have distinct epaulette styles that trained observers can interpret to understand the wearer's position and background. Epaulettes remain important elements of dress uniforms, ceremonial attire, and historical military clothing. Museums and collectors value authentic epaulettes as important artifacts that tell stories about military history, rank structures, and uniform evolution. The term encompasses both the physical ornament and the tradition it represents in military culture.",noun,EP-uh-let,,"From French ""épaulette,"" diminutive of ""épaule"" (shoulder), from Latin ""spatula"" (shoulder blade). This is the original French spelling.",Claude,"Latin, French",The museum's collection included an ornate 19th-century _______ with intricate gold braiding.,Claude,"Remember ""EPAU-lette"" - think ""épaule"" (French for shoulder) + ""ette"" (small), meaning small shoulder piece, or ""epaulette"" has ""ette"" like French words often do.",3,3,3,3,,,,False,True,False,,False,
epenthesis,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Epenthesis is a linguistic phenomenon involving the insertion of an extra sound or letter within a word, typically to ease pronunciation or conform to phonological patterns of a language. This process often occurs when speakers encounter difficult consonant clusters or unfamiliar sound combinations that are challenging to pronounce according to their native language patterns. Common examples include inserting vowels between consonants (like pronouncing ""film"" as ""filum"") or adding consonants to break up vowel sequences. Epenthesis can be historical (occurring over time as languages evolve) or synchronic (happening in real-time speech). The inserted sounds, called epenthetic sounds, help maintain the rhythmic and phonological structure preferred by specific languages. Different languages have characteristic epenthetic patterns that reflect their sound systems and constraints. Understanding epenthesis helps linguists study language change, pronunciation patterns, and the ways speakers adapt foreign words or challenging sound combinations to fit their native phonological systems.",noun,ih-PEN-thuh-sis,,"From Greek ""epenthesis,"" from ""epi-"" (upon, in addition) + ""en-"" (in) + ""thesis"" (placing), literally meaning ""a placing in addition.""",Claude,Greek,The linguist explained how _______ occurs when speakers insert extra sounds to make foreign words easier to pronounce.,Claude,"Remember ""ep-EN-thesis"" - think ""epi"" (upon/extra) + ""en"" (in) + ""thesis"" (placing), meaning placing extra sounds in words, or ""epenthesis"" like ""epen-thesis"" meaning your pen thesis adds extra letters.",3,3,3,3,,,,False,True,False,,False,
epic,2021; 2025,2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"Epic can function as both a noun and an adjective. As a noun, an epic is a long narrative poem that tells the story of heroic deeds, legendary figures, or significant historical events, often involving supernatural elements and grand themes. Classic examples include Homer's ""Iliad"" and ""Odyssey,"" Virgil's ""Aeneid,"" and Beowulf. As an adjective, epic describes something of extraordinary scale, significance, or impressiveness. Modern usage has expanded the term to include novels, films, and other works that exhibit epic qualities: vast scope, heroic themes, and monumental importance. Epic stories typically feature larger-than-life characters, journeys or quests, conflicts between good and evil, and cultural or historical significance. The word has also entered casual usage to describe anything impressively large or remarkable. Understanding epic literature provides insight into cultural values, historical perspectives, and the human fascination with heroic narratives. Epic works often serve as foundational texts for understanding civilizations and their ideals.","noun, adjective",EP-ik,,"From Latin ""epicus,"" from Greek ""epikos"" meaning ""of or pertaining to epic poetry,"" from ""epos"" (word, song, epic poetry).",Claude,"Greek, Latin",The filmmaker created an _______ movie that spanned three generations and multiple continents.,Claude,"Remember ""EP-ic"" - think ""ep"" like ""episode"" but much longer and grander, or ""epic"" sounds like ""e-pick"" meaning you pick the biggest, most impressive stories.",3,3,3,3,,,,False,True,False,,False,
epicurean,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Epicurean refers to both a philosophical school of thought and a lifestyle characterized by the pursuit of pleasure, particularly in food, drink, and sensory experiences. As a philosophical term, Epicureanism was founded by the ancient Greek philosopher Epicurus, who taught that the highest good is the absence of pain and anxiety, achievable through simple pleasures, friendship, and philosophical contemplation. However, popular usage has shifted to emphasize luxury, indulgence, and sophisticated enjoyment of fine cuisine and material pleasures. An epicurean person is someone who appreciates high-quality food, wine, and refined experiences. The philosophical distinction is important: true Epicureanism advocated moderation and wisdom in pursuing pleasure, while modern ""epicurean"" often suggests hedonistic indulgence. Understanding this difference helps appreciate both the philosophical tradition and contemporary usage. Epicurean principles influenced later philosophical thought about happiness, ethics, and the good life. The term appears in discussions of lifestyle, philosophy, gastronomy, and approaches to pleasure and satisfaction.","adjective, noun",ep-i-kyoo-REE-uhn,,"From Latin ""Epicureus,"" from Greek ""Epikourios,"" relating to Epicurus (341-270 BCE), the Greek philosopher who founded the school of Epicureanism.",Claude,"Greek, Latin",The restaurant catered to _______ diners who appreciated fine cuisine and exceptional wine pairings.,Claude,"Remember ""epi-CUR-ean"" - think ""epi"" (upon) + ""cure"" (pleasure) + ""ean"" (person), meaning a person focused on pleasure, or ""epicurean"" sounds like ""epic-cure"" for enjoying life.",3,3,3,3,,,,False,True,False,,False,
epicureanepidermis,2024,2024 Words of the Champions.pdf,Three Bee,"This appears to be a combined word error from PDF parsing. It likely represents two separate words: ""epicurean"" (relating to the pursuit of pleasure, especially in food and drink) and ""epidermis"" (the outer layer of skin). This combination does not form a valid English word.",error,N/A - invalid combination,,PDF parsing error - combination of unrelated terms,Claude,Error,N/A - This is not a valid word,Claude,"N/A - This is a parsing error, not a real word",3,3,3,3,,,,False,True,False,,True,"Combined word error: ""epicureanepidermis"" appears to be ""epicurean"" + ""epidermis"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
epideictic,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"Epideictic refers to a type of rhetoric or oratory that focuses on praise or blame, designed to demonstrate or display the speaker's skill while reinforcing shared values and beliefs. This classical rhetorical category, one of three main types identified by Aristotle (along with deliberative and judicial), involves ceremonial speaking that celebrates virtues or condemns vices. Epideictic rhetoric appears in contexts such as funeral orations, graduation speeches, award ceremonies, and commemorative addresses. The purpose is not to persuade audiences to take specific action but to strengthen community bonds and reinforce cultural values through eloquent display of shared ideals. Epideictic speeches often employ elaborate language, emotional appeals, and references to widely accepted principles. Understanding epideictic rhetoric helps recognize how ceremonial speaking functions in society to build unity, honor achievements, and transmit cultural values. Modern applications include political convention speeches, memorial services, and other occasions where communities gather to celebrate or mourn collectively.",adjective,ep-i-DAHYK-tik,,"From Greek ""epideiktikos"" meaning ""for display or demonstration,"" from ""epideiknynai"" (to display), from ""epi-"" (upon) + ""deiknynai"" (to show).",Claude,Greek,The memorial speech was a powerful example of _______ rhetoric that honored the fallen soldiers.,Claude,"Remember ""epi-DEIK-tic"" - think ""epi"" (upon) + ""deik"" (show) + ""tic"" (characteristic), meaning characterized by showing/displaying, or ""epideictic"" like ""epidemic-tic"" spreading shared values.",3,3,3,3,,,,False,True,False,,False,
epideicticembolus,2020; 2022,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"This appears to be a combined word error from PDF parsing. It likely represents two separate words: ""epideictic"" (a type of ceremonial rhetoric focused on praise or blame) and ""embolus"" (a blockage in a blood vessel). This combination does not form a valid English word.",error,N/A - invalid combination,,PDF parsing error - combination of unrelated terms,Claude,Error,N/A - This is not a valid word,Claude,"N/A - This is a parsing error, not a real word",3,3,3,3,,,,False,True,False,,True,"Combined word error: ""epideicticembolus"" appears to be ""epideictic"" + ""embolus"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
epidermis,2020; 2021; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"The epidermis is the outermost layer of skin in humans and other animals, serving as the body's primary barrier against environmental threats such as pathogens, chemicals, and physical damage. This protective layer consists of multiple sublayers of cells, with the outermost layer composed of dead, flattened cells that are continuously shed and replaced from below. The epidermis contains no blood vessels but includes specialized cells like melanocytes (which produce pigment) and immune cells that help defend against infection. In plants, the epidermis refers to the outer protective layer of leaves, stems, and roots, often covered with a waxy substance called cuticle to prevent water loss. Human epidermal thickness varies by body location, being thickest on palms and soles. The epidermis also contains hair follicles, sweat glands, and sensory receptors in some areas. Understanding epidermal structure and function is crucial for dermatology, wound healing, and skincare. Diseases affecting the epidermis include eczema, psoriasis, and various forms of skin cancer.",noun,ep-i-DUR-mis,,"From Greek ""epidermis,"" from ""epi-"" (upon, over) + ""derma"" (skin), literally meaning ""upon the skin.""",Claude,Greek,The dermatologist explained how the _______ protects internal tissues from harmful bacteria and environmental damage.,Claude,"Remember ""epi-DERM-is"" - think ""epi"" (upon) + ""derm"" (skin) + ""is"" (it is), meaning it is upon the skin, or ""epidermis"" contains ""derm"" like ""dermatology.""",3,3,3,3,,,,False,True,False,,False,
epidural,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"An epidural refers to a medical procedure involving the injection of anesthetic or other medication into the epidural space, which is located just outside the membrane surrounding the spinal cord. This technique is commonly used for pain management during childbirth, surgical procedures, and chronic pain conditions. During an epidural, a needle is carefully inserted between vertebrae to deliver medication that blocks nerve signals, providing pain relief while allowing patients to remain conscious and alert. Epidural anesthesia can be administered as a single injection or through a catheter for continuous medication delivery. The procedure requires skilled anesthesiologists due to the precision needed for safe placement. Benefits include effective pain control with minimal systemic effects, but risks include temporary side effects like decreased blood pressure or rare complications such as nerve damage. Epidurals have revolutionized obstetric care by allowing women to experience more comfortable labor and delivery. Understanding epidural procedures helps patients make informed decisions about pain management options.","noun, adjective",ep-i-DOOR-uhl,,"From ""epi-"" (upon, above) + ""dural"" (relating to the dura mater, the tough outer membrane of the spinal cord), from Latin ""durus"" (hard).",Claude,"Greek, Latin",The expectant mother chose to receive an _______ to manage pain during her labor and delivery.,Claude,"Remember ""epi-DUR-al"" - think ""epi"" (upon) + ""dural"" (tough membrane), meaning upon the tough membrane around the spine, or ""epidural"" sounds like ""epi-durable"" meaning above the durable spine covering.",3,3,3,3,,,,False,True,False,,False,
epigram,2020,2020 Words_of_the_Champions.pdf,One Bee,"An epigram is a brief, witty, and often paradoxical statement that expresses a clever or memorable idea in a concise form. These short literary devices pack maximum meaning into minimum words, typically featuring wordplay, irony, or unexpected insights that provoke thought or amusement. Classic examples include Oscar Wilde's ""I can resist everything except temptation"" and Benjamin Franklin's ""Little strokes fell great oaks."" Epigrams differ from mere quotations by their deliberate construction for wit and wisdom. They often appear in literature, speeches, and social media as memorable ways to communicate complex ideas. The form requires careful word choice and structure to achieve maximum impact. Historical epigrams have shaped cultural discourse and philosophical thought. Writing effective epigrams involves understanding paradox, wordplay, and the art of compression. Modern epigrams continue to influence advertising, politics, and social commentary. Understanding epigrams helps readers appreciate literary craftsmanship and the power of concise expression to convey profound truths or clever observations.",noun,EP-i-gram,,"From Greek ""epigramma,"" from ""epigraphein"" (to write upon), from ""epi-"" (upon) + ""graphein"" (to write). Originally referred to inscriptions.",Claude,Greek,The author was famous for his clever _______ that captured complex truths in just a few words.,Claude,"Remember ""EPI-gram"" - think ""epi"" (upon/extra) + ""gram"" (writing), meaning extra-concentrated writing, or ""epigram"" like ""epic-gram"" meaning an epic thought in grams of words.",3,3,3,3,,,,False,True,False,,False,
epilepsy,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Epilepsy is a neurological disorder characterized by recurrent, unprovoked seizures caused by abnormal electrical activity in the brain. This chronic condition affects people of all ages and can have various causes, including genetic factors, brain injuries, infections, developmental disorders, or unknown origins. Seizures can range from brief lapses of attention to severe convulsions, depending on which brain areas are affected and how the abnormal electrical activity spreads. There are many types of epilepsy and seizure patterns, requiring individualized diagnosis and treatment approaches. Modern treatments include anti-seizure medications, dietary therapies (like the ketogenic diet), surgical interventions, and newer techniques like neurostimulation devices. Many people with epilepsy can achieve good seizure control and live normal lives with proper treatment. The condition has been misunderstood throughout history, leading to stigma and discrimination. Current research focuses on understanding underlying mechanisms and developing more effective treatments. Public education about epilepsy helps reduce misconceptions and supports those living with this neurological condition.",noun,EP-uh-lep-see,,"From Greek ""epilepsia,"" from ""epilambanein"" (to seize upon), from ""epi-"" (upon) + ""lambanein"" (to take, seize).",Claude,Greek,"With proper medication and lifestyle management, many people with _______ can control their seizures effectively.",Claude,"Remember ""EPI-lepsy"" - think ""epi"" (upon) + ""lepsy"" (seizing), meaning seizures coming upon someone, or ""epilepsy"" sounds like ""epi-lapse"" meaning brain activity lapses repeatedly.",3,3,3,3,,,,False,True,False,,False,
epinicion,2025,2025 Words of Champion _1_.pdf,Three Bee,"An epinicion is a type of ancient Greek lyric poetry written to celebrate athletic victories, particularly those achieved at major competitions like the Olympic Games. These elaborate poems were commissioned to honor successful athletes and were often performed at public celebrations with musical accompaniment. The most famous epinician poets were Pindar and Bacchylides, whose works provide valuable insights into ancient Greek culture, religion, and values. Epinicia (plural) typically combined praise for the athlete with mythological references, moral instruction, and religious elements, reflecting the belief that athletic success demonstrated divine favor. The poems served multiple purposes: honoring the victor, bringing prestige to their hometown, and reinforcing cultural ideals about excellence, competition, and proper behavior. These complex compositions required sophisticated knowledge of mythology, geography, and poetic techniques. Understanding epinicia helps modern readers appreciate the cultural significance of athletics in ancient Greece and the sophisticated literary traditions that surrounded sporting competitions. The term represents an important genre in the study of ancient literature and cultural history.",noun,ep-i-NISH-ee-on,,"From Greek ""epinision,"" from ""epi-"" (upon, for) + ""nikos"" (victory), literally meaning ""for victory"" or ""victory song.""",Claude,Greek,Pindar's _______ celebrated not only athletic triumph but also moral virtue and divine blessing.,Claude,"Remember ""epi-NIC-ion"" - think ""epi"" (for) + ""nic"" (victory like ""Nike"") + ""ion"" (song), meaning a song for victory, or ""epinicion"" like ""epic-nice-ion"" meaning an epic nice song for winners.",3,3,3,3,,,,False,True,False,,False,
episcopal,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Episcopal relates to bishops or the system of church government by bishops (episcopacy). In Christian contexts, episcopal refers to churches and denominations that are organized hierarchically with bishops serving as regional leaders who oversee multiple congregations and clergy. The Episcopal Church in the United States, the Church of England, and various Orthodox churches use episcopal governance structures. Bishops in episcopal systems typically have authority to ordain priests, confirm members, and provide administrative and spiritual leadership for their dioceses. The term can also describe anything relating to a bishop's office, residence, or responsibilities. Episcopal succession refers to the historical chain of bishop ordinations believed to trace back to the apostles. Different Christian traditions have varying interpretations of episcopal authority and its theological significance. Understanding episcopal structure helps explain church hierarchy, decision-making processes, and the role of bishops in various Christian denominations. The concept reflects historical development of Christian institutional organization and continues to influence modern church governance.",adjective,ih-PIS-kuh-puhl,,"From Late Latin ""episcopalis,"" from Latin ""episcopus"" (bishop), from Greek ""episkopos"" (overseer), from ""epi-"" (over) + ""skopos"" (watcher).",Claude,"Greek, Latin",The _______ conference brought together bishops from around the world to discuss church policy.,Claude,"Remember ""e-PISCO-pal"" - think ""epi"" (over) + ""scope"" (watch) + ""pal"" (friend), meaning friendly overseers, or ""episcopal"" contains ""scope"" meaning bishops scope/oversee their areas.",3,3,3,3,,,,False,True,False,,False,
episodeconfection,2020,2020 Words_of_the_Champions.pdf,One Bee,"This appears to be a combined word error from PDF parsing. It likely represents two separate words: ""episode"" (a distinct event or period) and ""confection"" (a sweet preparation or candy). This combination does not form a valid English word.",error,N/A - invalid combination,,PDF parsing error - combination of unrelated terms,Claude,Error,N/A - This is not a valid word,Claude,"N/A - This is a parsing error, not a real word",3,3,3,3,,,,False,True,False,,True,"Combined word error: ""episodeconfection"" appears to be ""episode"" + ""confection"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
epistemology,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"Epistemology is the branch of philosophy that examines the nature, sources, limitations, and validity of knowledge. This field investigates fundamental questions about what we can know, how we can know it, and what constitutes justified belief versus mere opinion. Epistemologists study various sources of knowledge including sensory experience, reason, intuition, memory, and testimony from others. Key epistemological questions include the relationship between belief and truth, the conditions required for knowledge, and the problem of skepticism about external reality. Different philosophical traditions have developed competing theories: empiricism emphasizes sensory experience, rationalism prioritizes reason, and constructivism focuses on how knowledge is built through social interaction. Modern epistemology intersects with cognitive science, psychology, and sociology to understand how humans actually acquire and process information. The field has practical implications for education, science, law, and any domain where the reliability of knowledge claims matters. Understanding epistemology helps people think critically about sources of information and evaluate the strength of evidence supporting different beliefs.",noun,ih-pis-tuh-MOL-uh-jee,,"From Greek ""episteme"" (knowledge, science) + ""-ology"" (study of). ""Episteme"" comes from ""epistasthai"" (to know), from ""epi-"" (upon) + ""histasthai"" (to stand).",Claude,Greek,The philosophy course on _______ explored how we can distinguish between genuine knowledge and mere belief.,Claude,"Remember ""epistemo-LOGY"" - think ""episteme"" (knowledge) + ""logy"" (study), meaning study of knowledge, or ""epistemology"" like ""step-into-knowledge-ology"" meaning the study of stepping into knowledge.",3,3,3,3,,,,False,True,False,,False,
epistolary,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Epistolary refers to literary works written in the form of letters, documents, diary entries, or other written correspondence between characters. This narrative technique allows authors to tell stories through a series of written communications, creating intimacy and immediacy by presenting events through personal accounts. Famous epistolary novels include Samuel Richardson's ""Pamela,"" Bram Stoker's ""Dracula,"" and Alice Walker's ""The Color Purple."" The format can involve letters between multiple characters, diary entries by protagonists, or mixed documentary forms. Epistolary works often create realism by mimicking authentic written communication styles and allow for multiple perspectives on events. The technique can reveal character development through writing style changes and provide insight into different viewpoints within the same story. Modern adaptations include email novels, social media narratives, and multimedia storytelling. Understanding epistolary literature helps readers appreciate how narrative structure affects storytelling and character development. The form continues to evolve with new communication technologies while maintaining its core appeal of intimate, personal revelation.",adjective,ih-PIS-tuh-ler-ee,,"From Latin ""epistolaris,"" from ""epistola"" (letter), from Greek ""epistole"" (message, letter), from ""epistellein"" (to send to), from ""epi-"" (to) + ""stellein"" (to send).",Claude,"Greek, Latin",The _______ novel told its story entirely through letters exchanged between the main characters.,Claude,"Remember ""e-PISTOL-ary"" - think ""epistle"" (letter) + ""ary"" (relating to), meaning relating to letters, or ""epistolary"" sounds like ""e-postal-ary"" meaning relating to postal letters.",3,3,3,3,,,,False,True,False,,False,
epitaphs,2020; 2022,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Epitaphs are brief inscriptions or texts written in memory of deceased persons, typically carved on tombstones, monuments, or memorial plaques. These commemorative writings serve to honor the dead, preserve their memory, and provide comfort to the living. Epitaphs can range from simple factual information (names, dates, relationships) to elaborate poetic tributes, religious verses, or personal messages that capture the essence of the deceased person's life or character. Traditional epitaphs often include phrases like ""Rest in Peace,"" biblical quotations, or statements about the person's virtues and accomplishments. Some epitaphs are serious and reverent, while others may be humorous or reflect the personality of the deceased. The art of writing epitaphs has evolved throughout history, influenced by cultural practices, religious beliefs, and literary traditions. Modern epitaphs might include favorite quotes, song lyrics, or personal mottos. Understanding epitaphs provides insight into cultural attitudes toward death, memory, and the values societies choose to commemorate.",noun (plural),EP-i-tafs,,"From Greek ""epitaphios,"" from ""epi-"" (upon) + ""taphos"" (tomb), literally meaning ""upon a tomb."" The plural of ""epitaph.""",Claude,Greek,The old cemetery contained fascinating _______ that revealed much about the community's history and values.,Claude,"Remember ""EPI-taphs"" - think ""epi"" (upon) + ""taphs"" (tombs), meaning writings upon tombs, or ""epitaphs"" sounds like ""epi-laughs"" though they're usually serious memorial writings.",3,3,3,3,,,,False,True,False,,False,
epithet,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"An epithet is a descriptive word or phrase that characterizes a person, place, or thing, often used as a substitute for or addition to their proper name. In literature, epithets help readers remember characters and their defining qualities, such as ""swift-footed Achilles"" or ""grey-eyed Athena"" in Homer's epics. These descriptive labels can highlight physical characteristics, personality traits, achievements, or roles. Epithets serve literary functions including emphasis, characterization, and mnemonic aid in oral traditions. However, the term can also refer to offensive or disparaging names used to insult or demean individuals or groups, particularly those targeting race, religion, nationality, or other identity characteristics. The context determines whether an epithet is honorific, neutral, or derogatory. Understanding epithets helps readers appreciate literary techniques and recognize how language can both elevate and diminish. In academic and legal contexts, discussions of epithets often focus on the power of language to shape perceptions and the importance of respectful communication in diverse societies.",noun,EP-uh-thet,,"From Greek ""epitheton,"" from ""epitithienai"" (to add to), from ""epi-"" (upon, to) + ""tithenai"" (to place).",Claude,Greek,"Homer frequently used the _______ ""rosy-fingered"" when describing Dawn in his epic poems.",Claude,"Remember ""EPI-thet"" - think ""epi"" (upon/added to) + ""thet"" (like ""that""), meaning that thing added to someone's name, or ""epithet"" sounds like ""epic-that"" meaning that epic description of someone.",3,3,3,3,,,,False,True,False,,False,
epitome,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"An epitome is a perfect example or typical representation of a particular quality, characteristic, or class of things. When something is described as ""the epitome of,"" it represents the highest or most characteristic example of that quality, embodying all the essential features in their most developed form. For example, someone might be called ""the epitome of grace"" or something might be ""the epitome of luxury."" The term suggests not just a good example, but the most complete and perfect manifestation of particular traits or qualities. Originally, epitome referred to a summary or abstract of a longer work, condensing the essential elements into a shorter form. This historical meaning relates to the modern usage: an epitome captures the essence of something in concentrated form. Understanding epitomes helps in recognizing ideal examples and understanding how certain people, objects, or situations can represent broader categories or concepts. The concept is useful in analysis, comparison, and communication about standards and exemplars.",noun,ih-PIT-uh-mee,,"From Greek ""epitome,"" from ""epitemnein"" (to cut short), from ""epi-"" (upon) + ""temnein"" (to cut). Originally meant ""abridgment.""",Claude,Greek,The luxury resort was considered the _______ of elegance and sophisticated hospitality.,Claude,"Remember ""e-PIT-ome"" - think ""pit"" (essence/core) + ""ome"" (home), meaning the home of the essence, or ""epitome"" sounds like ""epi-tomb"" meaning the final/ultimate example.",3,3,3,3,,,,False,True,False,,False,
