word,years,source_files,source_difficulties,definition,pronunciation,pronunciation_ipa,etymology,memory_tip,example_sentence,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,combined_word_error,source
pejerrey,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"A type of silverside fish found in South American waters, particularly Argentina and Chile, highly prized for its delicate flavor and sporting qualities. Pejerrey are important both commercially and recreationally in South American fisheries. These fish inhabit coastal and inland waters and are known for their silvery appearance and elongated body shape. They are popular targets for recreational fishing due to their fighting ability and excellent taste. The name reflects the Spanish-speaking regions where these fish are most commonly found and consumed.",/ˌpeɪhəˈreɪ/,/ˌpeɪhəˈreɪ/,"From Spanish ""pejerrey,"" meaning king fish or royal fish, reflecting the high regard for this fish in South American cuisine.","PEJERREY sounds like ""PAY-HER-RAY"" - think of ""paying"" for this prized South American fish that's like a silvery ""ray"" of light.",The Argentine fisherman was delighted to catch a large _____ during his morning expedition.,0.8,4.0,1.0,2.0,,False,Claude
pejorate,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"To make or become worse; to deteriorate in quality, value, or condition; in linguistics, to undergo semantic change where a word develops more negative connotations over time. Pejoration can occur in various contexts including health, relationships, economic conditions, or social situations. In language, words may pejorate as social attitudes change, with previously neutral terms acquiring negative meanings. Understanding pejoration helps recognize decline and potentially take corrective action. The process can be gradual or sudden, temporary or permanent, depending on underlying causes.",/ˈpɛdʒəˌreɪt/,/ˈpɛdʒəˌreɪt/,"From Latin ""pejoratus,"" past participle of ""pejorare"" meaning to make worse, from ""pejor"" meaning worse.","PEJORATE sounds like ""PEJ-OR-ATE"" - think of something that ""ate"" its way to being ""worse"" - deteriorating in quality.",The relationship began to _____ after months of poor communication and unresolved conflicts.,0.8,4.0,1.0,3.0,,False,Claude
pekoe,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A grade of black tea made from young leaves and buds, characterized by its high quality and distinctive flavor; specifically, the larger, more mature leaves used in certain tea blends. Pekoe represents a specific leaf grade in tea classification systems, particularly for Ceylon and Indian teas. The term is part of a grading system that includes Orange Pekoe, Broken Orange Pekoe, and other classifications based on leaf size and quality. Pekoe teas are prized for their balance of flavor and body. Understanding tea grades helps consumers select appropriate teas for different preferences and uses.",/ˈpiˌkoʊ/,/ˈpiˌkoʊ/,"From Chinese ""bai hao"" meaning white down, referring to the fine white hairs on young tea buds. Adopted into English through colonial trade.","PEKOE sounds like ""PEE-KOH"" - think of ""peeking"" at the fine ""ko"" (high-quality) tea leaves with white down.",The tea connoisseur preferred Orange _____ for its robust flavor and aromatic qualities.,0.5,3.0,1.0,2.0,,False,Claude
pelagial,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Relating to or living in the open ocean, away from the shore and sea bottom; pertaining to the pelagic zone of marine environments. Pelagial organisms include fish, marine mammals, plankton, and other creatures that inhabit the water column rather than coastal or bottom areas. This zone represents the largest habitat on Earth and supports diverse marine ecosystems. Pelagial environments are characterized by limited shelter, vast distances, and varying light and pressure conditions. Understanding pelagial ecology is crucial for marine conservation, fisheries management, and climate research.",/pəˈleɪdʒəl/,/pəˈleɪdʒəl/,"From Greek ""pelagios"" meaning of the sea, from ""pelagos"" meaning open sea. The suffix ""-al"" indicates relating to or characterized by.","PELAGIAL = PELAG (sea) + IAL (relating to). Think of things ""relating to"" the open ""sea"" - ocean-dwelling creatures.",The research vessel studied _____ species that migrate vertically through different ocean depths.,0.8,4.0,2.5,3.0,,False,Claude
pelerine,2023; 2024,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,Three Bee; Two Bee,"A woman's cape or cloak, typically short and covering the shoulders; a type of fur or fabric collar attached to garments. Pelerines were popular in 18th and 19th-century women's fashion, providing warmth and modesty while maintaining elegance. The garment style varies from simple shoulder coverings to more elaborate capes with decorative elements. Modern fashion occasionally revives pelerine styles for formal or vintage-inspired clothing. The term also applies to similar cape-like accessories in clerical or academic dress. Understanding historical fashion terms helps in costume design and fashion history.",/ˌpɛlərˈin/,/ˌpɛlərˈin/,"From French ""pèlerine,"" from ""pèlerin"" meaning pilgrim, as such capes were worn by pilgrims. Related to practical travel clothing.","PELERINE sounds like ""PILL-ER-REEN"" - think of a ""pill"" of fabric that ""covers"" like a cape, ""reining"" in your shoulders.",The Victorian lady wore a velvet _____ over her evening gown for warmth during the carriage ride.,0.8,4.0,1.0,2.0,,False,Claude
pelf,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Money or wealth, especially when obtained dishonestly or viewed with disdain; material riches regarded as base or contemptible. The term often carries negative connotations, suggesting wealth gained through questionable means or excessive focus on material gain. Pelf emphasizes the corrupting or degrading aspects of money-seeking behavior. Literature and moral discourse use the term to critique materialism and greed. The concept reflects tensions between spiritual values and material prosperity. Understanding pelf helps recognize discussions about the proper relationship between virtue and wealth.",/pɛlf/,/pɛlf/,"From Old French ""pelfre"" meaning booty or spoils. Originally referred to stolen goods or ill-gotten gains.","PELF sounds like ""SELF"" - think of money gained for ""self""ish purposes, often through dishonest means.","The novel's villain was motivated solely by _____, caring nothing for honor or human dignity.",0.4,2.0,1.0,3.0,,False,Claude
pelican,2020,2020 Words_of_the_Champions.pdf,One Bee,"A large water bird with a distinctive pouch beneath its long bill for catching and holding fish; known for its impressive diving or surface-feeding behavior. Pelicans are found near coastal and inland waters worldwide and are recognized for their unique bill structure and feeding methods. Different species employ various fishing techniques, from spectacular diving from heights to cooperative surface feeding. Pelicans play important roles in marine ecosystems and have cultural significance in many societies. Conservation efforts have helped several pelican species recover from population declines.",/ˈpɛlɪkən/,/ˈpɛlɪkən/,"From Greek ""pelekan,"" possibly related to ""pelekys"" meaning axe, referring to the bird's bill shape.","PELICAN sounds like ""PELI-CAN"" - think of a bird that ""can"" carry fish in its ""peli"" (pouch) - the distinctive fishing bird.",The brown _____ dove gracefully into the water and emerged with a fish in its expandable pouch.,0.7,4.0,1.0,3.0,,False,Claude
pelisse,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"A long cloak or coat, typically lined or trimmed with fur; historically, a woman's long coat or a military officer's ornamental jacket. Pelisses were fashionable in 18th and 19th-century European clothing, providing both warmth and style. Military pelisses often featured elaborate braiding, fur trim, and decorative elements indicating rank or regiment. The civilian version was a practical outerwear garment that could be elegant enough for formal occasions. Understanding historical clothing terms helps in period costume design, fashion history, and literature interpretation.",/pəˈlis/,/pəˈlis/,"From French ""pelisse,"" from Medieval Latin ""pellicia"" meaning fur garment, from ""pellis"" meaning skin or hide.","PELISSE sounds like ""PEL-LEASE"" - think of ""pelts"" (fur) that ""lease"" warmth to your body in a long coat.",The military officer's ornate _____ distinguished him from the regular soldiers during the formal ceremony.,0.7,4.0,1.0,3.0,,False,Claude
pell,2023,2023_Words_of_the_Champions.pdf,Two Bee,"A skin or hide, especially one prepared for use; in ""pell-mell,"" meaning in a hasty, disorderly manner. As a standalone word, pell refers to animal skins used for various purposes including parchment, clothing, or trade. The term appears most commonly in the phrase ""pell-mell,"" describing chaotic, hurried, or confused action. Historical documents and trade records often mention pelts and pells as valuable commodities. Understanding the term helps in reading historical texts and understanding medieval commerce and craft practices.",/pɛl/,/pɛl/,"From Old French ""pel,"" from Latin ""pellis"" meaning skin or hide. Related to ""pelt"" and other skin-related terms.","PELL sounds like ""PELT"" - think of animal ""pelts"" or skins, especially when they're prepared for use.",The medieval merchant traded in _____ and other animal products throughout the European markets.,0.4,2.0,1.0,3.0,,False,Claude
pellet,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"A small, rounded mass of compressed material; a small ball of food given to animals; ammunition for air guns; a small pill or medicinal tablet. Pellets are created by compression, forming materials into dense, uniform shapes for various purposes. Animal feed pellets provide concentrated nutrition in easily consumable form. Industrial pellets serve as raw materials for manufacturing processes. Medical pellets allow controlled drug release. The compact form offers advantages in storage, transport, and controlled delivery of materials or substances.",/ˈpɛlət/,/ˈpɛlət/,"From Old French ""pelote"" meaning small ball, from Latin ""pila"" meaning ball. Diminutive form emphasizing small size.","PELLET sounds like ""PEL-LET"" - think of a small ""pebble"" that you ""let"" animals eat, or small compressed balls.",The rabbit eagerly ate the nutritious _____ from the feeder in its cage.,0.6,3.0,1.0,3.0,,False,Claude
pembroke,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"A breed of small herding dog, specifically the Pembroke Welsh Corgi, characterized by short legs, fox-like face, and lack of tail; also refers to Pembroke County in Wales. Pembroke Welsh Corgis are intelligent, active dogs originally bred for herding cattle despite their small stature. They are known for their loyalty, trainability, and distinctive appearance. The breed has gained popularity partly due to Queen Elizabeth II's well-known affection for these dogs. Pembrokes differ from Cardigan Welsh Corgis primarily in tail length and slightly different body proportions.",/ˈpɛmˌbrʊk/,/ˈpɛmˌbrʊk/,"Named after Pembrokeshire, Wales, where this variety of Welsh Corgi was developed. The place name has Celtic origins.","PEMBROKE sounds like ""PEM-BROKE"" - think of the small Welsh dog that ""broke"" expectations by herding cattle despite short legs.",The Queen's favorite _____ Corgi accompanied her on many official engagements throughout her reign.,0.8,4.0,1.0,3.5,,False,Claude
penchant,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"A strong inclination, liking, or preference for something; a habitual tendency toward particular behavior or activity. Penchants represent more than casual interest - they indicate consistent, often irresistible attraction to specific things or activities. People may have penchants for certain foods, activities, styles, or behaviors. The term suggests an almost involuntary leaning toward something, often based on personality, experience, or natural inclination. Understanding penchants helps predict behavior and preferences in various contexts including career choices, relationships, and lifestyle decisions.",/ˈpɛntʃənt/,/ˈpɛntʃənt/,"From French ""penchant,"" present participle of ""pencher"" meaning to lean or incline. Literally means ""leaning toward.""","PENCHANT sounds like ""PEN-CHANT"" - think of a strong ""chant"" for your ""pen"" - an irresistible preference or inclination.",She had a _____ for vintage jewelry and spent hours browsing antique shops.,0.8,4.0,1.0,2.0,,False,Claude
pencil,2020,2020 Words_of_the_Champions.pdf,One Bee,"A writing or drawing instrument consisting of a thin rod of graphite or colored material encased in wood, plastic, or metal; to write, draw, or mark with such an instrument. Pencils are fundamental tools for education, art, and communication. Different types include graphite pencils for writing, colored pencils for art, and mechanical pencils for precision work. The graphite core can be erased, making pencils ideal for drafts and corrections. Pencil manufacturing involves precise engineering to ensure consistent performance. The tool remains essential despite digital alternatives.",/ˈpɛnsəl/,/ˈpɛnsəl/,"From Old French ""pincel,"" from Latin ""penicillus"" meaning little tail or brush, diminutive of ""penis"" meaning tail.","PENCIL sounds like ""PEN-SILL"" - think of a ""pen"" that's as simple as a ""sill"" (basic) but essential for writing.",The student carefully sharpened her _____ before beginning the important exam.,0.6,3.0,1.0,3.0,,False,Claude
pendeloque,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"A pear-shaped gemstone or ornament, typically used in jewelry; a pendant or drop-shaped decorative element. Pendeloques are characterized by their distinctive teardrop shape, wider at the top and tapering to a point at the bottom. This cut maximizes the stone's brilliance and creates elegant movement in jewelry pieces. The shape is commonly used for earrings, pendants, and chandelier crystals. Different gemstones can be cut in pendeloque style, each creating unique optical effects. The term is important in jewelry design and gemology for describing specific cut shapes.",/ˈpɛndəˌlɔk/,/ˈpɛndəˌlɔk/,"From French ""pendeloque,"" related to ""pendre"" meaning to hang. Refers to the hanging, pendant-like shape of the cut.","PENDELOQUE sounds like ""PENDEL-LOGUE"" - think of a ""pendant"" that ""logs"" (hangs) beautifully in a teardrop shape.",The antique earrings featured stunning diamond _____ that caught the light with every movement.,1.5,5.0,1.0,2.0,,False,Claude
pendentive,2025,2025 Words of Champion _1_.pdf,Three Bee,"A curved triangular architectural element that enables the transition from a square or polygonal base to a circular dome above; a structural feature that transfers the weight of a dome to supporting pillars. Pendentives are essential in Byzantine and Islamic architecture, allowing domes to be placed over square spaces. They create smooth visual and structural transitions while distributing loads effectively. The curved surfaces often feature decorative elements including mosaics, paintings, or relief work. Understanding pendentives is crucial for studying historical architecture and dome construction techniques.",/pɛnˈdɛntɪv/,/pɛnˈdɛntɪv/,"From Latin ""pendens"" meaning hanging, referring to how these elements appear to hang from the dome structure.","PENDENTIVE = PENDENT (hanging) + IVE. Think of architectural elements that appear to ""hang"" and support domes above.",The cathedral's massive dome was supported by four ornately decorated _____ at each corner.,1.0,5.0,2.5,3.0,,False,Claude
pending,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Awaiting a decision, settlement, or completion; remaining undecided or unsettled; in preparation; about to happen. Pending indicates a temporary state while waiting for resolution or action. Legal cases may be pending trial, applications pending approval, or decisions pending review. The term suggests active consideration rather than abandonment or delay. Pending matters often require attention, follow-up, or decision-making. Understanding pending status helps manage expectations and prioritize actions in business, legal, and personal contexts.",/ˈpɛndɪŋ/,/ˈpɛndɪŋ/,"From Latin ""pendere"" meaning to hang or be suspended. Suggests something hanging in the balance, awaiting resolution.","PENDING sounds like ""PEN-DING"" - think of a ""pen"" that's ""dinging"" (waiting) to write the final decision that's still awaiting.",The merger remained _____ regulatory approval from government agencies.,0.7,4.0,2.5,3.0,,False,Claude
