"word","definition","part_of_speech","pronunciation_guide","etymology","language_origins","definition_source","pronunciation_source","etymology_source","example_sentence","example_sentence_source","memory_tip","memory_tip_source","difficulty_phonetic","difficulty_semantic","difficulty_morphological","difficulty_etymological","difficulty","years","source_files","source_difficulties","combined_words_detected","incomplete_word_detected","parsing_errors"
"famed","Famed means well-known, celebrated, or famous for particular qualities, achievements, or characteristics. When someone or something is famed, they have acquired a reputation that extends beyond their immediate surroundings, often for excellence, skill, or notable accomplishments. The word suggests a positive reputation based on merit or achievement rather than notoriety. Famed implies widespread recognition and respect, often built over time through consistent performance or significant contributions to a field or community.","adjective","FAYMD","Past participle of ""fame"" used as an adjective, from Latin ""fama"" meaning ""report,"" ""rumor,"" or ""reputation,"" related to ""fari"" meaning ""to speak.""","Latin","Claude","Claude","Claude","The _______ chef opened a new restaurant that attracted food critics from across the country.","Claude","Remember ""FAMED"" - someone who has earned their FAME through skill or achievement, making them well-known and respected.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"family","Family refers to a group of people related by blood, marriage, adoption, or strong emotional bonds who typically live together or maintain close relationships. In biological terms, family is also a taxonomic classification above genus and below order. The concept of family varies across cultures and can include nuclear families (parents and children), extended families (including grandparents, aunts, uncles, cousins), or chosen families (close friends considered family). Family represents fundamental social bonds and support systems that provide care, identity, and belonging.","noun","FAM-uh-lee","From Latin ""familia,"" meaning ""household,"" including servants and slaves, derived from ""famulus"" meaning ""servant."" The modern meaning of blood relatives developed later.","Latin","Claude","Claude","Claude","The annual _______ reunion brought together relatives from across the country to celebrate their shared heritage.","Claude","Remember ""FAM-ily"" - your FAMiliar people who are close to you, the group you're most familiar and comfortable with.","Claude","1","4","1","3","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"faminelinoleum","[Definition for faminelinoleum not available in batch data]","unknown","[Pronunciation for faminelinoleum not available]","[Etymology for faminelinoleum not available]","unknown","Claude","Claude","Claude","[Example sentence for faminelinoleum not available]","Claude","[Memory tip for faminelinoleum not available]","Claude","1","1","2","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","True","False","Combined word error: ""faminelinoleum"" appears to be famine + linoleum merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
"famished","Famished means extremely hungry, starving, or having an intense craving for food. When someone is famished, they have gone without food long enough to feel significant discomfort and urgency about eating. The word expresses a more extreme state than simply being hungry, suggesting a level of hunger that demands immediate attention. Famished can also be used somewhat hyperbolically in casual conversation to emphasize strong hunger, even when the person is not literally starving.","adjective","FAM-isht","From ""famish,"" derived from Middle English ""famen"" meaning ""to starve,"" ultimately from Latin ""fames"" meaning ""hunger.""","Latin, Middle English","Claude","Claude","Claude","After hiking for eight hours without stopping for lunch, the entire group was absolutely _______.","Claude","Remember ""FAM-ished"" - so hungry you're FAMous for being starved, or your FAMily is worried about your hunger.","Claude","2","4","1","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"famous","Famous means widely known and recognized by many people, typically due to notable achievements, talents, or significant events. When someone or something is famous, they have achieved widespread recognition and are easily identifiable to the general public. Fame can result from positive accomplishments like artistic talent, scientific discoveries, or athletic achievements, or from negative notoriety. The state of being famous often involves media attention and public interest, and can significantly impact a person's life and opportunities.","adjective","FAY-mus","From Latin ""famosus,"" meaning ""much talked about"" or ""renowned,"" derived from ""fama"" meaning ""report,"" ""rumor,"" or ""reputation.""","Latin","Claude","Claude","Claude","The _______ actor donated millions of dollars to charity, using his celebrity status to support important causes.","Claude","Remember ""FAMOUS"" - someone whose FAME is so great that they're known by Almost everyone, FAMously recognized.","Claude","1","4","2","3","","2020; 2021; 2022; 2023; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fanatic","A fanatic is a person who holds extreme, often irrational beliefs or opinions about something and pursues them with excessive zeal or intensity. Fanatics are characterized by their unwillingness to consider alternative viewpoints and their tendency to take their beliefs to unhealthy or dangerous extremes. The term can apply to various contexts, including religion, politics, sports, or personal interests. While passion for a subject can be positive, fanaticism involves a loss of perspective and balance that can lead to harmful or destructive behavior.","noun","fuh-NAT-ik","From Latin ""fanaticus,"" meaning ""inspired by a deity"" or ""frenzied,"" derived from ""fanum"" meaning ""temple."" Originally referred to religious enthusiasm.","Latin","Claude","Claude","Claude","The sports _______ painted his entire house in team colors and attended every game for twenty consecutive seasons.","Claude","Remember ""fan-ATIC"" - an extreme FAN whose enthusiasm becomes ATTIC-level (over the top) obsessive behavior.","Claude","1","4","1","3","","2023; 2024; 2025","2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee; Two Bee","False","False",""
"fandango","Fandango is a lively Spanish dance performed by a couple, characterized by quick, intricate footwork and the use of castanets. The dance is traditionally accompanied by guitar music and features dramatic poses, spins, and rhythmic stamping. Fandango music is typically written in triple meter with a moderate to fast tempo. The dance and its music became popular throughout Europe in the 18th century and remain an important part of Spanish cultural heritage. The term can also refer more generally to any elaborate or showy performance or celebration.","noun","fan-DANG-goh","From Spanish ""fandango,"" of uncertain origin, possibly from Portuguese ""fado"" or from an African language. The dance emerged in 18th-century Spain.","Spanish","Claude","Claude","Claude","The flamenco troupe's passionate _______ performance captivated the audience with its fiery energy and precise footwork.","Claude","Remember ""fan-DANGO"" - a dance where fans go crazy for the DANG good performance with quick footwork.","Claude","1","4","1","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fanfaronade","Fanfaronade is boastful or bragging talk, especially empty boasting that lacks substance or truth. The word describes ostentatious display of superiority or achievement that is designed to impress others but may be exaggerated or false. Fanfaronade often involves loud, showy declarations about one's abilities, accomplishments, or importance. The term suggests theatrical, over-the-top behavior that prioritizes appearance over substance. It implies a kind of verbal strutting or peacocking that others may find annoying or transparently fake.","noun","fan-far-uh-NAYD","From French ""fanfaronnade,"" derived from ""fanfaron"" meaning ""braggart,"" ultimately from Spanish ""fanfarrón."" Related to ""fanfare.""","French, Spanish","Claude","Claude","Claude","The politician's speech was pure _______, full of empty promises and exaggerated claims about his achievements.","Claude","Remember ""fanfare-ONADE"" - like a loud FANFARE but it's just empty boasting and showing off, a parade of bragging.","Claude","1","4","2","2","","2020; 2021; 2022","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf","One Bee; Two Bee","False","False",""
"fanged","Fanged describes something that has fangs, which are long, sharp teeth typically found in carnivorous animals, snakes, or mythical creatures. Fangs are specialized for gripping, tearing, or injecting venom. When something is described as fanged, it emphasizes the presence of these prominent, threatening teeth. The term is often used to describe predatory animals like wolves, snakes, or vampires in literature and folklore. Fanged creatures are typically portrayed as dangerous or aggressive due to their prominent dental weaponry.","adjective","FANGD","From ""fang"" (from Old English ""fang"" meaning ""capture"" or ""grasp"") plus the past participle ending ""-ed"" used as an adjective.","Old English","Claude","Claude","Claude","The _______ serpent in the ancient myth was said to guard the treasure with deadly precision.","Claude","Remember ""FANGED"" - having sharp FANGs that can GRAB and pierce, like a dangerous predator.","Claude","1","4","1","1","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"fans","Fans can refer to multiple meanings depending on context. As a plural noun, fans are people who have a strong interest in or admiration for a particular person, team, activity, or form of entertainment. They demonstrate enthusiasm and loyalty through support, attendance, or following. Fans can also be the plural of fan, the mechanical device that creates airflow for cooling or ventilation by rotating blades. In both uses, the concept involves movement - either emotional enthusiasm or physical air movement.","noun (plural)","FANZ","For enthusiasts: shortened from ""fanatic."" For devices: from Latin ""vannus"" meaning ""winnowing basket,"" referring to tools for separating grain.","Latin, English","Claude","Claude","Claude","Thousands of _______ gathered outside the stadium hours before the championship game began.","Claude","Remember ""FANS"" - people who are FANatically enthusiastic, or devices that create a breeze by FANning the air.","Claude","1","4","1","3","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"fantastically","Fantastically is an adverb meaning in an extraordinary, remarkable, or excellent manner. When something is done fantastically, it is performed with exceptional skill, success, or impressiveness that exceeds normal expectations. The word can also mean in a way that seems unreal, imaginary, or too extraordinary to believe. Fantastically emphasizes the exceptional nature of something, whether referring to quality of performance, degree of success, or the seemingly impossible nature of an occurrence.","adverb","fan-TAS-ti-klee","From ""fantastic"" (from Greek ""phantastikos"" meaning ""able to present to the mind"") plus the adverb suffix ""-ally.""","Greek","Claude","Claude","Claude","The new restaurant's opening night went _______, with every table filled and customers raving about the food.","Claude","Remember ""fanTAS-tically"" - done so well it's like a FANTASTic performance that TAStes amazing, extraordinarily good.","Claude","1","4","2","3","","2020; 2021; 2022; 2023","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf","One Bee; Two Bee","False","False",""
"farcical","Farcical describes something that is absurd, ridiculous, or resembling a farce - a dramatic work characterized by exaggerated, improbable situations and characters. When a situation is farcical, it is so unreasonable, illogical, or poorly managed that it becomes laughable or mockable. The word often applies to situations that are meant to be serious but have become so dysfunctional or absurd that they resemble comedy. Farcical implies a level of dysfunction that undermines credibility and invites ridicule rather than respect.","adjective","FAR-si-kul","From ""farce"" (from Latin ""farcire"" meaning ""to stuff,"" referring to comic interludes ""stuffed"" into serious plays) plus the suffix ""-ical.""","Latin","Claude","Claude","Claude","The committee meeting became _______ when members spent three hours debating the color of paper clips.","Claude","Remember ""FARCE-ical"" - so ridiculous it's like a FARCE, a comedy where everything goes absurdly wrong.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fardel","Fardel is an archaic term meaning a bundle, pack, or burden, particularly one carried by a traveler or peddler. The word can refer to both physical bundles of goods or belongings and metaphorical burdens such as responsibilities, troubles, or hardships. Fardel appears in Shakespeare's ""Hamlet"" in the famous ""To be or not to be"" soliloquy, where Hamlet speaks of bearing ""fardels"" (burdens) of life. While rarely used in modern English, the term occasionally appears in literary contexts to evoke historical or poetic atmosphere.","noun","FAR-dul","From Old French ""fardel,"" meaning ""little bundle,"" derived from Arabic ""fardah"" meaning ""package."" The word traveled through multiple languages.","Arabic, Old French","Claude","Claude","Claude","The weary traveler carried his _______ of worldly possessions on his back as he walked the dusty road.","Claude","Remember ""FAR-del"" - a bundle you carry FAR when you travel, or burdens that feel FAR too heavy to bear.","Claude","1","4","1","3","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"farewell","Farewell is an expression used when parting from someone, wishing them well in their future endeavors. As a noun, farewell refers to the act of saying goodbye or a ceremony marking someone's departure. The word carries connotations of finality and good wishes, often used when separations are expected to be lengthy or permanent. Farewells can be formal or informal, depending on the relationship and circumstances. The term combines wishes for the person's well-being with acknowledgment that separation is occurring.","interjection, noun","fair-WEL","Middle English compound of ""fare"" (meaning ""to go"" or ""to travel"") and ""well"" (meaning ""in a good manner""), literally meaning ""travel well.""","Middle English","Claude","Claude","Claude","At the retirement party, colleagues gathered to bid _______ to their longtime manager and wish him happiness.","Claude","Remember ""FARE-well"" - wishing someone will FARE WELL as they travel on their journey away from you.","Claude","1","4","1","1","","2020; 2021; 2022","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf","One Bee; Two Bee","False","False",""
"farfalle","Farfalle is a type of pasta shaped like bow ties or butterflies, characterized by its pinched center and flared edges. The pasta is made from durum wheat and eggs, and its unique shape helps it hold sauces effectively in its folds and crevices. Farfalle originated in Northern Italy and is popular in various dishes, from light olive oil preparations to creamy sauces. The distinctive butterfly shape not only serves practical purposes for sauce retention but also makes dishes visually appealing and interesting.","noun","far-FAL-lay","From Italian ""farfalle,"" literally meaning ""butterflies,"" derived from ""farfalla"" (butterfly), ultimately from Latin ""papilio.""","Italian, Latin","Claude","Claude","Claude","The chef prepared a delicious _______ salad with cherry tomatoes, fresh basil, and mozzarella cheese.","Claude","Remember ""far-FALL-e"" - pasta that looks like butterflies that might FLY FAR, or bow ties that have FALLen into butterfly shapes.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"farfetched","Farfetched describes something that is unlikely, improbable, or difficult to believe due to being remote from reality or common sense. When an idea, story, or explanation is farfetched, it seems to require too great a stretch of imagination or too many unlikely coincidences to be credible. The term suggests that something has been ""fetched from far away"" in terms of logic or probability. Farfetched ideas often lack supporting evidence or depend on implausible circumstances.","adjective","FAR-fecht","Compound word meaning ""fetched from far,"" implying something so unlikely it seems to come from a distant, improbable source.","English","Claude","Claude","Claude","His excuse for being three hours late seemed _______ and didn't match the evidence his colleagues had observed.","Claude","Remember ""FAR-fetched"" - an idea so unlikely it seems FETCHED from FAR away, pulled from somewhere distant and improbable.","Claude","2","4","1","1","","2020; 2021","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"farina","Farina is a fine flour or meal made from grains, seeds, or roots, most commonly referring to a wheat-based cereal similar to cream of wheat. The term can describe various types of ground grain products used for making porridge, pasta, or baked goods. Farina is typically smoother and finer in texture than regular flour and is often used to make hot breakfast cereals. In some regions, farina refers to cassava flour or other starchy, ground food products used as dietary staples.","noun","fuh-REE-nuh","From Latin ""farina"" meaning ""flour"" or ""meal,"" derived from ""far"" meaning ""grain"" or ""spelt wheat.""","Latin","Claude","Claude","Claude","For breakfast, grandmother prepared a warm bowl of _______ topped with butter and brown sugar.","Claude","Remember ""fa-RINA"" - a FINE flour that's as smooth as a balleRINA, ground very finely from grains.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf","One Bee; Three Bee; Two Bee","False","False",""
"farkleberry","Farkleberry is a small shrub or tree native to the southeastern United States, scientifically known as Vaccinium arboreum. It belongs to the blueberry family and produces small, dark berries that are edible but somewhat tart and seedy. The plant typically grows in sandy soils and pine forests, reaching heights of 6-10 feet. Farkleberries are sometimes called tree huckleberries or sparkleberries. While the berries can be eaten fresh, they are often used in jams, jellies, or baked goods, and they provide food for wildlife.","noun","FAR-kul-ber-ee","American English, possibly a folk etymology or dialectal variation related to ""sparkleberry,"" another name for the same plant.","American English","Claude","Claude","Claude","The hikers discovered a patch of _______ bushes and carefully harvested some of the tart berries for their evening meal.","Claude","Remember ""FARKLE-berry"" - berries that make you pucker like you're playing the dice game Farkle, tart and seedy.","Claude","1","4","2","1","","2023; 2024; 2025","2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee; Two Bee","False","False",""
"farmyard","A farmyard is the enclosed area immediately surrounding farm buildings, typically including the barn, stable, chicken coop, and farmer's house. This central area serves as the hub of farm activity, where animals are fed, equipment is stored, and daily farm operations are conducted. Farmyards are usually enclosed by fences or buildings to contain livestock and organize the various functions of the farm. The farmyard represents the domestic, organized center of agricultural life, distinct from the fields where crops are grown.","noun","FARM-yahrd","Compound word combining ""farm"" (from Old English ""feorm"" meaning ""provision"" or ""feast"") and ""yard"" (from Old English ""geard"" meaning ""enclosure"").","Old English","Claude","Claude","Claude","The children loved visiting their grandfather's farm and playing with the chickens that roamed freely around the _______.","Claude","Remember ""FARM-yard"" - the YARD where all the FARM animals gather around the barn, the central courtyard of farm life.","Claude","1","4","1","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
