word,definition,pronunciation,etymology,memory_tip,example_sentence,part_of_speech,source,source_difficulty,claude_difficulty,phonetic_score,frequency_score,morphological_score,etymology_score,total_score
savor,"To enjoy or appreciate something fully, especially food or drink, by taking time to experience its taste, smell, or other qualities completely. The act of savoring involves deliberate attention to sensory experiences, whether culinary, aesthetic, or emotional, rather than consuming or experiencing something quickly or carelessly. In culinary contexts, savoring means tasting food slowly and mindfully to appreciate its flavors, textures, and aromas. More broadly, to savor means to derive pleasure from any experience by being fully present and engaged with it. The word can also function as a noun, referring to a distinctive taste or smell, particularly one that is pleasant or appealing. Savoring represents a mindful approach to experience that emphasizes quality over quantity.",/ˈseɪvər/,"From Old French saveur meaning taste or flavor, from Latin sapor, from sapere meaning to taste.","Think ""SAVE-OR"" - save the moment or save time to really taste and appreciate something.",She wanted to _____ every bite of the exquisite chocolate dessert.,verb/noun,Scripps National Spelling Bee,Two Bee,,0.1,1.0,0,1.0,2.1
savour,"The British spelling of ""savor,"" meaning to enjoy or appreciate something fully, especially food or drink, by taking time to experience its taste, smell, or other qualities completely. This spelling is standard in British English, Canadian English, and other Commonwealth varieties of English. The meaning remains identical to the American spelling: to taste or enjoy something slowly and deliberately, or to appreciate any experience by being fully present and engaged with it. As a noun, savour refers to a distinctive taste, smell, or quality that characterizes something. The British spelling reflects the tendency in British English to retain certain French-influenced spellings that American English has simplified.",/ˈseɪvər/,"From Old French saveur meaning taste or flavor, from Latin sapor, from sapere meaning to taste.","British spelling adds ""u"" like ""colour"" and ""flavour"" - think of the ""u"" as standing for ""UK"".",The British chef advised guests to _____ the wine slowly to appreciate its complex notes.,verb/noun,Scripps National Spelling Bee,Two Bee,,0.1,1.0,0.4,1.0,2.5
savvy,"Practical knowledge, understanding, or intelligence, especially in business or political matters; the ability to understand situations quickly and make good decisions. Someone who is savvy demonstrates shrewd awareness of how things work in the real world, often in specific contexts like ""tech-savvy"" or ""business-savvy."" The term implies a combination of knowledge, experience, and intuitive understanding that enables effective navigation of complex situations. As an adjective, savvy describes someone who is knowledgeable and experienced in practical matters. The word often suggests streetwise intelligence or sophisticated understanding gained through experience rather than formal education. Savvy individuals are typically good at reading situations, understanding motives, and making strategic decisions.",/ˈsævi/,"From Spanish sabe meaning he knows, from saber meaning to know, ultimately from Latin sapere meaning to be wise.","Think ""SAV-VY"" - someone who can save the day because they're very wise and experienced.",Her political _____ helped her navigate the complex negotiations successfully.,noun/adjective,Scripps National Spelling Bee,One Bee/Two Bee,,0.1,1.0,0,1.5,2.6
sawan,"The fifth month of the Hindu lunar calendar, corresponding roughly to July-August in the Gregorian calendar, considered one of the most sacred months in Hinduism. Sawan is particularly devoted to Lord Shiva worship, with many devotees observing fasts, especially on Mondays (Sawan Somwar), and making pilgrimages to Shiva temples. The month is marked by the monsoon season in India, making it symbolically associated with renewal, fertility, and spiritual cleansing. Special festivals and rituals are performed during Sawan, including Raksha Bandhan, which celebrates the bond between brothers and sisters. The month is considered highly auspicious for spiritual practices, meditation, and seeking blessings from deities. Many Hindu families observe specific dietary restrictions and engage in charitable activities during this holy period.",/sɑːˈwɑːn/,"From Sanskrit श्रावण (śrāvaṇa), named after the Shravana constellation, from श्रवण (śravaṇa) meaning hearing or listening.","Think ""SAW-ONE"" - you saw the one holy month when devotees focus intensely on spiritual practices.","During _____, the temple was filled with devotees offering prayers and conducting special rituals.",noun,Scripps National Spelling Bee,Three Bee,,0.1,1.0,0,1.5,2.6
sawdust,"Fine particles and small pieces of wood created as a byproduct when wood is cut, sawed, or machined. Sawdust consists of tiny wood fibers and chips that result from the friction and cutting action of saw blades, planers, sanders, and other woodworking tools. This material has numerous practical applications including use as absorbent material for spills, bedding for animals, material for particleboard manufacturing, fuel for biomass energy, and filler in various products. In workshops and lumber mills, sawdust collection is important for both cleanliness and safety, as accumulated sawdust can pose fire hazards and respiratory health risks. The texture and size of sawdust varies depending on the type of cutting tool used and the species of wood being processed.",/ˈsɔːdʌst/,"Compound word from saw + dust, literally meaning the dust created by sawing wood.","Think ""SAW-DUST"" - the dusty particles left behind when you saw wood.",The carpenter swept up the _____ from the workshop floor after completing the cabinet project.,noun,Scripps National Spelling Bee,One Bee,,0.1,1.5,0.4,0,2.0
says,"Third-person singular present tense of the verb ""say,"" meaning to express something in words, to speak, or to state. This common verb form is used when referring to what someone else expresses, communicates, or declares in speech or writing. The word can introduce direct quotations, report someone's statements, or describe the act of verbal communication. In writing, ""says"" is frequently used in dialogue tags and reported speech to attribute statements to specific speakers. The pronunciation of ""says"" is irregular compared to its spelling, sounding like ""sez"" rather than following the pattern of words like ""days"" or ""ways."" This irregularity makes it a commonly misspelled word despite its frequent use in everyday communication.",/sɛz/,"From Old English secgan meaning to speak or tell, related to German sagen meaning to say.","Remember it sounds like ""SEZ"" not ""SAZE"" - the pronunciation doesn't match the spelling pattern.",The weather forecast _____ it will rain tomorrow afternoon.,verb,Scripps National Spelling Bee,Three Bee,,0.1,0.5,0,1.0,1.6
sbrinz,"A traditional Swiss hard cheese made from cow's milk, similar to Parmesan but with its own distinctive characteristics and protected designation of origin status. Sbrinz is produced in specific regions of central Switzerland using traditional methods that have been practiced for centuries. The cheese undergoes an extensive aging process of at least 16 months, often much longer, developing a hard, granular texture and intensely savory, nutty flavor. Like Parmigiano-Reggiano, Sbrinz is excellent for grating over dishes or eating in small pieces as a table cheese. The production follows strict regulations regarding milk source, production methods, and aging requirements to maintain the authentic quality and characteristics that have made this cheese prized since medieval times. It represents one of Switzerland's most important traditional dairy products.",/sbrɪnts/,"From Swiss German, possibly related to a place name or traditional cheese-making term in central Switzerland.","Think ""S-BRINGS"" - Switzerland brings us this ancient hard cheese similar to Parmesan.",The chef grated aged _____ over the risotto to add a distinctly Swiss flavor.,noun,Scripps National Spelling Bee,One Bee/Three Bee,,0.1,1.0,0.4,1.0,2.5
sbrinzkathakali,"[COMBINED WORD ERROR] This appears to be two unrelated words combined: ""sbrinz"" (a Swiss hard cheese) and ""kathakali"" (a traditional Indian classical dance-drama form from Kerala). This combination likely resulted from a data processing error where two separate dictionary entries were merged without proper spacing. The correct format should separate these as distinct words with their individual cultural and linguistic contexts.",/sbrɪntskʌθʌˈkɑːli/,Error combination of Swiss German sbrinz (cheese) + Malayalam kathakali (classical dance),This is a combined word error - look for the separation between sbrinz and kathakali.,The data contained an error where _____ appeared instead of two separate words.,error,Scripps National Spelling Bee,One Bee/Two Bee,,0.1,2.0,1.0,1.0,4.1
scabbard,"A protective sheath or case designed to hold and cover a sword, dagger, or other bladed weapon when not in use. Scabbards serve multiple functions: protecting the blade from damage and corrosion, preventing accidental injury, and providing a convenient way to carry the weapon. They are typically made from leather, wood, metal, or combinations of these materials, often decorated according to the owner's status or cultural traditions. Historical scabbards were essential military equipment, designed to be worn on belts or attached to armor systems. The construction of a scabbard requires precise fitting to the specific weapon, with internal linings to prevent blade damage and external fittings for secure attachment to carrying systems. Fine scabbards were often works of art, featuring intricate metalwork, jewels, or carved decorations.",/ˈskæbərd/,"From Anglo-Norman escalberc, possibly from Germanic words meaning ""to cut"" and ""to protect.""","Think ""SCAB-BARD"" - like a scab protects a wound, a scabbard protects a sword blade.",The knight carefully slid his sword into its ornate leather _____.,noun,Scripps National Spelling Bee,One Bee,,0.3,1.5,0.7,1.0,3.5
scaberulous,"In botanical terminology, describing a surface that is slightly rough or minutely scabrous, having small raised points or tiny bumps that create a gritty or sandpaper-like texture when touched. This term is used specifically in plant morphology to describe leaves, stems, or other plant parts that feel slightly rough due to microscopic projections, short hairs, or small tubercles on the surface. The roughness is typically subtle, requiring close examination or touch to detect, and is less pronounced than surfaces described as simply ""scabrous."" Scaberulous surfaces often serve protective functions for plants, such as reducing water loss or deterring herbivores. This precise botanical descriptor helps scientists and horticulturists accurately communicate the tactile characteristics of plant specimens.",/skəˈbɛrʊləs/,"From Latin scaber meaning rough + -ulous (diminutive suffix), literally meaning ""slightly rough.""","Think ""SCAB-ERULOUS"" - slightly rough like a small scab, but not severely rough.","The botanist noted that the leaf surface was _____, feeling slightly gritty to the touch.",adjective,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,1.3,1.0,4.6
scagliola,"A decorative plaster technique that imitates marble or other decorative stones through the use of finely ground gypsum, glue, and pigments applied in multiple layers and polished to achieve a marble-like appearance. This Italian art form, developed during the 17th century, allows artisans to create elaborate architectural details, columns, and decorative elements that convincingly replicate expensive natural stones at a fraction of the cost. The process involves applying successive coats of specially prepared plaster, each containing different colored materials to create veining and patterns characteristic of various types of marble. After drying, the surface is carefully polished to achieve the smooth, lustrous finish typical of natural stone. Scagliola work can be found in historic palaces, churches, and important buildings throughout Europe, representing a sophisticated craft that required considerable skill and artistic ability.",/skælˈjoʊlə/,"From Italian scagliola, diminutive of scaglia meaning scale or chip, referring to the scaly appearance of gypsum.","Think ""SCALE-IOLA"" - using scales or chips of material to create fake marble.","The palace columns were actually made of _____, not genuine marble, though few visitors could tell the difference.",noun,Scripps National Spelling Bee,Three Bee/Two Bee,,0.3,2.0,0.7,0.7,3.7
scale,"A graduated range of values, measurements, or degrees used for comparison, measurement, or classification purposes. In various contexts, scale can refer to the size or extent of something relative to other things, a system of numerical measurement, or the ratio between distances on a map and actual distances. Musical scales consist of sequences of notes arranged in ascending or descending order according to pitch relationships. In biology, scales are small, flat, overlapping plates that cover the skin of fish and reptiles for protection. Weight scales are instruments for measuring mass or weight. The concept of scale is fundamental in mathematics, science, engineering, and many practical applications where proportion, measurement, and comparison are important.",/skeɪl/,"From Latin scala meaning ladder or staircase, referring to graduated steps or levels.","Think of climbing a ""SCALE"" like a ladder - each step represents a measured level or degree.",The earthquake measured 7.2 on the Richter _____.,noun/verb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.0,0,1.0,2.3
scallion,"A young onion harvested before the bulb has fully developed, characterized by long green tops and a small white or light-colored base, also known as green onions or spring onions. Scallions have a milder flavor than mature onions, with both the white base and green tops being edible and commonly used in cooking. The white portion provides a sharper onion flavor, while the green tops offer a more delicate taste similar to chives. These vegetables are popular in many cuisines, particularly Asian cooking, where they are used as garnishes, in stir-fries, soups, and salads. Scallions can be eaten raw or cooked and are valued for their ability to add onion flavor without the intensity of full-sized bulbs. They are easy to grow and can be harvested multiple times from the same plant.",/ˈskæljən/,"From Anglo-Norman escaloun, from Latin Ascalonia meaning ""from Ashkelon,"" a city in ancient Palestine associated with onions.","Think ""SCALE-ION"" - these are small-scale onions harvested before they fully develop.",The chef garnished the soup with finely chopped _____ for added color and flavor.,noun,Scripps National Spelling Bee,One Bee,,0.3,1.5,0.7,1.0,3.5
scalp,"The skin covering the top and back of the human head, typically covered with hair, extending from the forehead to the base of the skull and from ear to ear. The scalp consists of five layers: skin, connective tissue, aponeurosis (a tough fibrous sheet), loose connective tissue, and periosteum (membrane covering the skull). This area contains numerous hair follicles, sebaceous glands, and blood vessels that nourish hair growth. In historical contexts, ""scalp"" also refers to the practice of removing part of the scalp as a trophy, which occurred in various cultures during warfare. In trading contexts, to scalp means to buy and quickly resell items (like tickets) at inflated prices, or in financial markets, to make small profits from rapid trades.",/skælp/,"From Middle English, possibly from Old Norse skálpr meaning sheath or scabbard.","Think ""SCALE-P"" - the scalp has multiple layers like scales protecting the skull.",The dermatologist examined her _____ to determine the cause of the persistent itching.,noun/verb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.0,0,0.3,1.6
scalpscrapple,"[COMBINED WORD ERROR] This appears to be two unrelated words combined: ""scalp"" (the skin covering the head) and ""scrapple"" (a Pennsylvania Dutch dish made from pork scraps and cornmeal). This combination likely resulted from a data processing error where two separate dictionary entries were merged without proper spacing. The correct format should separate these as distinct words with their individual meanings and contexts.",/skælpˈskræpəl/,Error combination of Middle English scalp + scrapple (from scrap + -le),This is a combined word error - look for the separation between scalp and scrapple.,The data contained an error where _____ appeared instead of two separate words.,error,Scripps National Spelling Bee,Two Bee,,0.3,2.0,1.2,0.3,3.8
scaly,"Covered with or resembling scales, or having a surface that flakes off in small pieces. In biological contexts, scaly describes animals like fish, reptiles, and certain birds that have overlapping protective plates covering their skin. In medical contexts, scaly skin refers to conditions where the skin becomes dry and sheds in small flakes, often due to dermatological conditions, dehydration, or environmental factors. The term can also describe any surface that has scale-like patterns or textures, whether natural or artificial. Scaly surfaces often serve protective functions, such as reducing water loss, providing armor-like protection, or helping with movement through certain environments. In casual usage, scaly can refer to anything that appears flaky, rough, or covered with small overlapping pieces.",/ˈskeɪli/,"From scale + -y suffix, meaning having the characteristics of scales.","Think ""SCALE-Y"" - having scales like a fish or lizard, or flaking like scales.",The lizard's _____ skin provided excellent protection from predators and harsh weather.,adjective,Scripps National Spelling Bee,Three Bee,,0.3,1.0,0,0,1.3
scan,"To examine something systematically and carefully, often by moving one's eyes or a device across the surface or through the contents. In medical contexts, scanning involves using technology like X-rays, MRI, or ultrasound to create images of internal body structures for diagnostic purposes. In technology, scanning refers to converting physical documents or images into digital format using optical devices. The term also applies to quickly looking through written material to locate specific information or get a general understanding of content. In poetry, to scan means to analyze the rhythmic pattern of verses by identifying stressed and unstressed syllables. Security scanning involves checking for threats, whether in computer systems or physical locations.",/skæn/,"From Latin scandere meaning to climb or mount, originally referring to analyzing poetry by climbing through its metrical feet.","Think ""S-CAN"" - you can systematically examine or look through something carefully.",The doctor ordered a CT _____ to get a detailed view of the patient's internal organs.,verb/noun,Scripps National Spelling Bee,Three Bee,,0.3,0.5,0,1.5,2.3
scandal,"An action, event, or situation that causes public outrage, shock, or moral indignation due to its perceived impropriety, illegality, or violation of accepted standards of behavior. Scandals typically involve prominent figures or institutions and often receive significant media attention, leading to damaged reputations, loss of public trust, and sometimes legal consequences. The revelation of scandals can trigger investigations, resignations, reforms, or other corrective actions. Political scandals might involve corruption, abuse of power, or personal misconduct, while corporate scandals often center on financial fraud, safety violations, or ethical breaches. The impact of a scandal depends on factors such as the severity of the wrongdoing, the prominence of those involved, and the public's reaction to the revelations.",/ˈskændəl/,"From Greek skandalon meaning trap or snare, later meaning stumbling block or cause of offense.","Think ""SCAN-DAL"" - when people scan or examine someone's actions, they might discover scandalous behavior.",The corruption _____ led to the resignation of several high-ranking government officials.,noun,Scripps National Spelling Bee,Three Bee,,0.3,1.5,0.4,1.0,3.2
