word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_audio_file,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,final_difficulty_rating,final_difficulty_source,notes,reviewed,needs_audio,has_image,image_description,is_error,error_details
endowed,2025,2025 Words of Champion _1_.pdf,Three Bee,"Endowed means naturally provided with or possessing certain qualities, abilities, or characteristics. When someone is endowed with something, they have been given or blessed with particular traits, often considered gifts or natural advantages. The term frequently describes inherent talents, physical attributes, mental capacities, or resources that a person possesses from birth or acquires through circumstance. Endowed can also refer to institutions or organizations that have been provided with funds, property, or resources, typically through donations or bequests. In this context, an endowed chair at a university is a professorship funded by a permanent donation, or an endowed foundation has sufficient funds to operate indefinitely from investment income. The word carries connotations of abundance, blessing, or fortunate provision. It suggests that the endowment (whether natural talent or financial resources) provides ongoing benefit or advantage. The concept often implies responsibility to use these gifts wisely or productively.","adjective, verb (past tense)",en-DOWD,,"From Old French ""endouer,"" from ""en-"" (in) + ""douer"" (to endow), from Latin ""dotare"" (to endow), from ""dos"" (dowry, gift).",Claude,"Latin, Old French",The university's _______ scholarship program helps talented students afford their education.,Claude,"Remember ""en-DOWED"" - think ""in-dowed"" meaning having gifts or talents placed within you, or ""endow-ed"" meaning given an endowment.",3,3,3,3,,,,False,True,False,,False,
ends,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"Ends can function as either a noun (plural of ""end"") or a verb (third person singular of ""end""). As a noun, ends refers to the final parts, extremities, or boundaries of objects, events, or concepts. It can describe physical extremities (the ends of a rope), temporal boundaries (the ends of a day), or purposeful goals (achieving one's ends). The phrase ""odds and ends"" refers to miscellaneous items or remnants. As a verb, ends means brings to a conclusion or termination, as in ""the movie ends at midnight."" In the context of goals or purposes, ""ends"" often appears in discussions about means and ends, referring to objectives or desired outcomes. The word can also indicate results or consequences, as in ""how it all ends."" In some contexts, ends refers to the final portions or remnants of something, such as leftover materials or the concluding segments of a process or period.","noun (plural), verb",endz,,"From Old English ""ende"" (end, boundary, district), related to German ""ende"" and Dutch ""einde."" The plural and verb forms developed naturally from the base word.",Claude,"Old English, Germanic",The movie _______ with a surprising plot twist that nobody expected.,Claude,"Remember ""ENDS"" - think ""end + s"" for multiple endings or something that ends, like ""the story ends here.""",3,3,3,3,,,,False,True,False,,False,
endure,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"To endure means to withstand, tolerate, or survive difficult conditions, pain, hardship, or challenges over time. Endurance involves maintaining strength, patience, or resolve despite adversity or discomfort. The term can describe both physical endurance (surviving harsh weather, illness, or physical exertion) and emotional or psychological endurance (coping with stress, grief, or prolonged difficulties). Endure also means to last or continue in existence over time, as in ""buildings that endure for centuries"" or ""traditions that endure across generations."" This usage emphasizes permanence, durability, or persistence rather than survival of hardship. The concept of endurance is often associated with courage, determination, and resilience. In sports and fitness contexts, endurance refers to the ability to sustain prolonged physical effort. The word suggests not just survival but active persistence and strength in the face of challenges that might defeat others.",verb,en-DOOR,,"From Old French ""endurer,"" from Latin ""indurare"" meaning ""to make hard,"" from ""in-"" (in) + ""durare"" (to last, be hard), from ""durus"" (hard).",Claude,"Latin, Old French",The hikers had to _______ freezing temperatures and high winds during their mountain expedition.,Claude,"Remember ""en-DURE"" - think ""in-durable"" meaning to be durable from within, or ""endure"" sounds like ""and-you're"" still standing after hardship.",3,3,3,3,,,,False,True,False,,False,
enervate,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"To enervate means to weaken, drain of energy, or reduce the strength and vitality of someone or something. This verb describes the process of making someone feel tired, listless, or devoid of physical or mental vigor. Enervation can result from physical factors (extreme heat, illness, overexertion), mental factors (stress, boredom, depression), or environmental conditions (oppressive humidity, monotonous situations). The word often describes a gradual process rather than sudden exhaustion, suggesting a slow drain of energy or enthusiasm. Enervating conditions or experiences leave people feeling depleted, unmotivated, or incapable of normal activity. The term can also describe the effect of certain climates, situations, or lifestyles that consistently sap energy and vitality. Note that despite sounding similar to ""energize,"" enervate has the opposite meaning - it removes energy rather than adding it. The word carries connotations of debilitation and reduced effectiveness.",verb,EN-er-vayt,,"From Latin ""enervatus,"" past participle of ""enervare"" meaning ""to weaken, remove the sinews,"" from ""e-"" (out) + ""nervus"" (sinew, nerve).",Claude,Latin,The oppressive heat and humidity began to _______ the workers by mid-afternoon.,Claude,"Remember ""e-NERV-ate"" - think ""e"" (remove) + ""nerve"" (strength), so removing your nerve/strength, or ""enervate"" sounds like ""in-irritate"" which drains energy.",3,3,3,3,,,,False,True,False,,False,
enforcement,2025,2025 Words of Champion _1_.pdf,Three Bee,"Enforcement refers to the act of compelling observance of or compliance with laws, rules, regulations, or commands through the use of authority, power, or sanctions. This process involves ensuring that established standards, policies, or legal requirements are followed and that violations are appropriately addressed. Law enforcement agencies, such as police departments, regulatory bodies, and courts, are responsible for different aspects of enforcement within society. Enforcement mechanisms can include warnings, fines, penalties, prosecution, and other corrective measures designed to deter violations and ensure compliance. The concept extends beyond legal contexts to include enforcement of organizational policies, safety regulations, academic standards, and social norms. Effective enforcement typically requires clear rules, adequate resources, consistent application, and appropriate consequences for violations. The term can also refer to the specific act of implementing or carrying out a particular law or regulation, as in ""enforcement of speed limits"" or ""enforcement of environmental regulations.""",noun,en-FAWRS-muhnt,,"From ""enforce"" (from Old French ""enforcier,"" meaning ""to strengthen, apply force"") + ""-ment"" (suffix indicating action or result). ""Enforce"" comes from ""en-"" (in) + ""force.""",Claude,Old French,Strict _______ of the new traffic laws led to a significant reduction in accidents.,Claude,"Remember ""en-FORCE-ment"" - think ""in-force"" meaning putting force into making people follow rules, or ""enforce-ment"" meaning the mental/action aspect of enforcing.",3,3,3,3,,,,False,True,False,,False,
enfranchise,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"To enfranchise means to grant political rights, particularly the right to vote, to individuals or groups who previously lacked these privileges. The term is most commonly associated with extending voting rights to previously disenfranchised populations, such as women, racial minorities, or people without property. Enfranchisement represents the inclusion of individuals in the democratic process and recognition of their status as full citizens. Historical examples include the enfranchisement of women through suffrage movements, the enfranchisement of formerly enslaved people after the Civil War, and the enfranchisement of young adults through lowering the voting age. The word can also refer more broadly to granting any rights, privileges, or freedoms to those who were previously denied them. In business contexts, enfranchisement might refer to granting someone the rights to operate a franchise. The concept is fundamental to democratic development and social progress, representing the expansion of political participation and civic equality.",verb,en-FRAN-chahyz,,"From Old French ""enfranchir"" meaning ""to set free,"" from ""en-"" (in) + ""franc"" (free). Originally meant to free from servitude, later extended to political rights.",Claude,Old French,The constitutional amendment served to _______ millions of citizens who had been denied voting rights.,Claude,"Remember ""en-FRANCHISE"" - think ""in-franchise"" meaning bringing someone into the franchise/system of voting, or ""en-France"" where modern democratic ideas developed.",3,3,3,3,,,,False,True,False,,False,
engage,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"To engage means to participate in, become involved with, or commit to an activity, relationship, or cause. The term encompasses various forms of active participation, from simple attention (engaging with a book or conversation) to deep commitment (engaging in social activism or engaging with a community). In interpersonal contexts, engagement refers to meaningful interaction, connection, or involvement with others. Professional engagement involves active participation in work responsibilities and organizational goals. Academic engagement describes students' investment in learning activities and educational processes. The word can also mean to hire or employ someone for a specific purpose, to attract and hold attention, or to enter into conflict or battle. In mechanical contexts, engage refers to connecting or interlocking parts (such as engaging gears). The concept implies active choice and sustained attention rather than passive or superficial involvement.",verb,en-GAYJ,,"From Old French ""engagier"" meaning ""to pledge, put in pledge,"" from ""en-"" (in) + ""gage"" (pledge, wage). The modern sense of ""involve, participate"" developed from the idea of pledging oneself.",Claude,Old French,The teacher worked hard to _______ all students in the classroom discussion.,Claude,"Remember ""en-GAGE"" - think ""in-gauge"" like measuring your involvement level, or ""en-gage"" like putting yourself in a cage of commitment.",3,3,3,3,,,,False,True,False,,False,
engaging,2024,2024 Words of the Champions.pdf,Three Bee,"Engaging describes something that captures and holds attention, interest, or participation in a compelling and attractive way. When something is engaging, it has the quality of drawing people in and maintaining their focus through appeal, charm, or fascination. Engaging content, personalities, or experiences create a sense of connection and involvement that makes people want to continue participating or paying attention. The term suggests active involvement rather than passive consumption - engaging materials invite interaction, thought, or emotional response. In educational contexts, engaging teaching methods promote student participation and learning. Engaging personalities are charismatic, interesting, and able to connect well with others. An engaging book, movie, or presentation holds the audience's attention throughout. The word implies a positive quality that makes something appealing and worthwhile. Engaging experiences often combine elements of relevance, interactivity, challenge, and enjoyment to create meaningful connection between participants and content.",adjective,en-GAY-jing,,"From ""engage"" (from Old French ""engagier"") + ""-ing"" (present participle suffix). The adjective developed from the verb's sense of ""attracting and holding attention.""",Claude,Old French,The professor's _______ lecture style kept students interested throughout the entire semester.,Claude,"Remember ""en-GAG-ing"" - think ""engaging"" like a gear that engages/connects with you, or ""en-gaging"" meaning it measures/gauges your interest.",3,3,3,3,,,,False,True,False,,False,
engineer,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"An engineer is a professional who applies scientific and mathematical principles to design, build, analyze, and maintain structures, machines, systems, and processes. Engineers use their technical knowledge to solve practical problems and create solutions that benefit society. The field encompasses many specializations, including civil engineering (infrastructure and construction), mechanical engineering (machines and mechanical systems), electrical engineering (electrical systems and electronics), chemical engineering (chemical processes and materials), software engineering (computer programs and systems), and biomedical engineering (medical devices and biological systems). Engineers typically follow a systematic design process that includes identifying problems, researching solutions, creating prototypes, testing, and refining designs. The profession requires strong analytical skills, creativity, attention to detail, and understanding of safety principles. As a verb, ""engineer"" means to plan, design, or devise something skillfully, often referring to bringing about a particular outcome through careful planning and execution.","noun, verb",en-juh-NEER,,"From Old French ""engigneor,"" from ""engin"" (engine, device, talent), from Latin ""ingenium"" (innate quality, cleverness), from ""in-"" (in) + root of ""gignere"" (to beget).",Claude,"Latin, Old French",The civil _______ designed a bridge that could withstand earthquakes and heavy traffic.,Claude,"Remember ""engi-NEER"" - think ""engine-ear"" because engineers work with engines and mechanical things, or ""engin-eer"" meaning someone with engineering skill.",3,3,3,3,,,,False,True,False,,False,
english,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"English refers to the language originally spoken in England that has become one of the world's most widely used languages for international communication, business, science, and technology. As a proper adjective, English describes things relating to England, its people, or its culture. The English language belongs to the Germanic family of Indo-European languages and has evolved significantly since its Old English origins, incorporating influences from Latin, French, Norse, and many other languages through conquest, trade, and cultural exchange. Modern English serves as a lingua franca in many international contexts and is an official language in numerous countries beyond England. The language is characterized by its relatively simple grammar structure, extensive vocabulary, and flexibility in word formation and usage. English literature, English customs, and English history represent significant cultural contributions to world civilization. The term can also refer to the academic subject focused on studying English language and literature.","adjective, noun",ING-glish,,"From Old English ""Englisc,"" from ""Engle"" (the Angles, a Germanic tribe) + ""-isc"" (suffix meaning ""of, relating to""). The Angles were one of the tribes that settled in Britain.",Claude,"Old English, Germanic",She studied _______ literature and became fascinated with Shakespeare's plays.,Claude,"Remember ""ENG-lish"" - think ""England-ish"" meaning relating to England, or ""angl-ish"" from the Angles who helped create the language.",3,3,3,3,,,,False,True,False,,False,
engrossed,2021,2021_Printable_Words of the Champions.pdf,One Bee,"Engrossed describes a state of being completely absorbed, deeply focused, or wholly occupied with something to the exclusion of other things. When someone is engrossed in an activity, their attention is so thoroughly captured that they may be unaware of their surroundings or the passage of time. This intense concentration often occurs when engaging with compelling content such as a fascinating book, challenging puzzle, captivating movie, or absorbing conversation. Being engrossed indicates a high level of interest and mental involvement that creates a sense of immersion in the subject matter. The state suggests voluntary attention rather than forced concentration, typically resulting from genuine interest or enjoyment. People often describe being engrossed in hobbies, creative projects, academic subjects, or entertainment that particularly appeals to them. The word implies a positive form of preoccupation where the person willingly gives their full attention to something they find valuable or enjoyable.",adjective,en-GROHST,,"From ""engross,"" which originally meant ""to buy up in large quantities"" (from Old French ""en gros,"" meaning ""in large quantity""), later developing the sense of ""absorb fully.""",Claude,Old French,She was so _______ in her novel that she didn't hear the doorbell ring.,Claude,"Remember ""en-GROSSED"" - think ""gross"" (large) meaning largely absorbed, or ""en-gross"" meaning completely gross-ly involved in something.",3,3,3,3,,,,False,True,False,,False,
engulf,2024,2024 Words of the Champions.pdf,Three Bee,"To engulf means to completely surround, overwhelm, or swallow up something, typically in a way that causes it to disappear or become completely enclosed. The term often describes rapid or overwhelming processes where something large consumes or covers something smaller. Physical examples include floods engulfing buildings, flames engulfing structures, or avalanches engulfing skiers. Engulfing can also describe emotional or psychological states, such as being engulfed by grief, panic, or despair, where intense feelings completely overwhelm a person's normal functioning. The word suggests a totality of coverage or influence that leaves little or nothing visible or unaffected. Unlike gradual processes, engulfing often implies suddenness and power, as when a massive wave engulfs a small boat or when a person feels engulfed by responsibilities. The concept carries connotations of being overpowered or consumed by forces larger than oneself, whether physical, emotional, or circumstantial.",verb,en-GUHLF,,"From ""en-"" (in, into) + ""gulf"" (from Old French ""golfe,"" from Greek ""kolpos"" meaning ""bosom, gulf""). The word literally means ""to put into a gulf.""",Claude,"Greek, Old French",The massive wildfire threatened to _______ the entire mountain community.,Claude,"Remember ""en-GULF"" - think ""in-gulf"" meaning to put something into a gulf/large space, or ""engulf"" like a gulf (body of water) swallowing something.",3,3,3,3,,,,False,True,False,,False,
enjoy,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"To enjoy means to take pleasure in, find satisfaction from, or experience happiness through an activity, situation, or experience. Enjoyment involves a positive emotional response characterized by contentment, delight, or gratification. The word can describe both active appreciation (enjoying a concert, meal, or conversation) and passive reception (enjoying sunshine or quiet moments). Enjoyment typically requires some level of engagement or awareness, distinguishing it from mere tolerance or neutral acceptance. People enjoy activities that align with their interests, values, or preferences, though what brings enjoyment varies greatly among individuals and cultures. The capacity for enjoyment is considered important for mental health and overall well-being. Enjoyment can be immediate and spontaneous or developed through repeated exposure and appreciation. The word can also mean to possess or benefit from something, as in ""enjoying good health"" or ""enjoying success,"" though the pleasure-focused meaning is more common in contemporary usage.",verb,en-JOI,,"From Old French ""enjoir,"" from ""en-"" (in) + ""joir"" (to enjoy), from Latin ""gaudere"" (to rejoice). The sense of ""take pleasure in"" has been present since Middle English.",Claude,"Latin, Old French",The family decided to _______ a picnic in the park on the beautiful spring day.,Claude,"Remember ""en-JOY"" - think ""in-joy"" meaning to be in a state of joy, or ""enjoy"" contains ""joy"" which is what you feel when you enjoy something.",3,3,3,3,,,,False,True,False,,False,
enlarged,2025,2025 Words of Champion _1_.pdf,Three Bee,"Enlarged means made larger, increased in size, scope, or scale from a previous state. This past tense adjective describes something that has undergone a process of expansion, growth, or magnification. Physical enlargement can involve making objects, images, or spaces bigger through various means such as construction, inflation, magnification, or natural growth. Medical contexts often use enlarged to describe organs, tissues, or other body parts that have increased beyond normal size, sometimes indicating health conditions. The term can also apply to abstract concepts, such as enlarged responsibilities, enlarged understanding, or enlarged opportunities. Photographic enlargement involves making bigger prints from smaller negatives or digital files. Enlarged can describe intentional modifications (enlarged windows in a renovation) or unintended changes (enlarged heart due to disease). The word suggests a comparison between current and previous states, emphasizing the change in magnitude or extent.","adjective, verb (past tense)",en-LAHRJD,,"From ""enlarge"" (from ""en-"" meaning ""make"" + ""large"") + ""-ed"" (past tense/past participle suffix). ""Large"" comes from Old French ""large"" meaning ""broad, wide.""",Claude,Old French,The _______ photograph revealed details that were invisible in the original small print.,Claude,"Remember ""en-LARGED"" - think ""en-large-ed"" meaning made large, or ""enlarged"" like making something large-er than it was.",3,3,3,3,,,,False,True,False,,False,
enmity,2020,2020 Words_of_the_Champions.pdf,One Bee,"Enmity refers to deep-seated hostility, hatred, or antagonism between individuals, groups, or nations. This intense form of opposition goes beyond simple disagreement or dislike to encompass active ill will and desire for harm or disadvantage to befall one's enemy. Enmity often develops from serious conflicts, betrayals, injustices, or fundamental incompatibilities in values or interests. Unlike temporary anger or irritation, enmity suggests a lasting and profound animosity that may persist across generations or institutional changes. Historical examples include enmity between warring nations, feuding families, or competing political factions. Enmity can manifest in various ways, from open conflict and aggression to subtle undermining and opposition. The emotion often involves not just negative feelings but active wishes for the enemy's failure or suffering. Resolving enmity typically requires significant effort, compromise, and often external mediation, as the depth of feeling makes reconciliation particularly challenging.",noun,EN-mi-tee,,"From Old French ""enemité,"" from Latin ""inimicitia"" meaning ""unfriendliness, hostility,"" from ""inimicus"" (unfriendly, hostile), from ""in-"" (not) + ""amicus"" (friend).",Claude,"Latin, Old French",The ancient _______ between the two families had lasted for generations.,Claude,"Remember ""EN-mity"" - think ""enemy-ty"" because enmity is what you feel toward enemies, or ""en-amity"" meaning the opposite of amity (friendship).",3,3,3,3,,,,False,True,False,,False,
ennui,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Ennui is a feeling of listlessness, dissatisfaction, and boredom that arises from a lack of excitement, meaning, or purpose in one's current circumstances. This French-derived term describes a more profound and existential form of boredom than simple temporary tedium. Ennui often involves a sense of emotional numbness or disconnection from activities that would normally provide interest or satisfaction. The condition typically affects people who have sufficient material comfort but lack intellectual, emotional, or spiritual stimulation. Ennui can result from routine, prosperity without purpose, or the absence of meaningful challenges. The term is often associated with philosophical and literary discussions of modern life's potential meaninglessness or the psychological effects of comfort and security. Unlike depression, ennui specifically relates to environmental circumstances rather than clinical mental health conditions, though prolonged ennui might contribute to or mask underlying emotional issues. The concept suggests that humans need more than basic comfort to feel fulfilled.",noun,ahn-WEE,,"From French ""ennui,"" from Old French ""enui"" meaning ""annoyance, trouble,"" from ""enuier"" (to annoy), from Latin ""in odio"" (in hatred, disliked).",Claude,"Latin, Old French, French","After months of the same routine, she felt overcome by _______ and longed for adventure.",Claude,"Remember ""en-NUI"" - think ""annoying-wee"" because ennui is that annoying feeling of boredom, or remember it's French and sounds like ""on-we"" meaning it weighs on us.",3,3,3,3,,,,False,True,False,,False,
enoch,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Enoch is a name of Hebrew origin that appears prominently in biblical and religious contexts. In the Hebrew Bible, Enoch is the name of several figures, most notably the seventh patriarch before the flood, described as the father of Methuselah. According to biblical narrative, Enoch ""walked with God"" and was taken directly to heaven without experiencing death, making him one of only two people in the Hebrew Bible (along with Elijah) described as being translated to heaven. The name means ""dedicated"" or ""initiated"" in Hebrew. Enoch is also associated with various apocryphal texts, including the Books of Enoch, which elaborate on his heavenly journeys and revelations. In modern usage, Enoch serves as a given name, though it's relatively uncommon. The name has been used in literature and popular culture, often carrying connotations of spiritual devotion or divine favor due to its biblical associations.",proper noun,EE-nuhk,,"From Hebrew ""Chanokh"" meaning ""dedicated, initiated, trained."" The name appears in the Hebrew Bible and has been transliterated through Greek and Latin into English.",Claude,Hebrew,The ancient text tells of _______ being taken up to heaven without dying.,Claude,"Remember ""E-noch"" - think ""enough"" because Enoch was good enough to go straight to heaven, or ""he-knocked"" on heaven's door and was let in.",3,3,3,3,,,,False,True,False,,False,
enoki,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Enoki mushrooms are a species of edible fungi (Flammulina velutipes) characterized by their distinctive long, thin white stems and small caps. These mushrooms are native to East Asia and are particularly popular in Japanese, Chinese, and Korean cuisine. Enoki mushrooms have a mild, slightly sweet flavor and a crisp, crunchy texture that makes them valuable in both cooked and raw preparations. They grow naturally on hardwood trees, particularly on stumps and dead trees, but are now widely cultivated commercially. In cooking, enoki mushrooms are often used in soups, stir-fries, salads, and hot pot dishes. They cook quickly and should be added near the end of cooking to preserve their texture. Nutritionally, enoki mushrooms are low in calories but rich in protein, fiber, and various vitamins and minerals. They are also being studied for potential health benefits, including immune system support and anti-inflammatory properties. The mushrooms are typically sold in clusters and should be separated at the base before use.",noun,eh-NOH-kee,,"From Japanese ""enokitake,"" literally meaning ""hackberry mushroom,"" from ""enoki"" (Chinese hackberry tree) + ""take"" (mushroom). Named for the tree where they naturally grow.",Claude,Japanese,The chef added fresh _______ mushrooms to the miso soup just before serving.,Claude,"Remember ""e-NOKI"" - think ""elongated noodles"" because enoki mushrooms look like long, thin white noodles, or ""e-hockey"" because they're thin like hockey sticks.",3,3,3,3,,,,False,True,False,,False,
enoptromancy,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Enoptromancy is a form of divination that involves gazing into mirrors, crystals, or other reflective surfaces to gain insights into the future, seek spiritual guidance, or communicate with supernatural entities. This ancient practice, also known as catoptromancy or crystallomancy when using crystals, relies on the belief that reflective surfaces can serve as windows to other realms or reveal hidden knowledge. Practitioners typically enter a meditative or trance-like state while gazing into the reflective medium, interpreting visions, symbols, or images that appear in the surface or in their mind's eye. The practice has appeared in various cultures throughout history, from ancient Greek and Roman traditions to medieval European magical practices. Modern practitioners might use black mirrors, crystal balls, water surfaces, or polished metal objects. Enoptromancy is considered a form of scrying, which encompasses various divination techniques involving gazing into reflective or translucent materials to receive visions or insights.",noun,en-OP-truh-man-see,,"From Greek ""enoptron"" (mirror), from ""en-"" (in) + ""optron"" (mirror, from ""ops"" meaning ""eye""), plus ""-mancy"" (divination), from ""manteia"" (prophecy).",Claude,Greek,The ancient practitioner used _______ to divine the outcome of the upcoming battle.,Claude,"Remember ""en-OPTRO-mancy"" - think ""in-optic-romance"" because you look into optical surfaces romantically/mystically, or ""enopt-romance"" meaning having a romance with mirrors.",3,3,3,3,,,,False,True,False,,False,
enormously,2025,2025 Words of Champion _1_.pdf,Three Bee,"Enormously is an adverb meaning to an extremely large degree, vastly, or tremendously. This word intensifies adjectives and verbs to indicate that something occurs or exists to an exceptional extent. When something changes enormously, the change is dramatic and significant. When someone enjoys something enormously, their pleasure is intense and substantial. The word suggests scale that goes well beyond normal or expected levels, emphasizing the magnitude of whatever is being described. Enormously can modify various concepts: size (enormously large), quantity (enormously popular), improvement (enormously better), or emotional states (enormously grateful). The adverb adds emphasis and helps convey the speaker's sense that standard descriptors are insufficient to capture the full extent of what they're describing. In academic and formal writing, enormously helps express the significance or impact of research findings, changes, or developments.",adverb,ih-NAWR-muhs-lee,,"From ""enormous"" (from Latin ""enormis"" meaning ""out of rule, irregular, huge,"" from ""e-"" (out of) + ""norma"" (rule, pattern)) + ""-ly"" (adverb suffix).",Claude,Latin,The new medicine improved her quality of life _______.,Claude,"Remember ""e-NORM-ously"" - think ""e-normal"" meaning extremely away from normal, or ""enormous-ly"" meaning in an enormous way.",3,3,3,3,,,,False,True,False,,False,
enriches,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Enriches is the third person singular present tense of the verb ""enrich,"" meaning to improve the quality, value, or significance of something by adding beneficial elements or increasing its worth. When something enriches another thing, it enhances, augments, or makes it more valuable in some way. The term can apply to various contexts: education enriches minds by adding knowledge and skills; good soil enriches plant growth by providing nutrients; cultural experiences enrich people's understanding of the world; vitamins enrich foods by adding nutritional value. Enrichment often involves adding something valuable or beneficial that was previously missing or insufficient. The word suggests positive transformation or improvement rather than mere addition. In social contexts, diversity enriches communities by bringing different perspectives and experiences together. The concept implies that the enriched entity becomes more complete, valuable, or effective as a result of the enriching process.",verb (third person singular present),en-RICH-iz,,"From ""enrich"" (from ""en-"" meaning ""make"" + ""rich"" from Old English ""rice"" meaning ""powerful, wealthy"") + ""-es"" (third person singular present tense ending).",Claude,Old English,Reading literature _______ students' understanding of human nature and cultural values.,Claude,"Remember ""en-RICH-es"" - think ""makes rich"" because to enrich means to make something richer/better, or ""enriches"" adds riches to something.",3,3,3,3,,,,False,True,False,,False,
enrolled,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Enrolled is the past tense of ""enroll,"" meaning to register, sign up for, or officially join an institution, program, course, or organization. When someone has enrolled, they have completed the process of becoming a member or participant in a formal system. The term is most commonly used in educational contexts, where students enroll in schools, colleges, or specific courses, but it also applies to joining military services, insurance programs, membership organizations, or various other structured systems. Enrollment typically involves completing paperwork, meeting requirements, and making commitments to participate according to established rules or expectations. The word suggests a formal, official process rather than casual participation. Once enrolled, individuals usually gain access to specific benefits, services, or opportunities associated with their membership. Enrollment often marks the beginning of a new phase of involvement or commitment, whether in education, employment, or other organized activities.","verb (past tense), adjective",en-ROHLD,,"From ""enroll"" (from Old French ""enroller,"" from ""en-"" (in) + ""rolle"" (roll, scroll)), originally meaning ""to write on a scroll."" The educational sense developed later.",Claude,Old French,She _______ in three challenging courses for the upcoming semester.,Claude,"Remember ""en-ROLLED"" - think ""in-rolled"" meaning rolled into/put on the rolls of students, or ""enrolled"" like your name is rolled into the system.",3,3,3,3,,,,False,True,False,,False,
