word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
curio,"A rare, unusual, or intriguing object; something considered interesting because of its rarity or uniqueness. Curios are often collected for their novelty value or cultural significance. Antique shops frequently feature curios from different time periods and cultures. The term suggests something that arouses curiosity due to its distinctive or mysterious nature.",noun,KYOOR-ee-oh (/ˈkyʊrioʊ/),"Short for ""curiosity,"" from Latin ""curiosus"" (careful, inquisitive)","Think ""curious + io"" - an object that makes you curious",None,Latin,The old sailor's cabin was filled with nautical _____ collected during his travels.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,2.0,1.5,2.0,,Claude,Claude,Claude,Claude
curiosity,"A strong desire to know or learn something; an unusual or interesting object or fact. Curiosity drives scientific discovery and learning throughout life. The phrase ""curiosity killed the cat"" warns against excessive inquisitiveness, though it's often completed with ""but satisfaction brought it back."" Healthy curiosity promotes intellectual growth and understanding.",noun,kyoor-ee-OS-i-tee (/ˌkyʊriˈɒsɪti/),"From Latin ""curiositas,"" from ""curiosus"" (careful, inquisitive)",Think of being curious about everything around you,None,Latin,The child's natural _____ led her to ask endless questions about how things work.,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.0,3.0,2.5,2.0,,Claude,Claude,Claude,Claude
curly,"Having curves, spirals, or ringlets; twisted or coiled in shape. Curly hair has a natural tendency to form spirals or waves. Curly brackets in writing are { }. The term describes anything with a curved, twisted, or spiral form. Different degrees of curliness create various textures and patterns.",adjective,KER-lee (/ˈkɜrli/),"From ""curl,"" from Middle English ""crulle""",Think of hair that curls naturally into spirals,None,Middle English,Her _____ hair bounced with each step as she walked down the hallway.,2023,2023_Words_of_the_Champions.pdf,Two Bee,1.3,2.0,1.5,2.0,,Claude,Claude,Claude,Claude
curmudgeon,"A bad-tempered, difficult, cantankerous person; someone who is often angry and annoyed. Curmudgeons typically complain frequently and resist change or new ideas. The term often applies to older people who seem perpetually grumpy. Despite negative connotations, some curmudgeons are valued for their honest, direct communication style.",noun,ker-MUHJ-uhn (/kərˈmʌdʒən/),"Origin uncertain, possibly from French ""coeur méchant"" (evil heart)","Think ""cur + mudge + on"" - a cranky person who mudges (grumbles) on and on",None,Uncertain (possibly French),The neighborhood _____ complained loudly about children playing in his yard.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,2.0,2.0,,Claude,Claude,Claude,Claude
curries,"Plural of curry; spiced dishes with sauce, typically from South Asian cuisine; third person singular of ""curry"" (to groom a horse with a curry comb). Curries feature complex spice blends and can include vegetables, meat, or legumes. Regional variations create distinct flavor profiles. The cooking technique involves building layers of flavor through careful spice preparation.","noun (plural), verb (third person singular)",KER-eez (/ˈkɛriz/),"From Tamil ""kari"" (sauce, relish)",Think of various spiced dishes from Indian cuisine,None,Tamil,The restaurant menu featured twelve different _____ ranging from mild to extremely spicy.,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,1.0,2.5,1.5,2.0,,Claude,Claude,Claude,Claude
currycomb,"A grooming tool with metal ridges or rubber teeth used to clean and massage horses' coats; to groom a horse with such a tool. Currycombs remove dirt, loose hair, and debris while stimulating circulation in the horse's skin. Regular currying keeps horses' coats healthy and shiny. The tool is typically used in circular motions during grooming routines.","noun, verb",KER-ee-kohm (/ˈkɛriˌkoʊm/),"From ""curry"" (to groom) + ""comb""","Think ""curry + comb"" - a special comb for grooming horses",None,English,She used the _____ to remove mud and loose hair from her horse's winter coat.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.3,3.0,1.0,2.0,,Claude,Claude,Claude,Claude
cursive,A style of handwriting where letters are joined together in a flowing manner; running or flowing. Cursive writing was traditionally taught in schools to improve writing speed and elegance. The connected letters create a continuous flow across the page. Modern education debates whether cursive instruction remains necessary in the digital age.,"adjective, noun",KER-siv (/ˈkɜrsɪv/),"From Latin ""cursivus"" (running), from ""currere"" (to run)","Think ""curse + ive"" - letters that seem to run together in a flowing curse",None,Latin,The teacher demonstrated proper _____ letter formation on the blackboard.,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,1.0,2.5,2.0,2.0,,Claude,Claude,Claude,Claude
curtail,To reduce in extent or quantity; to impose a restriction on something; to cut short or truncate. Economic downturns often force companies to curtail expansion plans. Governments may curtail civil liberties during emergencies. The term suggests deliberate limitation rather than gradual reduction.,verb,ker-TAYL (/kərˈteɪl/),"From ""curtail"" (to cut the tail), from Old French ""courtault"" (short)","Think ""cur + tail"" - cutting off a dog's tail to make it shorter",None,Old French,The company decided to _____ spending on non-essential projects to improve profitability.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.3,2.5,1.5,2.0,,Claude,Claude,Claude,Claude
curtains,"Plural of curtain; pieces of fabric hung to cover windows, divide spaces, or provide privacy; the end of something (colloquial). Window curtains control light and privacy while adding decoration. Theater curtains mark the beginning and end of performances. ""It's curtains"" means something is finished or doomed.",noun (plural),KER-tuhnz (/ˈkɜrtənz/),"Plural of ""curtain,"" from Old French ""courtine""",Think of fabric panels hanging over windows,None,Old French,She drew the _____ to block the bright morning sunlight from the bedroom.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,2.5,1.5,2.0,,Claude,Claude,Claude,Claude
curtly,"In a brief, blunt, or abrupt manner; rudely concise; with discourteous brevity. Curtly spoken words are often perceived as unfriendly or dismissive. The adverb suggests efficient communication that lacks warmth or politeness. Speaking curtly can indicate impatience, anger, or social distance.",adverb,KERT-lee (/ˈkɜrtli/),"From ""curt"" + suffix ""-ly,"" from Latin ""curtus"" (short)","Think ""curt + ly"" - speaking in a curt, brief manner",None,Latin,"He replied _____ to her question, clearly annoyed by the interruption.",2021,2021_Printable_Words of the Champions.pdf,One Bee,1.3,2.0,1.5,2.0,,Claude,Claude,Claude,Claude
curve,"A smooth, gradually bending line without sharp angles; to bend or turn in a smooth, continuous arc. Curves appear throughout nature in rivers, coastlines, and organic forms. In mathematics, curves are defined by specific equations. Baseball pitchers throw curve balls that change direction mid-flight. Road curves require reduced speed for safety.","noun, verb",KERV (/kɜrv/),"From Latin ""curvus"" (bent, curved)","Think of a smooth, bending line like a snake or river",None,Latin,The mountain road had a sharp _____ that required drivers to slow down significantly.,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.0,2.0,1.0,2.0,,Claude,Claude,Claude,Claude
cushag,"A Manx Gaelic word for a grass or weed, particularly referring to tangled or troublesome vegetation; sometimes used for ragwort or similar plants. This term is specific to the Isle of Man dialect and reflects the island's Celtic linguistic heritage. The word appears in regional literature and local botanical discussions.",noun,KOOSH-ag (/ˈkuʃæɡ/),"From Manx Gaelic ""cushag"" (weed, grass)","Think ""cushion + ag"" - soft grass that cushions the ground",None,Manx Gaelic,The farmer complained about the _____ growing wild in his pasture fields.,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.3,2.0,1.0,2.0,,Claude,Claude,Claude,Claude
