word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
communities,"Plural of community; groups of people living in the same area or sharing common interests, characteristics, or goals. Communities can be geographical (neighborhoods, towns), social (religious groups, professional associations), or virtual (online communities). These groups typically share resources, responsibilities, and mutual support systems. Modern communities may be physical or digital, united by proximity, shared values, or common purposes.",noun (plural),kuh-MYOO-nuh-teez (/kəˈmjunɪtiz/),"Plural of Latin ""communitas,"" from ""communis"" (common, shared)","Think ""common + -ities"" - groups with common interests or locations",None,Latin,Online _____ provide support networks for people with shared interests worldwide.,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
commute,"To travel regularly between home and work, typically over a considerable distance. As a verb, commute can also mean to reduce a punishment or exchange one thing for another. The noun refers to the journey itself, often involving public transportation or personal vehicles. Modern commuting includes remote work arrangements and flexible schedules. Commuting patterns significantly impact urban planning, transportation systems, and quality of life.","verb, noun",kuh-MYOOT (/kəˈmjut/),"From Latin ""commutare,"" meaning ""to change completely""","Think ""com- (completely) + mute (change)"" - completely changing location regularly",None,Latin,Her daily _____ takes an hour each way on the subway system.,2021,2021_Printable_Words of the Champions.pdf,One Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
companion,"A person who accompanies or associates with another; a friend, partner, or fellow traveler who provides company and often emotional support. Companions share experiences, offer mutual assistance, and maintain ongoing relationships. The term can describe human relationships, animal relationships (companion animals), or even objects that accompany people regularly. Companionship implies loyalty, shared time, and mutual benefit in the relationship.",noun,kum-PAN-yun (/kəmˈpænjən/),"From Latin ""companio,"" literally ""bread-fellow,"" from ""com-"" (with) + ""panis"" (bread)","Think ""com- (with) + pan (bread)"" - someone you share bread with, a close friend",None,Latin,The elderly woman's dog served as her faithful _____ during long walks.,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
company,"A commercial business organization engaged in the production or sale of goods or services. Company also refers to companionship or the presence of others, as in ""enjoying good company."" In military contexts, a company is a subdivision of a regiment. The term encompasses various business structures from small partnerships to large corporations, emphasizing collective effort toward commercial goals.",noun,KUM-puh-nee (/ˈkʌmpəni/),"From Latin ""companio"" (companion), extended to mean ""group of companions""",Think of companions working together - a company is a group working together,None,Latin,The technology _____ developed innovative software solutions for small businesses.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
comparison,"The act of examining similarities and differences between two or more items, ideas, or situations to understand their relative qualities or characteristics. Comparison involves analytical thinking to identify patterns, contrasts, and relationships. This process is fundamental to learning, decision-making, and understanding. Comparisons can be objective (measurable differences) or subjective (personal preferences or interpretations).",noun,kum-PAIR-uh-sun (/kəmˈpɛrɪsən/),"From Latin ""comparatio,"" from ""comparare"" (to pair together)","Think ""compare + -ison"" - the act of comparing things to find similarities and differences",None,Latin,The _____ between the two smartphones helped her choose the better option.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
compass,"A navigational instrument that shows direction relative to magnetic north, essential for orientation and navigation. Compass also refers to the range or scope of something, as in ""beyond the compass of human understanding."" In drawing, a compass is a tool used to create circles and arcs. Metaphorically, compass represents guidance, direction, or moral orientation in life decisions.",noun,KUM-pus (/ˈkʌmpəs/),"From Latin ""compassus,"" meaning ""measured pace"" or ""circle""",Think of a circle (compass draws circles) or finding direction (navigation compass),None,Latin,The hiker used her _____ to navigate through the unfamiliar mountain trail.,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
compatriots,"Fellow citizens of the same country; people who share the same nationality or homeland. Compatriots often share common cultural heritage, legal systems, and national identity. The term emphasizes solidarity and mutual connection based on shared citizenship, particularly relevant in discussions of patriotism, national identity, or when citizens live abroad. Compatriots may support each other in foreign countries or during national challenges.",noun (plural),kum-PAY-tree-uts (/kəmˈpeɪtriəts/),"From Latin ""compatriota,"" from ""com-"" (together) + ""patria"" (fatherland)","Think ""com- (together) + patri (father/homeland)"" - people sharing the same fatherland",None,Latin,The ambassador welcomed his _____ to the embassy's cultural celebration.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
compelling,"Forcefully persuasive, captivating, or evoking strong interest and attention. Something compelling demands notice through its powerful appeal, logical strength, or emotional impact. This can describe arguments that are convincing, stories that are engaging, or evidence that is irrefutable. Compelling suggests an almost irresistible quality that draws people in and influences their thoughts or actions.",adjective,kum-PEL-ing (/kəmˈpɛlɪŋ/),"From Latin ""compellere,"" meaning ""to drive together, force""","Think ""compel + -ing"" - something that compels or forces your attention",None,Latin,The documentary presented _____ evidence about climate change impacts.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
compendium,"A comprehensive collection or summary of information on a particular subject, typically presented in a concise format. Compendiums gather extensive knowledge into accessible, organized presentations, serving as reference works or educational resources. These collections can cover academic subjects, practical skills, or specialized fields, providing readers with essential information without requiring extensive research through multiple sources.",noun,kum-PEN-dee-um (/kəmˈpɛndiəm/),"From Latin ""compendium,"" meaning ""a saving, shortcut,"" from ""compendere"" (to weigh together)","Think ""com- (together) + pend (weigh)"" - weighing information together in one collection",None,Latin,The medical _____ contained essential information for emergency room procedures.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
compete,"To strive against others to achieve a goal, win a prize, or demonstrate superiority in a particular activity. Competition involves effort, skill, and determination to outperform rivals in sports, academics, business, or other endeavors. Competing can drive innovation, improvement, and excellence while also creating challenges related to pressure and rivalry. Healthy competition promotes growth and achievement.",verb,kum-PEET (/kəmˈpit/),"From Latin ""competere,"" meaning ""to strive together,"" from ""com-"" (together) + ""petere"" (to seek)","Think ""com- (together) + pete (seek)"" - seeking the same goal together with rivals",None,Latin,Athletes from around the world will _____ in the international swimming championships.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
competing,"Present participle of compete; actively striving against others or engaging in rivalry to achieve a goal. Competing involves ongoing effort to outperform opponents in various contexts such as sports, business, or academics. The term can also describe conflicting interests or priorities that vie for attention or resources. Competing forces or ideas create tension that often leads to resolution or compromise.","verb (present participle), adjective",kum-PEET-ing (/kəmˈpitɪŋ/),"From Latin ""competere"" + present participle suffix ""-ing""","Think ""compete + -ing"" - actively in the process of competing with others",None,Latin,The _____ restaurants offered increasingly attractive deals to win customers.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
competitive,"Having a strong desire to win or be more successful than others; involving competition or rivalry. Competitive people seek to outperform others and often thrive in challenging situations. In business contexts, competitive refers to market conditions where multiple companies vie for customers. Competitive advantages, prices, or strategies are designed to succeed against rivals. The term can describe both positive drive and potentially problematic behavior.",adjective,kum-PET-uh-tiv (/kəmˈpɛtətɪv/),"From Latin ""competere"" + suffix ""-ive"" (having the quality of)","Think ""compete + -ive"" - having the quality of wanting to compete and win",None,Latin,Her _____ spirit helped her excel in both academics and athletics.,2020; 2024,2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
