word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
guido,"Guido is an Italian masculine given name, historically significant as the name of Guido of Arezzo (c. 991-1033), the medieval monk who developed modern musical notation including the staff system and solmization (do-re-mi). In some contexts, particularly in American slang, the name has unfortunately been used as an ethnic slur, which is inappropriate and offensive. The historical Guido made revolutionary contributions to music theory and notation that are still used today. As a given name, Guido means ""guide"" in Italian and has been borne by many notable figures throughout history, including composers, scholars, and leaders.",proper noun (given name),GWEE-doh,"From Germanic ""widu"" meaning ""wide"" or Latin ""guidare"" meaning ""to guide.""","Germanic, Latin","Music students learn about _______ of Arezzo, whose innovations in musical notation revolutionized how we read and write music.","Remember ""GUIDO"" - GUIde + DO (musical note), named after the monk who GUIded us to the DO-re-mi musical system.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guidonian,"Guidonian refers to things related to Guido of Arezzo (c. 991-1033), the medieval Italian monk who revolutionized musical notation and education. The most famous Guidonian innovation is the ""Guidonian hand,"" a mnemonic device where different parts of the hand represent different musical pitches, helping singers learn and remember musical intervals and scales. Guidonian also relates to the hexachord system and solmization (ut-re-mi-fa-sol-la, the predecessor to do-re-mi) that Guido developed for teaching music. These Guidonian methods formed the foundation of Western musical education and notation systems that are still used today.",adjective,gwee-DOH-nee-uhn,"From Guido (of Arezzo) + ""-ian"" suffix meaning ""relating to or characteristic of.""",Latin (named after person),The medieval choir director used the _______ hand method to teach students proper pitch relationships and musical intervals.,"Remember ""GUIDONIAN"" - GUIDO + NIAN (related to), related to Guido of Arezzo who guided musical notation development.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guilloche,"Guilloche is a decorative technique or pattern consisting of interlaced curved lines forming continuous, repetitive designs, often creating braided, woven, or flowing ribbon-like effects. This ornamental motif appears in architecture, metalwork, engraving, and various decorative arts. Guilloche patterns can be simple interlacing circles or complex geometric designs that create optical effects and visual rhythm. The technique is commonly used in coin design, banknote security features, architectural moldings, jewelry, and luxury goods. The precision and complexity of guilloche work often serve both aesthetic and anti-counterfeiting purposes in currency and valuable items.",noun,gi-LOHSH,"From French ""guilloche,"" named after Guillot, a French engineer, or from ""guillochis"" (engine turning).",French,"The antique watch face featured intricate _______ patterns that created a shimmering, wave-like effect in the metal.","Remember ""GUILLOCHE"" - GUILt-free decorative weavy LOCHE (lines), guilt-free decorative wavy lines that create beautiful interlaced patterns.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guineas,"Guineas can refer to guinea pigs (small domesticated rodents kept as pets), guinea fowl (African birds raised for meat and eggs), or historically, British gold coins called guineas that were worth 21 shillings. Guinea pigs, despite their name, are not from Guinea nor related to pigs, but are popular small pets known for their gentle nature. Guinea fowl are distinctive birds with spotted plumage, originally from Africa, now raised worldwide for their meat and pest control abilities. The historical guinea coin was used in Britain until 1816 and got its name because the gold originally came from the Guinea region of Africa.",noun (plural),GIN-eez,Named after Guinea region in West Africa; various items associated with this region.,English (from African place name),The farm raised _______ fowl for both their meat and their ability to control insect pests in the fields.,"Remember ""GUINEAS"" - GUINea region of Africa gave its name to various animals and coins, like GUINea pigs and GUINea fowl.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gules,"Gules is the heraldic term for the color red in coat of arms and heraldic designs. In heraldry, specific terms are used for colors: gules (red), azure (blue), vert (green), purpure (purple), and sable (black). When describing heraldic designs, ""gules"" indicates that a particular element should be colored red. This terminology derives from medieval Latin and French heraldic traditions. Gules is one of the most common and significant colors in heraldry, often representing courage, strength, military prowess, or martyrdom. Understanding heraldic color terminology is essential for properly describing and interpreting coat of arms.",noun (heraldic term),GYOOLZ,"From Old French ""goules,"" from Medieval Latin ""gula"" meaning ""throat"" (referring to red throat/mouth of animals).","Old French, Medieval Latin","The family coat of arms featured a lion rampant _______ on a field of silver, symbolizing courage and nobility.","Remember ""GULES"" - GULet (throat) + ES, like a red throat or the red mouth of a heraldic lion showing courage.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gullet,"Gullet refers to the throat or esophagus, specifically the passage through which food and drink travel from the mouth to the stomach. In anatomy, the gullet is the muscular tube that connects the pharynx to the stomach, using coordinated muscle contractions (peristalsis) to move swallowed materials downward. The term is often used in everyday language to describe the throat area or the act of swallowing. In some contexts, gullet can refer to a narrow channel or passage that resembles the anatomical structure, such as water channels or geological formations.",noun,GUL-it,"From Old French ""golet,"" diminutive of ""goule"" meaning ""throat,"" from Latin ""gula.""","Old French, Latin","The large fish bone got stuck in his _______, requiring medical attention to remove it safely.","Remember ""GULLET"" - GULp + LET (little passage), the little passage that lets you gulp food down to your stomach.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gullibility,"Gullibility is the quality of being easily deceived, fooled, or taken advantage of due to excessive trust or lack of critical thinking. A gullible person tends to believe claims, stories, or promises without sufficient evidence or skeptical evaluation. Gullibility can result from naivety, lack of experience, desire to trust others, or insufficient knowledge to evaluate information critically. This trait makes individuals vulnerable to scams, fraud, misinformation, and manipulation. While some level of trust is necessary for social functioning, excessive gullibility can lead to financial, emotional, or other forms of harm.",noun,gul-uh-BIL-i-tee,"From ""gullible"" (from ""gull"" meaning ""to deceive"") + ""-ibility"" suffix meaning ""quality of being.""",English,His _______ made him an easy target for online scammers who promised unrealistic investment returns.,"Remember ""GULLIBILITY"" - GULL (seagull that eats anything) + ABILITY, the ability to be gulled like a seagull that swallows anything thrown at it.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gummy,"Gummy describes something having a sticky, viscous, or adhesive quality similar to gum. This adjective can refer to substances that are chewy, sticky, or gelatinous in texture, such as gummy candy, tree sap, or certain food preparations. In medical contexts, gummy can describe gums that are swollen or infected. The term can also refer to things that have become sticky due to deterioration or contamination. Gummy textures are often associated with pleasant foods like gummy bears or gummy vitamins, but can also describe undesirable sticky conditions.",adjective,GUM-ee,"From ""gum"" (from Old English ""goma"") + ""-y"" suffix meaning ""characterized by.""",Old English,"The children enjoyed the _______ bears as a special treat, savoring their chewy, fruity flavors.","Remember ""GUMMY"" - GUM + MY (mouth), like gum in my mouth that's sticky and chewy.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gumption,"Gumption refers to enterprising spirit, initiative, and resourcefulness in tackling challenges or pursuing goals. Someone with gumption demonstrates courage, determination, and practical common sense when facing difficulties or opportunities. This quality combines boldness with practical wisdom, indicating not just willingness to act but also the intelligence to act effectively. Gumption suggests both mental sharpness and strength of character, enabling people to take on difficult tasks, solve problems creatively, and persist in the face of obstacles. It represents the combination of courage, initiative, and practical intelligence.",noun,GUMP-shuhn,"Possibly from Scottish dialect, origin uncertain, may be related to ""gumptious.""",Scottish English,It took real _______ for the young entrepreneur to start her own business with no experience and limited funds.,"Remember ""GUMPTION"" - GUMpy person with ambiTION, even a grumpy person with ambition has the drive and courage to succeed.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gung,"Gung appears most commonly as part of ""gung-ho,"" meaning extremely enthusiastic, eager, or zealous about something. The term ""gung-ho"" comes from Chinese ""gōng hé"" meaning ""work together"" and was popularized by U.S. Marines in World War II. As a standalone word, ""gung"" is less common in English but may appear in certain compound expressions or as a shortened form of ""gung-ho."" The concept emphasizes passionate commitment, wholehearted dedication, or sometimes overzealous enthusiasm for a cause, project, or activity.",adjective (informal),GUNG,"From Chinese ""gōng"" meaning ""work"" (as in ""gung-ho"" from ""gōng hé"" meaning ""work together"").",Chinese,The new recruit was so _______ about military training that he volunteered for every extra drill and exercise.,"Remember ""GUNG"" - GUNg-ho enthusiasm, being GUNg-ho means being extremely enthusiastic and eager.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gurdy,"Gurdy typically refers to a hurdy-gurdy, a stringed musical instrument that produces sound by a rosined wheel rubbing against the strings, operated by a hand crank. This medieval instrument combines elements of both string and wind instruments, creating a distinctive drone-like sound often associated with folk music. The hurdy-gurdy has melody strings played by a keyboard and drone strings that provide continuous background tones. In some contexts, ""gurdy"" might refer to similar mechanical musical instruments or devices that produce music through rotational mechanisms. The instrument has a rich history in European folk music traditions.",noun,GUR-dee,"Short for ""hurdy-gurdy,"" possibly imitative of the sound the instrument makes.",English (imitative),"The street musician played medieval melodies on his hurdy-_______, drawing crowds with the instrument's unique droning sound.","Remember ""GURDY"" - GURgling musical instrumEnt that makes Droning sounds, a gurgling instrument that creates droning musical tones.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gurmukhi,"Gurmukhi is the script used to write Punjabi, particularly in the Indian state of Punjab, and is the script in which the Guru Granth Sahib (Sikh holy book) is written. Developed from the Laṇḍā script in the 16th century, Gurmukhi literally means ""from the mouth of the Guru."" This writing system consists of 35 basic letters and has been standardized for modern Punjabi language use. Gurmukhi is essential to Sikh religious practice and Punjabi cultural identity, serving as the primary script for religious texts, literature, and official communication in Punjab, India.","noun, adjective",gur-MUK-hee,"From Punjabi/Sanskrit ""guru"" (teacher) + ""mukhi"" (from the mouth), literally ""from the mouth of the Guru.""","Sanskrit, Punjabi",The Sikh children learned to read the _______ script so they could study their religious texts in the original language.,"Remember ""GURMUKHI"" - GURu's MUKh (mouth) + I, the script that comes from the Guru's mouth for writing Punjabi.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gurmukhigyascutus,"This appears to be a combined word error where ""gurmukhi"" (the Punjabi script) has been incorrectly merged with ""gyascutus"" (a mythical creature from American folklore). Gurmukhi is the writing system used for Punjabi language and Sikh religious texts, while gyascutus is a legendary creature from tall tales, described as a large, bear-like animal with legs shorter on one side than the other, supposedly adapted for walking on hillsides. This combination likely resulted from a PDF parsing error where two completely unrelated terms were inadvertently joined together.",combined word error,gur-MUK-hee-JYE-as-kyoo-tuhs,"Error: ""gurmukhi"" (Sanskrit/Punjabi) + ""gyascutus"" (American folklore, possibly pseudo-Latin)",Combined word error,"This appears to be a PDF parsing error combining ""gurmukhi"" and ""gyascutus"" - the _______ should be treated as two separate words.","Remember ""GURMUKHIGYASCUTUS"" - this is a combined word error, separate into GURMUKHI (Punjabi script) + GYASCUTUS (mythical hillside creature).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gurney,"Gurney is a wheeled stretcher or bed used in hospitals and medical facilities to transport patients who cannot walk or need to remain lying down during movement. These medical devices are designed with safety features, adjustable height, and locking wheels to ensure secure patient transport between rooms, departments, or facilities. Gurneys are essential equipment in emergency rooms, surgical suites, and patient transport services. The term can also refer to similar wheeled platforms used in other contexts where items need to be moved while remaining horizontal and stable.",noun,GUR-nee,"Possibly named after J.T. Gurney, a British inventor, or from the surname Gurney.",English (named after person),The paramedics carefully transferred the injured patient from the ambulance _______ to the emergency room bed.,"Remember ""GURNEY"" - GURd (guard) + NEY (needy), something that guards needy patients by safely transporting them.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gurneysanctimonious,"This appears to be a combined word error where ""gurney"" (a wheeled medical stretcher) has been incorrectly merged with ""sanctimonious"" (showing false righteousness or hypocritical devotion). A gurney is medical transport equipment used in hospitals, while sanctimonious describes behavior that displays hypocritical righteousness or self-righteous moral superiority. This combination likely resulted from a PDF parsing error where two completely unrelated words were inadvertently joined together. The correct terms would be ""gurney"" referring to the medical stretcher, and ""sanctimonious"" referring to hypocritically righteous behavior.",combined word error,GUR-nee-sangk-tuh-MOH-nee-uhs,"Error: ""gurney"" (English, named after person) + ""sanctimonious"" (Latin ""sanctimonia"")",Combined word error,"This appears to be a PDF parsing error combining ""gurney"" and ""sanctimonious"" - the _______ should be treated as two separate words.","Remember ""GURNEYSANCTIMONIOUS"" - this is a combined word error, separate into GURNEY (medical stretcher) + SANCTIMONIOUS (self-righteous).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
