"word","definition","part_of_speech","pronunciation_guide","etymology","language_origins","definition_source","pronunciation_source","etymology_source","example_sentence","example_sentence_source","memory_tip","memory_tip_source","difficulty_phonetic","difficulty_semantic","difficulty_morphological","difficulty_etymological","difficulty","years","source_files","source_difficulties","combined_words_detected","incomplete_word_detected","parsing_errors"
"flame","Flame is the visible, gaseous part of a fire, characterized by light, heat, and often color produced during combustion. Flames result from the burning of gases released from fuel as it undergoes rapid oxidation. The word can also refer to intense passion, love, or anger, as in ""old flame"" (former romantic partner) or ""flame of passion."" Flames have symbolic meanings across cultures, representing purification, destruction, enlightenment, and spiritual energy.","noun, verb","FLAYM","From Old French ""flamme,"" from Latin ""flamma,"" related to ""flagrare"" meaning ""to burn"" or ""to blaze.""","Latin, Old French","Claude","Claude","Claude","The candle's steady _______ cast dancing shadows on the walls of the dimly lit room.","Claude","Remember ""FLAME"" - the bright, hot part of fire that can TAME darkness or inflame emotions.","Claude","1","4","1","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"flamingoes","Flamingoes is an alternative plural form of flamingo, referring to multiple large, pink or red wading birds known for their distinctive curved beaks, long legs, and habit of standing on one leg. These tropical birds are famous for their vibrant coloring, which comes from carotenoid pigments in their diet of algae and small crustaceans. Flamingoes are highly social birds that gather in large flocks and are found in warm, shallow waters around the world.","noun (plural)","fluh-MING-gohz","Alternative plural of ""flamingo,"" from Spanish ""flamenco,"" possibly from ""flama"" meaning ""flame,"" referring to their bright coloring.","Spanish","Claude","Claude","Claude","A flock of bright pink _______ waded through the shallow lagoon, creating a stunning natural spectacle.","Claude","Remember ""flaming-GOES"" - bright pink birds that GO around in flaming (bright) colored flocks.","Claude","1","4","1","1","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"flamingos","Flamingos is the standard plural form of flamingo, referring to these distinctive pink or red wading birds with long, curved necks, long legs, and specialized beaks for filter-feeding. Flamingos are known for their gregarious nature, forming large colonies that can number in the thousands. Their striking appearance and unique behaviors, such as standing on one leg and synchronized group movements, make them among the most recognizable and beloved birds worldwide.","noun (plural)","fluh-MING-gohz","Plural of ""flamingo,"" from Spanish ""flamenco,"" possibly related to ""flama"" (flame) referring to their fiery coloration.","Spanish","Claude","Claude","Claude","The wildlife photographer spent hours capturing images of the _______ as they performed their elaborate mating dances.","Claude","Remember ""flaming-OS"" - bright birds that stand on one leg like the letter O, flaming pink in color.","Claude","1","4","1","1","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"flaneur","A flaneur is a person who strolls leisurely through urban areas, observing city life with detached curiosity and aesthetic appreciation. The concept originated in 19th-century Paris, describing individuals who wandered the streets as a form of art, taking in the sights, sounds, and social dynamics of city life. Flaneurs are characterized by their contemplative approach to urban exploration, seeing the city as a text to be read and experienced rather than simply navigated. The term represents a particular attitude toward urban living and observation.","noun","flah-NUR","From French ""flâneur,"" from ""flâner"" meaning ""to stroll"" or ""to lounge,"" referring to leisurely urban wandering.","French","Claude","Claude","Claude","As a true _______, he spent his afternoons wandering the city streets, observing the rhythm of urban life.","Claude","Remember ""fla-NEUR"" - a person with NERVES calm enough to stroll and observe city life like a thoughtful urban explorer.","Claude","1","4","1","2","","2021; 2022; 2023; 2024; 2025","2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"flannel","Flannel is a soft, warm fabric typically made from wool, cotton, or synthetic fibers, characterized by a slightly napped or fuzzy surface that provides extra warmth and comfort. This versatile textile is commonly used for pajamas, sheets, shirts, and blankets due to its cozy feel and insulating properties. Flannel's brushed surface traps air, making it particularly suitable for cooler weather clothing and bedding. The fabric represents comfort, warmth, and casual, relaxed style.","noun","FLAN-ul","Possibly from Welsh ""gwlanen"" meaning ""woolen cloth,"" or from Old French ""flane"" meaning ""blanket.""","Welsh or Old French","Claude","Claude","Claude","She wrapped herself in soft _______ pajamas before settling in to read by the fireplace.","Claude","Remember ""FLAN-nel"" - fabric as soft and comforting as eating sweet FLAN, perfect for cozy clothing.","Claude","1","4","1","2","","2020; 2021; 2022; 2023","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf","One Bee; Two Bee","False","False",""
"flapped","Flapped is the past tense of flap, meaning to move up and down or back and forth with a quick, light motion, typically describing the movement of wings, fabric, or flexible objects in the wind. When something has flapped, it has moved in a repetitive, waving motion, often creating sound or air movement. The word can describe both natural movements like bird flight and artificial movements like flags or banners moving in the breeze.","verb (past tense)","FLAPD","From ""flap,"" possibly imitative of the sound made by such movements, related to similar words in Germanic languages.","English (imitative origin)","Claude","Claude","Claude","The bird _______ its wings vigorously as it took off from the branch.","Claude","Remember ""FLAPPED"" - moved back and forth like something that SLAPPED the air repeatedly, creating a flapping sound.","Claude","1","4","1","1","","2022","2022 Words of the Champions_low_ink_printable.pdf","Two Bee","False","False",""
"flared","Flared describes something that has widened or spread outward, typically in a gradual, smooth curve from a narrower base. The word can describe clothing styles like flared pants or skirts that widen toward the bottom, or physical phenomena like flared nostrils during intense emotion or exertion. Flared can also refer to sudden bursts of light, flame, or emotion that intensify rapidly. The term emphasizes the widening, spreading, or intensifying nature of whatever is being described.","adjective, verb (past tense)","FLAIRD","From ""flare,"" possibly from Middle English ""flaren,"" meaning to spread out or burst into flame.","Middle English","Claude","Claude","Claude","Her _______ jeans were fashionable in the 1970s, widening dramatically from the knee downward.","Claude","Remember ""FLARED"" - spread out wide like a FLARE that expands as it burns, widening from narrow to broad.","Claude","1","4","1","1","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"flashback","A flashback is a narrative technique where the story temporarily shifts to an earlier time to provide background information, context, or insight into characters and events. In literature and film, flashbacks interrupt the chronological flow to reveal past experiences that illuminate present circumstances. The term can also refer to sudden, vivid memories of past events, often triggered by sensory experiences or emotional states. Flashbacks serve to deepen understanding and create connections between past and present.","noun","FLASH-bak","Compound word combining ""flash"" (sudden, brief) and ""back"" (to the past), originally from cinematography.","English","Claude","Claude","Claude","The movie used a _______ sequence to reveal the hero's traumatic childhood experiences.","Claude","Remember ""FLASH-back"" - a sudden FLASH of memory that takes you BACK to an earlier time.","Claude","2","4","1","1","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"flashbackquonk","[Definition for flashbackquonk not available in batch data]","unknown","[Pronunciation for flashbackquonk not available]","[Etymology for flashbackquonk not available]","unknown","Claude","Claude","Claude","[Example sentence for flashbackquonk not available]","Claude","[Memory tip for flashbackquonk not available]","Claude","2","1","2","1","","2023","2023_Words_of_the_Champions.pdf","Two Bee","True","False","Combined word error: ""flashbackquonk"" appears to be flashback + quonk merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
"flask","A flask is a narrow-necked container, typically made of glass, metal, or plastic, used for storing and transporting liquids. Flasks come in various forms, from laboratory equipment for scientific experiments to portable containers for carrying beverages. Hip flasks are small, flat containers designed to fit in pockets for discreet transport of alcoholic beverages. The narrow neck design makes flasks easy to pour from while minimizing spills and evaporation.","noun","FLASK","From Old English ""flasce,"" related to Latin ""flasco"" meaning ""bottle,"" possibly from Germanic origins.","Old English, Latin","Claude","Claude","Claude","The hiker carried a stainless steel _______ filled with hot coffee to keep warm during the mountain trek.","Claude","Remember ""FLASK"" - a narrow container that's handy to ASK for when you need to store liquids for travel.","Claude","1","4","1","3","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"flat","Flat describes something that has a level, even surface without curves, bumps, or slopes. The word can refer to physical objects, landscapes, sounds, or abstract concepts. A flat surface is horizontal and smooth, while flat sound lacks variation in pitch. Flat can also mean lacking energy, interest, or flavor. In British English, flat refers to an apartment. The word emphasizes evenness, levelness, or lack of variation.","adjective, noun, adverb","FLAT","From Old Norse ""flatr"" meaning ""level"" or ""flat,"" related to similar words meaning ""flat"" in Germanic languages.","Old Norse","Claude","Claude","Claude","The carpenter used a level to ensure the table surface was perfectly _______.","Claude","Remember ""FLAT"" - level and even like a doormat, or like falling SPLAT on a flat surface.","Claude","1","4","1","1","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"flattery","Flattery is excessive or insincere praise given to someone, typically with the intention of gaining favor, advantage, or manipulating their emotions. When someone engages in flattery, they offer compliments that may be exaggerated or untrue in order to please the recipient and achieve some personal goal. While flattery can sometimes be harmless social courtesy, it often carries negative connotations of deception and manipulation. The practice exploits human susceptibility to praise and ego gratification.","noun","FLAT-er-ee","From Old French ""flaterie,"" from ""flater"" meaning ""to stroke"" or ""to caress,"" referring to soothing or pleasing someone.","Old French","Claude","Claude","Claude","She could tell that his compliments were mere _______ designed to win her approval for his proposal.","Claude","Remember ""FLATTER-y"" - insincere praise that makes people feel FLATTERED but is often empty and manipulative.","Claude","1","4","1","2","","2020; 2021; 2022; 2023; 2024","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf","One Bee; Three Bee; Two Bee","False","False",""
"flauta","A flauta is a Mexican dish consisting of a tortilla wrapped tightly around a filling (typically shredded meat or cheese) and then deep-fried until crispy. The name literally means ""flute"" in Spanish, referring to the rolled, tube-like shape of the prepared dish. Flautas are similar to taquitos but are traditionally made with flour tortillas and are often larger. They are commonly served with toppings such as guacamole, sour cream, salsa, and lettuce.","noun","FLAW-tah","From Spanish ""flauta"" meaning ""flute,"" referring to the cylindrical, flute-like shape of the rolled and fried tortilla.","Spanish","Claude","Claude","Claude","The restaurant served crispy chicken _______ topped with fresh guacamole and salsa verde.","Claude","Remember ""FLAUTA"" - a Mexican food shaped like a FLUTE, rolled tight and fried until crispy.","Claude","1","4","1","1","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"flavedo","Flavedo is the outer, colored layer of citrus fruit peel, containing essential oils that give citrus fruits their characteristic aroma and much of their flavor. This outer layer, which includes the zest, is distinct from the white pith (albedo) underneath. The flavedo contains volatile oils, pigments, and aromatic compounds that are highly valued in cooking, perfumery, and flavoring. In citrus fruits like oranges, lemons, and limes, the flavedo provides the intense citrus essence used in culinary applications.","noun","fluh-VEE-doh","From Latin ""flavedo,"" from ""flavus"" meaning ""yellow,"" referring to the typically yellow or colored outer peel of citrus fruits.","Latin","Claude","Claude","Claude","The chef carefully grated the lemon's _______ to add aromatic zest to the dessert without including the bitter white pith.","Claude","Remember ""flav-EDO"" - the outer peel that gives citrus fruits their distinctive FLAVor, like the colorful EDge of the fruit.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"flavored","Flavored describes something that has been given a particular taste through the addition of flavoring agents, spices, extracts, or other substances that enhance or modify the original taste. When something is flavored, it has been intentionally modified to create a specific taste experience, whether sweet, savory, fruity, or any other desired flavor profile. This process is common in food and beverage production, where artificial or natural flavorings are added to create appealing taste combinations.","adjective, verb (past tense)","FLAY-verd","From ""flavor"" (from Old French ""flaour,"" ultimately from Latin ""flare"" meaning ""to blow"") plus the suffix ""-ed.""","Latin, Old French","Claude","Claude","Claude","The children especially enjoyed the cherry-_______ medicine because it tasted like candy.","Claude","Remember ""FLAVOR-ed"" - something that has been given extra FLAVOR, enhanced with taste-improving ingredients.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
